cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,198,198,36418,36458
120,142,150,12077,12128
105,119,109,6378,6385
28,171,167,15331,15324
98,122,120,10865,10902
7,170,164,28622,28736
6,173,174,28065,27831
35,159,163,10064,10059
11,157,156,14543,14570
5,161,158,28489,28349
104,123,122,11598,11538
12,158,156,14899,14898
3,187,182,20163,19967
101,138,149,9933,9928
13,158,161,18118,17796
50,137,144,8074,8260
14,163,176,18654,18906
17,142,150,17349,17289
15,175,176,19188,19264
4,166,161,16100,16078
97,128,124,8951,8773
16,141,149,13303,13563
46,135,131,8411,8359
26,119,122,9353,9300
2,152,156,17472,17416
58,147,142,13512,13520
10,173,170,18462,18889
31,148,159,11709,11645
119,105,104,2716,2767
114,215,217,10544,10358
33,146,153,17301,17384
8,139,140,9553,9624
57,130,123,7666,7619
81,124,120,4958,4986
106,136,145,8918,8762
54,129,125,4287,4217
51,146,137,6035,6071
48,165,156,10338,10282
38,157,153,5248,5162
9,143,148,7357,7302
1,182,185,10121,10243
193,151,158,3931,3985
19,159,160,7340,7427
25,142,136,7360,7466
21,144,131,7937,7912
18,144,140,9135,9258
41,162,153,8830,8488
83,145,147,3617,3556
122,98,99,3272,3253
20,137,138,11538,11645
109,115,121,6081,6108
121,121,115,6429,6354
37,133,130,7205,7277
56,100,97,2706,2649
70,134,128,5684,5559
30,136,138,8065,8157
24,133,133,5083,5120
32,130,128,5722,5723
29,139,144,5514,5474
63,117,128,2019,2247
66,110,121,1892,1733
53,148,142,5039,5192
88,102,92,1405,1333
108,156,159,4359,4387
27,121,127,3806,3834
118,132,134,3114,3169
60,108,113,2390,2386
140,122,117,1766,1743
87,152,157,3209,3230
65,112,126,1793,1834
156,138,150,1499,1628
76,125,130,3423,3265
95,91,93,1504,1528
82,106,106,1362,1502
67,206,200,4743,4775
390,65,70,819,828
44,166,155,4584,4520
68,128,125,1727,1647
77,122,122,2110,2128
43,166,162,2501,2570
34,133,130,2247,2139
22,110,110,3124,3170
55,113,120,2333,2353
385,77,81,767,743
42,127,126,3165,3152
62,105,96,1767,1735
115,105,112,1773,1871
100,88,100,1263,1290
91,103,103,1662,1666
92,91,92,1284,1314
69,115,118,2235,2104
157,52,64,480,494
36,117,112,2115,2068
110,93,101,1220,1164
52,128,126,1827,1934
45,146,141,2925,2939
40,109,110,2115,2224
99,122,118,2818,2866
75,108,101,1383,1344
85,142,138,1742,1703
138,46,51,637,633
107,98,90,938,863
102,130,122,2102,2017
183,42,43,400,385
49,111,114,1313,1487
96,92,88,996,1054
23,152,148,3495,3397
89,123,114,1300,1241
73,116,112,1382,1405
131,89,90,667,653
175,56,55,414,419
174,100,99,870,879
133,31,39,398,415
189,87,86,847,818
124,122,128,1932,1898
149,37,36,333,309
78,97,99,1097,1085
403,19,17,180,200
399,59,65,609,577
103,100,102,800,760
79,120,122,1082,1095
184,79,73,487,475
84,112,115,1124,1106
