cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
12,164,165,82723,82569
3,169,186,98120,97990
15,194,193,115157,115445
16,165,151,121006,121002
14,200,206,129570,128907
10,211,204,147542,147377
39,226,218,141191,141451
120,141,141,46621,46520
19,185,190,45531,45761
4,189,191,66040,66018
6,198,201,108767,110530
17,193,183,81031,81080
8,180,187,46551,46491
119,142,131,28640,28543
114,275,262,44765,44141
57,164,158,56162,55961
7,198,198,96912,96974
5,194,194,100942,100962
46,154,156,42506,42554
98,132,137,37511,37636
26,164,166,36564,36528
104,150,156,54827,54799
13,190,188,60635,60150
11,179,181,45629,45174
106,157,153,27795,27890
54,149,148,18874,18893
2,184,180,61103,61137
21,150,146,24987,24968
48,179,181,39207,38916
51,154,157,27526,27331
35,176,182,25212,25574
28,193,196,33168,33182
193,172,174,12865,12801
121,140,141,25762,25647
109,198,185,21689,21597
37,147,151,27087,27141
58,188,187,37967,38161
9,165,172,22856,22714
38,167,176,16127,16094
101,161,163,22491,22244
140,105,103,11391,11354
33,189,179,47504,47834
81,139,146,12773,12922
97,152,141,19976,19667
76,158,147,13128,13126
50,162,164,17328,17341
31,166,175,25073,25088
1,207,212,25008,25290
70,145,157,18964,18790
20,163,177,29266,29246
18,152,151,26134,25872
25,157,153,16405,16342
62,130,118,7454,7450
30,157,151,17760,17890
27,156,147,11876,11793
24,149,158,13758,13887
122,113,109,9238,9200
41,180,181,21436,21318
34,170,168,8918,8958
56,139,136,7286,7180
118,154,154,8414,8343
52,147,150,5867,6010
83,158,168,7781,7759
105,136,141,4689,4729
44,178,175,12561,12645
68,161,160,5287,5269
87,184,186,9139,9191
65,136,142,4274,4237
95,106,109,4772,4794
60,133,126,5693,5581
108,177,180,11195,11280
53,160,168,12067,11793
88,131,129,3840,3834
67,236,251,12615,12742
390,78,72,3710,3676
49,146,138,4377,4330
77,139,142,5612,5537
32,147,144,11926,11962
29,175,172,13746,14033
385,103,114,2476,2516
22,138,133,7647,7568
79,171,157,4430,4515
45,155,159,9735,9703
36,136,135,5057,5180
43,162,172,6100,6032
55,137,135,7102,6906
85,168,173,4893,4963
74,151,148,5520,5541
132,129,117,3721,3657
71,149,150,4156,4175
157,72,79,1449,1458
156,161,159,3409,3490
91,124,135,3601,3609
99,147,145,6452,6428
136,65,80,1662,1680
350,43,49,1258,1267
138,70,65,1519,1494
128,105,105,1900,1855
100,124,141,2970,3056
107,132,124,2315,2264
124,165,161,4327,4361
23,174,174,7669,7688
75,128,128,4132,4175
69,140,139,4323,4336
42,184,182,7471,7424
131,115,105,1748,1661
175,102,110,1634,1658
143,64,58,1187,1155
73,142,145,4001,4027
115,138,138,4170,4112
66,145,147,3688,3543
63,134,136,5090,5180
90,121,124,2909,2894
180,70,74,1415,1417
92,106,109,2421,2314
134,84,88,1943,1976
82,131,127,3638,3689
40,147,151,5416,5239
59,165,172,5225,5305
93,132,133,3390,3453
111,108,104,1911,1955
84,106,105,2037,1992
515,61,53,775,743
72,127,110,2078,2073
61,147,145,3126,3277
47,130,132,3398,3351
123,99,96,1760,1844
399,94,89,790,798
161,56,57,636,631
565,66,57,758,722
103,128,121,1992,2005
89,134,130,2911,2965
102,148,154,5172,4943
149,53,61,847,870
133,55,61,701,691
293,38,46,795,807
94,126,131,2167,2259
148,34,33,715,750
110,129,116,2474,2528
189,134,128,1820,1755
86,104,109,2178,2281
183,74,78,883,892
125,98,99,1775,1825
318,49,63,356,399
401,47,35,349,356
375,34,30,531,522
164,85,101,1525,1504
163,41,40,483,481
154,82,69,1035,995
181,55,49,780,766
174,134,128,2275,2186
553,30,30,598,608
227,45,37,538,516
96,120,115,1781,1746
80,91,95,1243,1218
206,77,75,598,569
117,70,72,908,944
116,77,76,1027,1026
531,12,10,208,217
135,33,34,423,421
113,99,93,1144,1280
196,35,39,571,549
78,143,144,1585,1575
403,25,22,396,413
64,113,113,1739,1737
194,64,88,581,613
386,29,29,300,324
191,66,69,583,616
409,27,26,354,358
182,26,22,272,268
324,27,33,242,262
439,20,21,256,235
342,21,21,225,222
170,63,68,402,408
171,38,40,262,296
197,88,91,782,812
207,107,111,734,772
176,31,34,225,232
427,19,30,186,186
208,96,95,797,804
211,50,47,501,510
186,59,62,572,577
184,130,131,1014,1064
145,58,60,483,485
209,30,28,291,309
459,14,11,169,145
482,100,88,456,464
466,22,23,199,276
142,71,72,596,601
144,62,67,810,811
162,30,36,261,274
328,20,16,193,180
199,39,38,439,429
141,79,84,574,588
158,73,72,487,481
570,47,55,344,333
555,12,11,183,180
112,112,116,1134,1223
172,44,42,362,382
160,69,64,617,653
492,4,4,92,91
217,41,40,223,226
126,68,68,556,550
153,42,36,352,357
204,59,69,433,446
457,21,16,92,103
483,31,29,256,273
278,26,25,201,180
177,69,68,513,549
546,23,21,175,169
550,18,16,210,206
353,4,7,77,86
277,27,25,191,177
192,57,44,382,394
475,35,31,316,260
384,5,9,79,83
460,18,21,116,148
294,25,29,267,264
166,36,33,308,298
338,39,36,297,307
178,51,52,411,400
151,48,49,253,248
130,67,75,536,504
205,71,78,500,437
169,44,46,328,350
468,11,13,126,192
360,16,18,173,230
295,26,28,230,233
513,9,6,110,110
198,61,62,420,414
127,23,26,122,150
190,55,46,315,287
155,86,82,503,475
317,8,10,75,87
188,34,31,287,296
539,17,19,219,234
137,30,26,145,152
505,7,8,72,77
551,70,64,555,508
185,75,72,344,261
150,45,49,349,345
173,44,49,333,305
152,30,29,179,183
187,22,22,149,175
279,8,8,102,102
254,16,19,111,151
201,48,40,307,253
417,13,12,130,134
502,11,22,38,107
129,33,39,262,278
147,26,22,159,147
348,11,7,61,59
469,41,46,139,153
214,29,22,184,178
146,21,17,92,86
195,18,22,118,157
554,41,24,175,150
275,29,22,111,100
310,21,21,132,127
200,28,24,204,200
548,15,17,73,76
496,14,20,96,105
498,13,13,65,69
377,21,22,102,116
566,12,13,89,75
347,53,71,193,181
414,11,17,87,97
363,17,13,92,89
369,8,10,73,77
516,16,14,123,124
533,5,6,50,39
165,24,26,119,141
210,48,46,249,238
327,16,20,102,103
489,14,16,74,95
467,16,16,80,72
449,16,15,131,103
243,14,16,148,139
530,11,12,113,115
545,29,29,103,109
244,7,9,45,41
202,47,45,208,236
167,44,45,153,150
168,44,46,208,196
413,96,82,413,407
266,11,8,53,41
260,7,9,29,42
213,11,13,55,45
179,25,30,162,177
499,10,12,75,71
298,20,17,83,75
212,26,23,153,134
306,6,8,35,46
421,15,17,61,61
525,15,15,62,72
497,7,8,46,49
246,8,9,57,69
268,5,4,34,33
333,18,15,60,77
517,29,25,164,144
433,5,5,41,38
219,15,13,57,59
240,7,6,41,46
397,54,50,177,183
229,19,18,78,71
393,17,18,75,80
301,6,9,37,34
557,10,11,57,52
139,25,24,151,151
364,67,48,221,196
387,13,14,47,52
412,6,6,63,45
441,7,6,36,37
426,21,21,82,101
382,10,11,83,94
269,7,9,38,43
462,11,6,40,40
273,25,26,84,113
500,25,35,207,202
232,18,18,83,104
450,22,22,80,92
406,12,13,81,71
159,28,34,100,130
252,15,12,48,43
334,27,28,95,110
447,47,65,127,173
351,5,8,25,47
326,9,6,44,34
349,15,13,47,61
380,10,6,39,22
494,15,19,43,53
280,11,13,39,45
567,15,17,27,47
356,9,8,32,35
559,12,21,65,62
283,7,3,34,34
203,24,22,78,83
237,3,5,23,22
435,13,13,36,50
410,7,7,27,31
336,8,10,20,37
418,24,22,64,77
568,7,7,28,29
456,9,10,42,46
394,17,16,65,51
308,7,4,24,24
297,10,11,46,52
247,15,15,44,45
271,3,4,19,20
378,10,10,51,47
251,5,7,27,28
248,6,8,32,28
540,14,17,43,48
486,12,10,29,31
226,13,15,39,43
519,9,7,25,26
379,12,11,25,32
345,14,10,38,42
438,9,6,21,23
238,3,5,30,30
508,3,3,22,26
526,13,14,49,50
407,13,8,31,29
419,7,4,18,19
249,4,8,23,24
224,8,4,25,26
481,12,14,30,41
549,5,8,21,27
315,7,6,27,27
337,16,15,39,38
422,7,6,16,19
264,9,9,27,21
368,8,5,21,16
339,17,15,52,43
537,12,8,20,24
261,16,15,50,50
563,2,3,18,17
561,2,1,13,6
400,5,3,19,14
428,7,6,10,17
472,6,6,30,25
234,13,9,36,34
434,7,9,18,17
543,1,1,11,5
