cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
105,123,112,6071,6053
28,186,185,18122,17940
98,126,132,11034,11058
39,197,191,36422,36346
11,172,165,17765,17762
7,165,161,31982,32082
120,143,140,10960,11006
6,178,172,27410,27301
101,150,146,11624,11546
104,151,139,11185,11165
5,158,164,32755,32519
35,162,166,11708,11691
14,172,172,18679,18473
13,166,166,19448,19261
50,151,149,10628,10505
2,162,164,22598,22319
97,131,128,9851,9817
15,178,183,16485,16222
17,161,157,19274,19097
1,190,196,15013,15072
4,170,166,20027,20019
33,165,161,22612,22373
58,153,145,14807,14823
12,147,148,16157,16294
3,166,165,18621,18818
18,146,146,12380,12611
10,165,174,19164,18838
46,133,128,9071,9043
81,125,123,6596,6669
26,142,139,10083,10086
31,149,149,14332,14242
8,152,144,12024,12053
20,142,148,17252,16847
16,158,153,12989,13056
9,151,157,8742,8909
38,165,161,5669,5633
106,140,139,11315,11347
54,136,133,5406,5211
41,163,156,10170,10135
25,148,155,9518,9437
122,104,104,3827,3897
121,128,122,7137,7004
30,144,139,10955,10697
32,128,123,8697,8731
48,165,170,10657,10906
51,145,147,7181,7093
114,215,211,13625,13585
119,136,138,2407,2383
37,144,141,11061,11024
66,109,116,3470,3632
19,171,161,9468,9253
21,152,149,8988,9023
57,131,132,7638,7511
109,119,127,6273,6353
193,147,149,4490,4457
63,128,135,2851,2930
29,154,153,6910,6826
56,148,147,3117,3236
88,104,98,1599,1604
53,141,156,6714,6802
70,130,134,6058,6063
22,131,117,4664,4786
118,140,141,3191,3254
27,131,124,4479,4532
24,138,142,5829,5886
83,140,141,3516,3547
43,157,154,3928,3910
156,150,168,1829,1907
68,144,140,2549,2595
75,124,128,2520,2393
34,143,142,3289,3308
40,134,141,3810,3836
87,154,153,3996,3992
42,131,132,4138,4520
189,114,109,1369,1397
124,125,134,2991,3015
60,123,113,2914,2924
140,82,87,1471,1484
44,164,169,5929,5905
69,127,123,2855,2850
65,129,129,2141,2134
85,146,147,2235,2332
36,115,121,2431,2475
108,146,161,4721,4707
95,98,96,1642,1567
184,86,82,925,929
195,24,21,464,458
67,205,196,4949,4891
390,59,64,685,677
61,111,112,1574,1579
82,115,114,1527,1557
99,123,116,3274,3152
100,101,100,2083,2147
76,140,131,3109,3224
77,132,133,2860,2790
92,105,104,1730,1913
73,138,144,1833,1840
123,74,77,1280,1292
55,122,126,2740,2895
23,162,167,3848,3853
91,127,121,2093,2028
45,149,151,3826,3838
86,92,96,999,1136
115,117,117,1758,1750
59,148,155,2823,2904
110,98,100,1367,1450
149,46,41,451,461
138,49,51,543,529
64,97,93,1161,1151
385,93,88,825,785
80,85,87,648,612
62,109,113,1650,1759
90,101,98,1269,1289
160,50,55,668,687
102,137,138,3278,3353
79,116,117,1349,1456
515,26,30,399,396
49,111,113,1389,1458
89,119,117,1654,1661
74,128,131,2246,2196
126,63,74,572,600
103,79,80,765,776
47,103,105,1637,1699
107,117,116,972,1008
179,38,36,381,421
52,126,128,2280,2418
113,67,75,1064,1230
117,64,73,567,602
128,58,59,527,506
143,48,48,367,378
132,113,111,1171,1145
174,90,93,906,953
186,42,45,453,449
150,50,56,428,443
399,58,57,425,421
84,105,105,1327,1242
96,96,89,1485,1294
71,135,134,1749,1735
78,101,104,890,945
136,44,44,352,340
133,56,53,540,589
116,60,58,569,580
164,57,57,561,620
131,95,104,812,766
205,67,63,349,343
425,5,3,121,112
175,74,68,506,522
363,6,5,124,122
141,48,52,267,280
181,35,35,330,384
183,57,62,424,413
206,72,64,273,283
293,30,34,214,213
94,115,125,903,953
157,44,47,390,385
191,41,42,297,318
214,32,24,180,167
207,67,68,372,394
93,116,122,1665,1717
154,56,58,461,451
386,17,22,179,158
273,17,17,163,166
360,28,26,324,305
387,11,11,111,115
112,110,118,824,926
161,36,30,247,254
211,45,47,319,338
318,71,59,283,228
401,26,29,157,145
134,59,66,398,411
324,36,34,182,181
439,16,17,132,151
188,26,25,208,174
148,27,31,237,256
177,45,52,348,346
350,29,34,201,217
437,3,4,50,72
125,74,64,527,528
203,24,22,183,179
72,134,128,996,1093
566,4,4,67,78
255,7,4,80,65
194,43,35,304,276
449,4,5,92,92
111,89,91,539,567
483,20,19,118,127
197,60,64,404,412
182,33,31,171,167
173,27,24,200,191
433,4,5,45,77
202,29,31,191,215
180,52,49,357,344
144,58,56,304,314
172,26,30,177,197
450,11,12,72,70
297,7,8,63,75
382,4,3,56,51
210,36,39,217,253
537,21,17,168,112
413,47,37,134,123
448,11,13,74,84
208,92,91,410,400
237,4,4,49,52
142,50,65,261,302
145,44,50,211,210
130,25,25,164,147
469,18,16,118,125
227,42,40,277,236
455,6,6,47,54
165,20,21,166,168
326,6,7,31,69
416,6,6,55,16
539,20,19,200,196
427,7,7,57,58
153,28,33,146,162
199,28,21,154,135
170,35,37,145,149
248,3,2,27,43
565,40,35,223,221
570,47,46,134,96
196,19,21,135,140
545,12,8,90,94
418,9,11,53,46
217,11,17,90,96
155,57,48,181,184
135,33,39,126,153
158,32,32,210,214
516,21,13,97,71
269,2,3,42,34
244,8,8,49,50
252,6,4,54,47
492,4,5,53,48
168,28,31,108,105
551,46,50,171,180
403,52,38,174,129
187,19,15,81,60
178,29,32,106,117
147,10,16,80,84
447,14,17,48,99
375,18,17,87,87
176,24,25,65,70
137,16,17,101,104
151,35,33,143,117
190,27,31,91,96
412,5,10,42,62
472,3,4,48,52
247,9,11,72,91
443,9,7,64,62
310,18,21,103,129
229,8,8,74,39
243,8,9,40,44
333,10,13,42,46
163,38,38,142,147
171,19,21,83,82
353,4,3,29,14
397,33,32,122,110
284,7,7,36,36
277,18,20,71,72
294,12,9,37,35
531,3,3,17,24
200,26,23,90,95
166,24,23,84,81
441,9,8,29,28
139,19,17,66,56
129,36,39,115,148
317,3,3,18,22
169,32,32,119,116
192,27,32,110,119
198,21,19,51,64
482,23,25,61,69
414,7,5,37,36
265,9,9,47,47
303,17,17,27,45
424,13,16,53,46
559,19,20,91,91
204,44,44,179,178
212,22,24,65,76
327,8,5,46,44
505,7,6,31,24
342,9,9,35,41
530,13,11,37,44
406,10,11,40,39
213,10,9,34,34
500,17,14,62,56
475,14,16,62,60
402,3,2,17,18
474,4,5,20,20
409,24,26,74,89
152,32,28,91,87
526,12,11,44,41
338,41,39,130,116
499,8,7,33,19
334,42,35,93,95
466,17,15,55,43
468,15,13,58,39
496,9,9,45,41
209,17,16,64,65
459,9,10,51,52
568,11,12,25,31
481,7,6,23,20
364,14,15,34,42
497,3,2,15,9
555,10,9,39,38
233,5,4,19,18
560,4,4,20,20
519,9,8,31,21
167,17,21,73,77
289,7,5,19,15
396,7,4,28,17
557,10,9,32,33
462,1,1,11,12
511,3,2,14,13
553,18,23,58,65
435,7,8,33,46
299,6,4,29,17
339,21,19,71,78
417,4,3,15,17
307,6,7,17,17
159,19,20,47,44
371,2,5,16,27
348,11,11,26,24
305,8,9,29,31
377,16,18,38,35
550,13,11,30,29
533,2,3,11,8
352,5,3,17,14
509,3,4,16,15
446,6,8,20,29
517,10,10,30,25
489,15,14,40,49
328,2,4,14,15
398,11,15,29,30
356,2,3,10,10
201,27,25,60,66
495,2,2,9,11
185,26,28,63,52
563,6,4,16,10
146,12,8,27,28
308,2,3,14,12
392,5,4,14,12
219,6,6,24,13
232,7,6,36,27
274,4,4,9,12
278,10,12,40,35
429,8,5,16,9
445,5,5,11,13
370,2,2,9,8
320,1,1,8,8
312,6,6,14,13
259,4,3,11,7
351,3,3,12,8
295,16,21,48,52
532,6,8,23,29
381,5,6,12,14
484,5,7,17,14
508,5,3,10,13
558,4,6,11,20
285,1,5,8,10
378,9,8,16,20
554,14,15,25,25
162,20,19,43,49
325,15,13,34,28
487,5,6,16,16
369,8,6,21,18
127,10,9,24,20
298,10,11,15,21
543,1,1,7,1
528,3,2,5,13
349,24,6,39,11
301,5,5,13,12
367,9,8,12,14
249,1,3,6,7
452,6,6,15,11
562,2,2,6,7
525,12,9,22,19
498,5,5,14,15
421,9,9,18,23
502,11,11,20,27
372,1,1,6,6
379,5,4,10,9
280,9,8,15,9
309,7,8,13,22
494,9,9,13,12
242,9,12,18,21
384,7,9,12,13
546,13,10,23,23
268,5,5,12,11
336,2,2,6,7
456,1,3,2,7
549,4,3,8,5
296,7,6,10,16
458,4,3,13,11
410,2,2,4,6
337,10,15,17,23
548,8,6,9,13
260,1,2,4,6
343,14,16,26,24
335,2,2,6,6
541,16,16,27,21
467,9,11,21,23
261,8,9,14,16
534,3,2,6,6
345,7,8,11,15
316,5,3,9,5
347,8,4,14,9
389,1,1,4,4
544,13,5,23,7
286,1,2,4,7
473,3,1,6,3
234,8,6,11,10
393,5,7,13,16
254,12,12,22,20
419,6,6,9,9
226,5,5,8,9
491,7,2,10,2
432,4,9,7,10
225,4,4,9,8
388,1,3,4,4
323,4,2,6,6
275,9,9,14,13
400,2,3,7,8
291,4,5,10,9
263,2,3,5,5
457,10,8,12,15
368,3,3,6,5
215,6,5,9,7
361,1,1,2,4
366,6,4,9,10
527,1,2,4,4
344,2,2,4,4
279,4,4,6,7
306,3,3,6,6
408,5,4,6,6
478,2,4,4,5
444,1,1,3,3
220,2,2,4,4
522,5,5,10,9
329,4,4,6,6
520,5,6,7,8
426,4,6,6,8
251,2,2,4,3
262,1,0,3,0
415,2,4,4,6
235,3,2,4,4
330,3,4,6,7
490,8,4,10,4
238,5,3,7,5
266,1,1,1,3
216,8,9,10,12
485,3,2,4,4
228,2,2,3,2
561,3,3,4,4
507,1,0,2,0
523,4,4,5,6
405,2,2,3,4
524,1,0,2,0
290,4,1,4,2
288,4,2,5,2
460,6,2,7,4
221,6,7,8,9
454,3,2,4,3
362,1,2,2,4
240,1,1,2,2
411,2,1,2,2
374,3,2,4,2
567,3,2,5,2
315,5,5,5,6
