cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
120,138,137,13351,13416
39,210,207,40155,40469
7,178,172,36094,36182
6,181,181,33419,33076
98,125,132,12174,11996
11,165,160,17354,17290
28,173,163,15226,15069
105,112,117,5474,5421
5,188,188,37043,37212
104,127,130,16892,16640
17,162,157,28761,28650
15,173,171,26456,26335
16,160,159,18931,19031
14,169,174,25026,25219
35,161,152,10848,10994
101,138,136,11182,11243
10,177,178,24738,24615
12,154,157,18989,18789
3,173,172,21768,21844
2,159,155,21676,21672
97,142,145,9709,9655
58,156,155,17380,17765
33,155,159,24833,24524
50,154,142,10650,10682
13,161,164,20225,20545
46,127,132,9222,9218
57,140,144,9872,9819
26,146,145,10141,10225
8,152,148,12306,12377
30,139,136,11177,11231
27,135,137,5925,5897
41,167,179,11790,11270
106,145,142,9912,9970
54,131,127,4761,4937
18,140,144,11734,11543
119,134,130,3399,3456
114,201,201,14460,14381
4,164,169,18429,18256
31,152,154,14869,14699
81,123,123,7019,7083
9,147,153,8291,8405
38,160,164,5899,5705
1,193,195,13327,13304
51,148,158,6887,7065
48,157,161,11544,11465
20,156,148,17918,17506
19,158,160,8286,8496
122,102,111,4920,4991
21,130,138,8891,8823
109,124,126,8715,8701
121,121,118,8053,8088
193,165,159,4733,4648
25,150,151,8649,8731
37,132,138,9359,9355
70,145,139,7520,7540
56,116,108,3238,3294
83,146,138,4226,4309
88,108,117,1697,1752
53,152,153,6356,6287
24,129,127,5653,5722
32,132,132,6518,6614
118,139,139,3615,3714
29,149,151,6452,6479
60,128,119,3074,3034
140,108,107,1947,1983
65,125,127,2314,2266
87,159,161,3580,3519
76,129,129,3546,3527
108,167,163,4928,4964
156,129,132,1662,1691
95,91,87,1527,1540
63,124,116,2418,2432
66,137,134,2318,2372
44,170,165,5673,5530
59,154,144,3002,2941
68,150,157,2376,2275
22,120,112,3353,3465
67,193,197,5312,5326
42,137,141,3691,3660
61,104,116,1679,1522
77,123,124,2532,2507
390,87,92,983,971
385,106,87,1292,1233
43,153,154,2973,3017
34,150,155,3207,3274
102,135,134,2675,2639
181,31,29,557,565
23,154,143,3929,3943
62,99,104,1569,1662
47,114,113,2091,2138
36,111,114,2446,2478
85,155,145,2297,2224
103,108,110,1165,1173
100,105,103,1463,1400
110,92,97,1303,1299
99,123,123,2951,2925
45,142,149,3301,3403
55,103,113,2318,2291
124,122,128,2317,2414
138,42,42,656,647
123,86,80,1050,989
96,84,87,868,864
71,128,137,1451,1490
189,104,102,1034,997
157,57,56,461,482
75,115,120,1514,1609
91,126,122,1807,1748
92,103,96,1164,1181
49,124,122,2646,2676
69,126,128,2135,2141
93,125,129,2182,2073
52,128,124,1756,1900
107,105,96,1000,954
133,50,52,545,527
399,60,57,410,402
40,142,128,2706,2647
115,134,124,1668,1697
89,120,117,1671,1644
131,94,95,775,806
175,68,65,524,488
184,94,94,812,799
74,130,116,2399,2500
125,78,87,870,872
111,82,80,634,680
149,39,38,250,254
79,131,130,1232,1231
82,118,104,1296,1275
132,112,126,1413,1470
