cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
28,169,177,20859,20849
105,120,123,8429,8329
120,155,147,15077,15076
39,198,199,43961,43909
7,166,171,40947,41035
11,162,158,22441,22246
98,132,132,12953,12861
6,185,178,34477,34648
5,176,176,41697,41823
104,130,142,14184,14305
15,161,170,22244,22707
17,151,152,24908,24839
2,172,171,28796,28958
35,160,153,12988,12919
101,151,148,13821,13884
14,173,164,23679,23764
16,154,148,19424,19580
57,131,134,12450,12568
3,168,166,23615,23456
97,144,132,10784,10885
12,148,153,20795,20829
33,166,177,26594,26555
58,150,157,17991,18112
13,168,160,22242,22058
50,151,149,13422,13222
4,166,174,24006,23937
10,170,180,24918,24984
46,123,128,10810,10561
18,148,140,14923,14800
8,146,142,15433,15327
81,145,141,8164,8096
114,220,221,16133,16122
119,129,141,3504,3451
26,145,136,11384,11374
37,145,141,13070,12981
106,146,152,12300,12432
54,127,124,6332,6241
20,146,148,19655,19641
31,156,160,15847,15878
1,191,187,15813,16076
48,163,165,12730,13072
51,150,161,8644,8590
9,147,148,9623,9751
38,155,151,6172,6192
121,122,117,8503,8531
41,171,165,11082,11097
19,167,158,10350,10466
122,109,119,4531,4566
25,153,151,10605,10568
21,144,144,9691,9550
44,167,169,7530,7478
193,159,158,5191,5223
109,128,134,8627,8695
27,125,124,5167,5340
30,147,149,11172,11083
22,127,124,5195,5223
66,130,129,4681,4665
63,137,144,3461,3425
32,128,125,7699,7925
70,130,134,7689,7535
83,139,148,5104,5050
24,136,141,6150,6135
53,160,159,8024,7951
88,110,112,1700,1720
118,137,138,3762,3754
56,118,123,2916,2908
47,106,107,2882,2848
29,151,145,8368,8392
124,127,123,3094,3145
189,105,106,2257,2281
100,102,103,2335,2264
75,121,127,3107,3029
68,153,154,3450,3482
156,127,121,1660,1675
60,115,116,3121,3135
87,151,153,4414,4560
61,118,119,2009,2082
55,113,112,3800,3667
76,131,135,4161,4233
65,135,131,3122,3115
140,113,113,1902,1880
108,160,144,5365,5398
95,97,100,1787,1777
42,142,134,5159,4967
43,156,159,3914,3815
59,156,156,3650,3761
390,59,57,928,898
67,215,220,5560,5550
49,111,116,2450,2618
92,94,92,2298,2319
