cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
28,134,138,7532,7617
105,71,70,3551,3494
39,165,162,14227,14858
120,120,115,4698,4607
98,97,103,4582,4433
7,144,139,13379,13173
11,130,131,6703,6594
5,141,145,12928,12929
104,98,97,4612,4691
6,134,136,11882,11876
35,123,125,4906,4839
101,117,117,4455,4300
26,99,101,4872,4941
31,128,124,6601,6311
14,133,140,7421,7749
97,107,104,4198,4112
121,92,88,3225,3277
13,128,126,8555,8430
50,121,119,3422,3444
58,126,117,6696,6484
4,141,141,8209,8234
1,162,160,6180,6199
15,139,142,6957,7381
17,126,127,6690,6850
3,143,146,7217,7405
12,123,130,7376,7390
2,131,136,7927,7981
33,124,123,8473,8219
30,111,112,4230,4247
32,104,104,3130,3146
46,109,113,3428,3532
18,119,121,5485,5334
10,134,134,8352,8414
38,116,119,2129,2171
9,123,124,3274,3263
122,64,69,1518,1474
20,132,137,7279,7132
16,130,126,4982,5152
41,148,147,4711,4645
8,120,121,4467,4457
37,116,112,4846,4754
81,94,94,2253,2150
25,120,114,3533,3491
106,111,117,3944,4013
54,92,102,1775,1746
48,133,132,4598,4610
51,120,113,2514,2563
114,187,180,5506,5505
119,73,77,820,796
21,115,115,4219,4204
57,106,103,2932,3031
83,110,117,1626,1637
29,122,121,3019,2979
55,72,81,1125,1159
56,91,88,1199,1198
109,87,91,2704,2719
19,132,135,3137,3143
69,85,86,1145,956
53,124,125,2632,2696
88,85,77,661,604
193,113,112,1875,1894
172,17,16,320,304
190,22,17,344,342
70,102,102,2394,2353
156,89,88,687,713
27,99,99,1473,1446
42,99,103,1360,1372
118,107,105,1262,1262
82,77,77,596,563
108,112,116,1941,1958
77,87,95,1041,1082
87,117,108,1518,1537
24,96,96,1941,1927
44,133,133,2061,2094
68,97,102,802,871
76,100,95,1224,1234
140,66,64,620,633
60,89,89,1116,1052
103,47,50,272,292
23,119,106,1391,1393
63,95,89,797,738
115,78,80,672,672
99,91,92,1100,1131
61,81,72,617,616
110,67,66,531,530
78,65,66,514,521
390,36,38,253,256
67,157,152,1919,1949
385,59,57,364,339
66,74,74,617,597
45,109,109,1424,1403
43,122,124,1205,1197
22,91,92,1368,1366
65,87,94,918,864
64,63,60,585,612
96,69,67,521,526
34,104,107,864,848
95,68,72,489,518
86,64,61,372,382
84,74,71,397,383
75,90,100,642,633
124,91,86,701,710
85,88,88,630,641
133,29,26,228,213
113,47,46,319,338
40,99,103,939,872
396,7,7,84,78
112,65,60,295,294
184,52,48,265,269
209,15,15,98,124
459,4,4,74,57
189,72,79,412,424
62,73,77,674,731
73,96,97,588,591
74,89,90,669,674
100,77,73,562,531
71,83,82,464,470
102,98,102,891,928
206,12,12,104,117
93,84,76,703,705
174,80,72,451,455
89,77,79,540,560
47,78,78,524,540
149,21,22,118,102
107,51,57,317,306
138,33,34,175,181
79,78,79,355,365
559,12,13,74,74
417,14,15,161,151
131,53,60,303,360
59,111,106,879,903
36,90,87,831,802
360,15,14,95,92
177,22,18,123,119
161,16,18,119,109
52,103,93,803,754
399,34,35,195,193
90,72,77,470,455
80,43,39,190,174
157,20,24,179,188
160,23,22,117,120
551,34,37,219,218
154,31,28,175,169
197,35,34,158,150
183,32,33,185,177
91,79,73,499,470
570,16,16,60,65
92,62,59,382,386
132,62,70,369,413
143,33,33,128,128
117,33,37,176,162
175,34,29,147,116
469,23,25,77,84
505,9,10,61,61
192,15,11,96,89
123,50,44,276,286
129,13,11,84,76
94,74,75,373,370
148,18,20,139,138
49,80,77,518,530
72,73,71,354,352
338,17,17,100,88
164,37,40,185,196
179,16,19,157,154
116,32,29,156,149
350,14,18,96,99
134,45,43,169,167
475,19,21,116,126
566,3,3,50,44
293,18,18,68,63
191,18,20,125,112
318,21,21,56,60
401,15,16,61,65
275,3,2,23,30
162,11,16,63,61
533,1,2,28,26
188,10,13,58,70
150,16,20,66,79
211,25,26,121,116
324,12,16,47,55
439,4,4,32,30
126,25,29,129,129
182,12,9,63,53
135,19,19,71,57
146,9,8,50,37
136,24,30,92,92
207,31,31,150,149
128,29,28,113,126
276,1,2,21,23
144,28,26,124,137
125,49,43,193,187
212,9,9,51,45
181,18,20,106,95
111,55,50,214,210
515,16,17,79,82
427,3,4,22,16
176,8,12,29,33
214,12,10,69,66
550,6,6,31,29
141,22,26,56,62
199,12,12,72,71
565,25,24,105,110
208,46,43,131,107
169,27,23,85,83
203,9,6,40,41
196,14,14,50,44
468,2,3,19,24
178,18,21,60,62
545,4,3,21,16
384,3,2,16,18
421,13,17,34,40
353,1,1,16,14
342,10,7,37,32
145,23,21,73,64
204,22,22,63,67
186,14,21,76,77
234,7,5,29,22
568,5,6,23,26
255,5,4,20,22
561,4,1,15,15
491,1,4,15,18
386,14,9,43,34
142,29,26,100,96
180,55,46,186,148
227,22,24,103,104
170,14,16,51,48
403,12,10,37,35
500,11,13,36,34
254,6,6,11,20
279,1,2,13,4
375,9,8,43,32
187,6,7,19,19
171,7,11,23,25
202,8,7,28,34
433,3,3,21,16
333,8,10,24,29
139,9,7,28,22
325,4,4,17,16
295,11,8,33,25
441,2,1,11,11
316,3,4,13,10
539,8,8,38,36
130,11,14,28,37
526,6,4,15,21
159,9,9,21,15
147,3,4,18,19
153,20,21,53,58
158,24,23,53,54
397,28,23,61,47
277,5,6,15,18
155,32,35,80,84
413,26,23,64,51
508,2,2,9,11
472,3,3,13,15
216,9,9,20,20
409,11,14,30,32
498,3,2,11,10
495,3,3,11,11
163,14,11,32,28
388,1,2,9,9
173,12,12,30,34
411,3,1,12,9
303,3,1,10,7
137,12,10,35,32
326,5,6,20,15
405,2,3,11,11
407,3,1,10,7
194,20,20,47,45
165,7,9,22,24
200,9,8,25,22
217,4,5,14,16
127,7,7,16,16
243,4,4,13,14
502,10,8,20,19
201,13,16,34,36
168,12,9,19,19
195,16,17,29,28
327,5,2,12,8
205,28,21,53,55
232,3,3,13,12
563,2,2,8,3
310,8,6,25,25
516,10,8,20,19
358,6,5,13,19
560,5,5,12,15
151,13,10,29,20
490,3,5,9,14
