cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
12,162,168,58131,58095
3,178,175,58101,57985
120,146,140,28682,28061
39,219,212,83953,83129
6,202,200,75838,75593
17,163,168,57563,57739
10,179,183,71880,70866
14,168,179,71106,70055
15,171,175,60048,59911
16,160,155,61778,60639
7,180,183,74764,74791
119,150,131,18196,18135
114,230,226,31543,30847
5,189,177,76195,75210
13,181,170,49092,48959
98,132,132,24971,24648
104,154,146,34291,34030
8,162,165,33781,34287
11,169,161,38014,38332
19,178,169,22925,22387
57,141,141,29619,28953
4,186,180,44553,43891
35,158,157,23420,23406
28,190,187,27236,27468
51,151,146,21724,21789
48,165,158,29455,29062
26,145,140,26342,26317
106,149,152,21163,20880
54,137,135,13704,13506
46,134,132,23102,22803
2,165,162,41351,41415
50,143,142,18018,18193
193,157,156,9131,9233
21,151,144,20213,20320
58,157,159,29234,29351
31,164,163,22679,22867
9,155,156,23166,23735
38,169,166,13192,13632
101,160,155,18834,18541
81,141,134,10695,10900
33,177,167,41508,41222
121,138,132,17962,17883
109,138,138,15422,15246
37,151,141,19354,18690
25,156,151,16708,16539
140,116,126,7809,7849
18,154,150,26377,26378
97,143,142,16785,16604
1,199,187,23266,25038
70,144,142,15285,15238
20,161,158,28257,28744
62,117,110,6284,6327
122,114,117,7764,7911
105,140,142,5383,5384
76,134,126,8627,8502
45,150,148,10768,10950
79,131,135,5356,5407
83,147,145,7656,7711
95,100,99,4820,4883
41,171,175,19386,18890
34,150,151,7678,7774
30,147,152,16898,16732
27,142,140,10377,10194
65,137,127,4506,4600
87,193,176,8259,8020
56,124,123,6209,6250
49,141,133,4969,5289
24,141,141,12084,12137
52,141,148,5204,5306
71,137,144,5079,5201
44,165,172,12869,12843
68,140,139,4709,4828
118,143,147,6835,6792
53,155,158,11541,11661
88,123,116,3218,3214
60,126,121,5101,5092
77,147,137,5219,5427
32,135,123,10229,10226
108,176,171,9313,9439
67,221,216,11606,11933
29,144,152,14384,15110
22,129,127,7861,7942
390,75,65,2624,2637
75,131,138,5330,5351
36,127,119,5476,5511
43,167,172,5743,5900
74,126,131,5312,5465
132,142,132,4354,4400
385,120,111,2494,2445
110,122,125,2862,3939
23,163,170,8780,8810
63,137,139,6389,6551
55,133,134,6877,6916
92,113,107,2729,2770
180,80,77,1885,1834
136,61,65,1765,1791
85,148,132,3874,3962
157,58,68,1183,1203
134,76,77,2774,2685
143,57,60,1484,1525
42,147,150,7945,7933
99,128,136,6233,6327
111,92,96,2776,2797
124,140,143,4649,4719
61,131,133,3319,3450
47,118,124,3443,3511
69,138,139,3733,3838
91,118,124,3507,3523
131,108,106,1513,1522
175,83,81,1789,1838
40,130,133,4938,5225
350,37,35,903,909
156,136,140,2162,2135
84,92,100,2042,2224
59,153,167,5334,5723
100,112,111,2455,2466
115,130,121,3921,3964
138,64,55,1176,1189
148,43,42,956,948
73,134,130,3118,3120
94,124,115,2975,2954
93,115,116,3419,3503
107,112,116,1990,2062
66,133,127,3300,3480
293,38,47,849,864
72,115,117,2142,2168
164,79,78,1555,1510
123,87,86,1816,1806
90,123,117,2978,3032
149,49,51,601,616
189,109,110,1631,1725
128,93,91,1523,1493
170,58,60,658,666
227,31,41,807,807
194,45,47,835,851
96,106,104,1301,1332
103,103,105,1990,2065
133,54,56,744,781
197,68,70,874,906
82,127,117,2651,2662
113,85,88,1078,1166
196,32,28,683,708
399,56,64,652,687
401,21,27,300,324
318,79,69,534,515
102,142,143,4290,4366
86,106,99,2265,2422
154,58,60,1027,985
181,41,46,770,734
174,123,123,1983,2006
163,33,23,474,472
161,48,49,594,611
158,45,65,415,581
483,27,30,455,365
78,110,117,1580,1702
125,84,85,1397,1377
183,42,47,543,547
551,69,66,724,716
550,22,18,400,420
403,17,16,363,376
89,117,117,2321,2247
565,55,57,514,524
208,83,101,784,909
116,61,65,904,894
135,43,47,566,586
553,36,31,538,543
515,34,50,433,445
142,65,68,800,828
144,68,66,955,863
64,101,101,1624,1647
141,68,73,387,433
178,48,56,474,530
191,63,62,538,617
182,24,22,364,360
80,86,91,699,796
409,33,34,411,417
188,42,43,493,460
177,71,74,597,619
548,27,28,201,205
129,45,49,447,488
375,24,30,320,331
539,37,40,366,365
186,43,48,535,558
211,46,52,703,692
206,67,52,363,357
176,35,31,236,243
126,55,58,636,720
172,34,37,330,354
199,36,36,396,404
117,62,65,612,596
207,84,81,761,769
160,58,51,422,422
204,48,41,411,416
152,38,36,317,281
