cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,191,194,33089,33302
120,139,130,10459,10410
98,124,119,9723,9669
7,159,160,28493,28569
11,151,154,14903,14689
6,169,168,27162,27189
104,128,130,11405,11434
5,162,166,29540,29470
14,158,160,21046,20747
35,160,164,9379,9620
28,167,169,11539,11348
17,145,144,17620,17763
15,183,166,20611,20407
12,146,144,14472,14269
3,175,168,16134,16203
101,144,146,8957,8951
105,123,117,3496,3466
16,145,139,15117,15012
97,128,122,8168,8245
33,153,165,18662,18532
10,162,163,18981,18983
2,155,155,18089,18060
46,124,128,7943,7899
58,141,144,13967,13879
8,148,142,9748,9798
57,132,125,7581,7403
50,141,148,7175,7252
13,156,153,16139,16203
26,132,124,8931,8994
114,204,202,10732,10875
119,114,110,2788,2722
21,132,128,9025,8688
106,139,143,8846,8747
54,133,128,4375,4440
31,146,150,11473,11537
81,128,128,5034,5063
51,136,139,6576,6583
48,139,149,9381,9525
1,189,199,10260,10419
4,164,169,14719,14860
38,169,173,4901,5034
9,143,143,6480,6290
121,121,122,7154,7278
19,152,164,7061,6986
122,95,100,3472,3467
193,147,150,3572,3663
109,135,135,6654,6785
20,138,140,12158,12118
41,165,161,8008,8200
18,140,141,9017,8990
25,137,147,6808,6794
37,132,131,7413,7369
70,131,132,6021,6203
88,117,119,1590,1718
53,141,140,5775,5913
30,136,131,8150,8058
83,142,150,2762,2813
27,135,133,4116,4173
24,130,124,4879,5052
56,113,115,2090,2113
32,126,125,5252,5256
118,138,136,2844,2787
29,148,143,5079,5171
63,115,121,2139,2145
66,110,102,1996,1935
60,114,115,2318,2401
76,119,121,3063,3035
108,139,146,3767,3872
43,149,143,2209,2227
68,131,141,1449,1565
44,153,159,4164,4184
140,89,85,1374,1412
115,109,110,1856,1840
95,87,87,1387,1355
74,126,125,2359,2332
132,95,107,1585,1564
65,124,115,1664,1666
87,156,146,2854,2797
79,126,129,1487,1459
67,208,191,4080,4087
390,64,62,729,715
156,119,123,1190,1163
77,118,123,1872,1846
22,118,121,3249,3292
62,109,106,1475,1526
82,116,111,1346,1228
55,108,111,1981,1998
34,140,143,2081,1987
42,136,125,2946,2912
40,129,129,2581,2445
99,111,110,2801,2793
385,81,83,680,688
61,130,116,1671,1524
91,104,106,1519,1463
36,116,122,2134,2115
69,125,122,2232,2150
189,93,109,1063,1098
124,125,123,1528,1584
75,119,122,1620,1604
117,67,68,896,841
144,46,50,467,536
190,28,34,296,251
103,76,84,623,626
52,131,132,1872,1949
107,92,94,717,757
123,74,75,842,792
45,143,144,2838,2881
157,50,48,463,406
23,154,155,3064,3031
138,54,50,521,536
149,34,30,307,311
110,94,81,1037,978
85,141,137,1700,1610
100,90,97,1262,1333
89,129,124,1519,1568
49,109,110,1389,1318
131,75,85,599,619
175,55,59,435,450
47,111,112,1612,1695
92,88,90,1036,1065
73,109,109,1065,1187
59,132,144,2028,2029
71,118,114,1230,1181
143,43,43,370,385
93,103,105,1380,1398
133,44,46,350,358
125,63,69,566,579
90,98,101,919,905
160,44,48,381,432
94,116,110,765,724
130,25,27,272,285
102,133,124,1810,1821
206,48,41,303,287
96,95,89,900,826
399,65,61,436,434
78,107,122,960,1020
202,26,31,291,287
86,73,71,622,666
80,77,72,517,520
126,46,54,274,287
350,27,25,267,266
150,38,34,305,330
84,97,96,855,872
116,48,49,346,321
148,27,31,310,305
247,35,23,207,60
128,59,67,341,385
183,52,48,332,344
161,23,31,208,223
154,43,43,367,367
433,6,7,97,101
211,33,37,267,275
147,15,17,163,175
169,23,32,233,226
134,56,59,389,373
293,38,35,199,202
318,26,30,137,160
401,40,33,152,135
559,12,14,85,115
166,55,62,258,254
174,100,93,903,874
129,31,31,163,199
182,24,22,256,243
295,21,21,164,194
360,18,19,206,162
565,37,42,205,216
517,7,6,83,49
64,90,88,782,738
141,49,42,205,178
539,18,14,148,140
180,78,68,334,329
531,8,3,74,69
136,41,39,272,265
201,32,37,248,255
135,18,24,115,122
72,101,92,647,637
113,63,64,537,542
184,69,76,440,462
177,45,44,272,241
209,19,22,181,220
208,78,87,379,350
181,31,28,232,208
515,35,41,232,236
294,17,11,80,72
227,27,32,192,194
111,79,76,551,524
164,60,58,393,414
196,17,14,119,116
439,14,12,84,93
324,32,34,141,130
197,50,46,275,287
207,73,77,342,384
366,2,3,42,55
553,20,22,188,181
186,41,43,222,238
403,16,16,86,83
153,24,25,113,123
176,22,24,102,113
155,64,56,210,202
277,17,22,141,151
427,7,10,57,49
142,42,40,246,240
483,16,18,87,99
375,18,19,112,118
452,7,10,63,71
273,8,5,55,62
363,8,11,59,60
519,9,9,59,58
459,7,6,76,80
386,17,20,68,76
158,46,40,281,220
198,17,21,65,85
555,11,10,66,57
550,8,11,47,55
145,45,46,264,250
170,23,30,161,184
347,9,12,34,57
378,15,10,86,32
191,38,36,186,168
187,12,13,39,60
298,8,6,43,44
233,3,3,34,34
112,103,101,586,569
232,9,8,53,42
462,4,5,33,35
278,13,10,84,88
269,5,2,37,18
192,26,23,139,131
417,8,9,63,65
212,16,18,85,80
468,13,11,92,86
437,6,5,35,26
188,23,19,111,87
139,20,20,92,90
178,34,34,125,120
497,2,1,28,28
364,8,13,41,51
214,18,21,77,70
450,11,11,32,44
409,19,17,70,73
217,17,17,68,72
387,8,10,32,47
393,9,8,81,66
151,23,23,76,65
199,22,25,149,156
168,26,26,72,86
159,11,9,54,44
342,14,14,54,49
358,8,8,36,33
205,53,52,150,158
163,32,37,93,106
204,31,38,127,139
173,26,23,131,138
308,11,9,48,47
391,4,3,26,25
254,8,6,42,31
194,56,44,175,169
551,42,47,142,147
397,39,28,84,68
499,6,7,47,48
338,34,29,118,105
469,17,11,52,48
348,6,4,32,26
325,13,14,33,37
475,22,18,72,68
413,55,46,137,85
482,46,52,125,130
210,21,21,83,71
377,11,15,46,34
516,9,9,32,38
291,7,8,26,32
545,17,17,58,59
167,15,16,63,73
334,54,47,121,116
494,6,11,19,39
146,14,11,35,37
467,11,12,43,49
489,11,11,47,34
406,12,11,50,44
505,14,15,41,40
172,41,35,140,137
185,24,25,61,54
310,9,12,43,51
219,8,7,35,29
414,15,8,37,25
421,10,9,25,25
213,15,14,43,41
495,1,2,12,16
162,15,21,40,51
179,24,25,72,83
372,3,4,17,16
229,4,4,18,17
500,12,9,49,34
533,2,2,11,17
472,5,3,19,16
327,6,6,23,23
216,6,6,20,20
265,2,2,16,12
447,11,12,28,32
127,11,9,42,37
369,5,5,16,20
526,9,7,45,29
152,29,16,76,61
312,10,3,22,19
244,3,5,15,16
326,4,3,16,12
567,2,2,8,14
570,24,28,57,68
362,2,4,11,18
444,4,3,18,5
203,14,13,49,50
323,6,8,24,12
171,21,19,55,56
443,5,4,19,13
558,2,3,6,14
398,10,5,28,22
259,1,2,12,13
