cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
12,162,161,85774,85915
3,188,179,102712,102836
16,146,146,131744,131712
15,182,180,120353,120334
14,181,179,134922,134700
10,179,187,156469,156476
39,220,211,139772,140022
120,140,138,47626,47707
19,177,166,44675,44901
8,163,161,47810,47498
4,180,184,66715,66947
57,152,147,57609,57784
119,132,128,29384,29314
114,223,230,41784,41777
7,185,181,93716,93933
6,192,195,103545,103667
17,174,175,75926,76008
5,192,194,99818,99845
46,149,148,42159,42066
26,149,146,36412,36322
98,134,131,37213,36848
104,134,145,55206,55418
13,173,169,59594,59364
106,147,150,27426,27572
54,138,137,19617,19679
11,181,187,43988,44209
21,143,137,24446,24291
2,169,171,58440,58453
48,154,159,37677,37674
51,135,149,26332,26502
28,182,175,31949,31908
35,168,159,23527,23428
109,134,133,21329,21355
121,135,134,26635,26571
37,140,145,27763,27962
193,159,169,11627,11556
58,164,158,37464,37250
38,171,169,14777,14671
9,152,152,20257,20274
101,153,153,20517,20347
33,172,167,46128,45626
81,128,132,11609,11759
140,108,119,11395,11415
97,134,135,17849,18077
76,128,135,12073,12105
31,161,156,24144,24156
1,186,190,22261,22215
20,165,157,27017,27163
50,156,149,16614,16561
70,145,141,18283,18119
18,149,140,24674,24378
62,119,124,7461,7508
105,124,117,5754,5794
24,148,142,13722,13680
27,141,130,10219,10243
30,145,146,15491,15346
25,145,158,15297,15382
56,120,115,6757,6717
41,173,181,20669,20841
34,161,161,7304,7444
122,101,107,8689,8777
118,152,146,8182,8127
52,143,128,4930,5004
83,162,163,7347,7481
44,164,165,12251,12314
68,169,173,5209,5226
60,121,119,5561,5437
95,101,99,4746,4665
87,172,170,8462,8575
65,128,129,3881,3801
108,186,181,10719,10558
390,68,79,3589,3630
67,226,220,12275,12233
53,148,152,10616,10633
88,122,119,3188,3167
49,141,134,4067,4005
29,177,161,12428,12320
32,124,125,10014,10219
77,137,134,4662,4639
385,93,87,2485,2513
43,161,172,5738,5742
22,130,133,6865,6808
36,120,123,4646,4761
79,127,124,3216,3218
45,152,153,7800,7879
85,151,154,4403,4647
55,120,119,6342,6294
157,77,68,1227,1251
71,133,139,3512,3541
91,130,127,4033,3854
74,141,145,5504,5681
132,112,110,3032,3062
99,124,124,6174,6147
350,46,47,1262,1257
136,71,63,1577,1562
107,115,113,2132,2160
138,57,62,1414,1388
23,166,170,7468,7244
73,129,136,3023,3154
124,131,131,3937,3875
100,120,109,3082,2986
59,164,164,4675,4633
92,99,103,2108,2130
69,130,137,3847,3830
75,121,120,3342,3385
115,134,136,4070,4007
131,102,93,1510,1537
175,99,95,1256,1224
63,135,136,4202,4330
143,50,54,1029,976
42,154,146,5838,5787
180,65,63,1220,1284
66,139,136,2995,3044
90,113,113,2756,2737
40,144,142,4892,4607
156,142,148,2384,2484
293,42,40,888,881
134,65,68,1503,1538
72,111,107,1899,1867
123,109,99,1579,1601
61,132,133,3137,2921
149,49,49,586,598
47,116,123,2576,2604
174,125,127,2240,2249
181,42,45,806,784
93,121,124,2931,2897
111,94,86,1912,1937
133,60,59,742,750
84,114,107,1731,1618
399,69,80,773,740
103,92,102,1535,1570
82,130,127,2704,2831
148,35,30,661,660
565,61,67,678,680
110,120,113,2126,2148
161,37,41,474,490
102,143,145,3949,3860
89,128,127,2774,2652
227,55,65,612,616
113,94,83,1103,1153
183,56,56,560,579
515,52,44,558,557
403,17,19,475,492
116,60,70,1109,1125
196,30,24,652,633
164,79,76,1319,1311
189,107,100,1242,1247
401,31,44,300,330
318,59,52,429,404
154,66,63,977,983
64,106,113,1445,1424
375,26,26,493,492
125,95,96,1684,1698
202,44,42,408,331
135,39,36,516,512
