cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,204,207,36586,36713
120,139,132,12408,12437
98,124,129,11682,11660
11,155,157,17225,17299
7,166,171,32887,33099
6,171,188,29249,29315
14,173,169,23984,24064
5,172,169,31441,31469
104,136,124,12777,12929
13,167,159,20165,20014
50,151,151,11436,11142
28,183,179,12361,12492
35,151,154,10418,10339
17,157,155,21179,20958
15,164,170,21195,21327
101,157,151,10788,10570
16,149,153,16996,16905
10,170,164,23048,22954
58,156,153,16124,16035
12,153,149,15370,15405
3,169,169,19770,19553
2,162,164,20857,20832
97,145,138,9285,9386
46,132,134,8331,8343
26,148,148,9978,9952
114,213,205,12521,12424
119,127,120,3356,3233
57,142,137,9160,9206
33,160,156,21489,21413
105,126,119,2975,2951
8,152,165,11408,11551
106,145,148,10261,10357
54,118,125,4960,4961
18,147,141,11788,11610
4,177,164,17197,17693
48,157,158,10691,10771
51,146,144,7133,7044
31,153,157,13609,13628
81,125,126,5761,5743
9,152,142,8513,8617
38,142,144,5864,5700
122,101,95,4091,4048
37,138,137,8902,9043
20,155,144,15595,15470
1,184,183,12964,12894
19,153,157,8575,8567
121,123,120,8276,8264
41,160,161,10522,10453
193,145,147,4681,4649
109,113,119,7239,7273
21,129,133,8924,8786
25,145,149,8210,8314
27,142,134,4874,4866
30,137,132,9673,9659
70,133,136,7025,7110
83,125,133,3382,3335
56,112,110,2817,2806
118,140,139,3448,3416
24,131,129,5323,5401
32,124,127,6034,6082
61,140,128,2262,2237
29,157,147,5749,5910
88,105,100,1682,1627
53,147,143,6030,5970
60,116,108,2970,2903
66,122,124,2690,2551
22,125,124,3961,4023
95,85,90,1769,1774
156,145,138,1620,1632
43,157,147,2760,2748
65,124,124,2289,2212
87,162,169,3577,3639
76,128,119,3775,3733
68,144,153,2106,2185
44,171,161,5898,5819
108,152,158,4589,4608
82,108,103,1603,1590
140,83,88,1518,1512
34,137,140,3264,3203
67,199,191,4429,4462
42,129,137,3558,3656
52,128,135,2062,2208
85,138,143,2367,2320
100,101,106,1733,1636
390,52,51,698,728
62,92,96,1521,1540
77,128,127,2290,2317
124,122,124,2129,2204
189,94,88,1721,1552
92,96,97,1980,1809
160,56,48,675,752
