cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
12,159,161,66208,66062
3,184,175,68832,68937
16,156,155,82925,83119
15,196,194,87901,87658
120,143,146,36204,36185
39,243,239,121193,120607
14,187,185,96162,95217
10,195,190,99792,99548
19,177,183,36573,36532
7,211,202,92220,92426
6,195,197,99225,98739
17,166,173,65270,65468
5,188,190,101093,100499
104,141,148,44982,45210
57,161,164,40757,40700
4,194,186,59037,58562
119,143,147,18984,18914
114,249,244,37989,37428
98,145,138,30979,30893
8,157,159,38512,38848
46,155,157,35916,35706
11,174,167,44302,44343
26,144,133,32335,32528
13,174,179,53834,54113
35,160,168,28757,29206
28,178,183,38181,37714
106,156,154,26546,26058
54,151,146,16750,16929
2,178,177,56397,56427
51,154,144,24855,24784
48,173,169,33547,33496
21,142,138,23704,23810
58,166,162,38286,38358
121,133,130,24410,24521
109,138,137,19848,19781
33,194,183,50727,50919
9,155,156,22054,22295
38,164,165,14709,14785
193,162,158,11232,11228
81,140,130,13214,13318
37,148,148,24869,24518
101,154,155,21420,21172
50,156,159,21936,21807
97,139,134,18325,18379
31,164,162,29617,29482
1,193,196,28610,29348
122,102,110,10037,10166
108,173,167,17743,17584
76,134,132,12012,11948
140,107,100,8329,8328
20,164,158,31370,31240
25,154,151,18464,18588
18,145,148,27239,27218
70,150,145,17973,18073
105,127,131,5562,5736
56,135,119,7502,7391
30,150,151,17538,17685
27,135,144,11704,11770
62,113,113,6935,7041
41,173,175,21728,21868
34,170,163,8032,8130
24,156,158,12870,12944
53,151,155,14250,14218
88,119,121,3907,3908
118,161,165,11113,10825
60,126,129,5632,5740
44,174,173,13940,13899
68,162,156,5259,5225
65,137,141,4653,4815
87,184,186,12248,12147
83,161,156,7687,7743
95,103,101,4612,4570
29,171,167,16052,16187
32,133,131,12386,12419
22,130,128,8266,8219
49,144,141,4191,4207
390,78,85,3232,3271
67,281,273,15362,15342
77,141,144,5142,5145
156,177,163,3413,3444
385,135,121,2414,2333
45,154,150,8479,8740
79,159,159,4268,4262
36,123,123,5137,5152
52,141,136,6119,6006
85,155,166,4613,4636
43,162,174,6019,6075
55,129,127,6286,6287
71,142,144,3599,3688
74,131,133,5119,5172
132,134,127,3653,3549
157,66,62,1402,1412
42,149,147,7226,7137
138,58,65,1385,1431
102,152,157,7045,6988
131,131,129,3852,3654
175,97,90,1543,1545
99,131,138,6719,6854
66,138,134,3907,3722
136,71,65,1605,1588
103,107,112,2158,2157
350,38,42,1093,1103
100,113,118,2741,2794
91,129,137,3713,3691
75,131,133,4351,4300
69,136,128,4907,4977
107,109,114,2227,2237
124,137,143,4093,4177
23,171,172,7868,8009
40,154,146,5604,5869
92,116,116,2639,2661
189,114,115,2489,2379
115,126,127,4018,4034
143,67,72,1025,1027
73,139,138,3702,3669
59,172,177,5426,5618
63,128,133,4540,4566
182,50,56,735,719
293,40,35,860,848
110,118,122,3044,3200
180,67,70,1217,1291
47,123,130,3077,3160
134,74,79,1651,1682
61,126,134,3058,3068
144,58,51,1110,1125
72,110,104,1977,1939
149,50,50,664,695
89,125,129,3401,3259
90,116,113,2839,2870
133,57,65,783,821
84,103,102,2044,2043
125,92,94,1728,1715
123,86,80,1767,1783
399,50,54,597,616
93,121,119,3120,3264
174,127,133,2198,2186
82,116,126,3088,3182
148,38,40,739,726
111,87,83,1788,1824
161,51,60,595,574
94,107,122,2055,2135
78,125,125,2366,2340
184,104,110,1121,1135
154,57,60,985,1005
183,54,50,710,738
116,63,65,1104,1130
227,52,47,632,649
515,44,55,453,481
164,72,74,1440,1452
135,43,35,546,549
401,21,28,317,354
318,66,69,500,503
117,62,64,778,758
113,96,102,1135,1175
86,93,97,1852,2039
202,46,49,466,440
553,23,21,522,526
162,29,32,236,310
163,39,39,418,416
194,84,75,713,681
128,79,84,1146,1144
565,57,58,556,543
96,105,106,1657,1646
208,124,134,1301,1331
181,43,43,600,636
160,52,60,681,733
142,79,82,696,779
196,28,30,504,523
64,111,111,1475,1499
375,29,26,423,424
206,63,52,459,429
166,61,55,506,469
403,42,41,837,813
176,33,37,272,284
211,56,59,599,615
338,56,40,565,563
170,56,56,577,541
277,41,42,433,465
475,26,33,286,303
186,45,46,499,503
199,34,37,487,511
409,41,32,362,357
386,27,28,388,278
539,36,34,355,351
568,15,15,211,204
158,42,42,375,387
360,26,27,419,387
191,70,65,514,513
141,82,93,517,556
197,75,78,691,693
112,118,115,1388,1383
155,72,72,428,402
342,18,19,242,260
153,41,38,403,352
483,25,28,289,294
177,55,55,461,478
126,71,73,594,568
207,85,76,664,707
324,43,36,205,235
439,22,24,156,147
145,59,58,510,530
554,17,17,92,119
150,56,44,370,354
546,28,24,208,199
550,28,23,306,261
482,77,74,372,358
397,63,54,253,256
201,38,37,230,242
137,30,33,224,247
500,27,27,221,245
204,48,41,385,386
559,23,14,231,176
80,83,89,805,879
192,39,42,424,455
363,14,13,130,129
295,24,23,180,239
169,43,42,337,381
147,25,21,263,242
530,11,14,134,148
459,11,15,94,101
209,39,33,397,350
172,38,40,302,334
427,13,17,133,136
188,41,40,417,424
178,40,45,357,361
498,11,10,108,106
171,41,44,274,332
364,20,26,150,165
214,18,22,162,179
551,60,57,548,532
226,10,9,86,83
468,9,7,81,133
205,46,50,352,329
531,12,8,91,84
179,31,35,310,319
278,37,34,236,229
310,10,14,136,142
198,30,31,239,246
130,42,38,264,284
548,12,12,78,80
129,37,39,298,312
190,29,30,195,174
517,12,16,79,105
555,11,12,69,115
294,24,28,175,175
165,38,29,286,218
200,43,42,297,313
327,13,10,91,91
540,21,11,99,96
210,41,37,209,146
462,9,11,62,63
243,9,13,97,102
139,14,18,106,138
438,8,8,74,54
225,7,5,49,49
173,30,36,242,266
159,22,22,119,104
152,29,27,168,174
533,5,7,52,54
203,24,23,133,124
151,34,31,206,214
212,37,35,158,167
333,18,16,95,110
449,11,9,117,86
217,23,23,120,118
298,14,13,76,78
519,5,6,102,100
570,35,41,204,205
269,8,6,51,46
353,3,3,42,19
545,21,20,92,121
502,5,5,42,42
557,9,10,58,57
185,64,72,318,310
168,39,39,196,204
470,9,9,81,87
378,11,14,62,53
437,14,13,63,65
195,15,19,110,114
280,8,8,46,49
348,8,8,38,43
469,50,49,162,155
491,11,12,47,51
222,3,5,32,36
413,56,60,237,249
266,9,8,55,52
167,20,18,108,85
244,11,10,45,36
328,9,9,55,44
465,4,3,31,29
213,18,17,76,75
466,17,16,71,56
339,24,28,87,107
417,8,7,55,79
473,25,30,99,143
275,14,20,47,39
146,16,18,97,103
513,4,5,59,55
301,8,12,41,40
261,11,9,45,35
486,7,7,37,37
394,9,9,37,23
268,7,4,27,27
526,12,11,62,60
525,15,14,57,62
421,49,44,115,95
492,6,9,27,35
562,5,6,34,35
314,9,9,49,52
283,4,4,36,36
297,4,8,20,32
382,10,5,59,28
232,12,16,59,74
487,10,12,41,47
334,55,64,153,169
187,29,21,102,102
308,4,4,25,22
406,18,18,83,76
369,9,9,66,68
494,12,13,38,33
127,21,20,79,90
560,12,14,52,60
255,8,5,51,52
489,15,18,68,73
272,3,4,22,19
372,6,6,31,30
460,8,9,25,30
441,12,9,37,40
414,12,16,63,73
566,6,6,24,23
435,2,6,18,17
356,7,8,23,26
325,19,16,71,68
354,6,7,18,33
549,8,7,30,30
300,8,10,24,31
543,6,5,19,22
505,8,7,32,38
224,6,7,27,29
329,8,9,20,28
305,12,9,41,44
496,15,14,52,58
237,5,6,18,26
234,21,19,60,76
384,15,13,40,43
509,5,5,32,23
418,9,13,47,47
410,3,3,17,17
347,12,13,31,38
291,8,5,20,18
260,12,7,29,23
456,12,11,33,37
285,5,3,14,16
516,9,9,37,28
312,10,8,29,27
274,4,4,18,6
396,7,10,34,32
387,8,8,33,31
433,4,5,22,19
544,13,12,50,35
330,13,15,36,38
368,3,3,14,15
398,18,16,51,41
219,11,12,41,38
249,9,8,30,30
254,11,12,25,26
407,5,4,16,16
458,4,2,14,13
493,5,7,22,22
289,13,13,36,32
220,8,6,20,30
446,14,12,24,30
447,20,20,46,43
426,11,14,26,27
563,7,7,17,19
238,6,6,23,22
315,10,9,31,27
393,9,9,29,28
490,15,12,33,42
345,9,11,26,29
358,5,8,17,24
511,7,5,13,21
467,15,18,46,53
248,5,6,20,14
235,7,4,13,16
448,8,7,27,27
508,3,3,13,18
309,5,6,20,12
481,12,12,28,23
477,7,8,27,34
307,8,9,30,31
424,15,15,31,33
349,7,7,20,21
472,6,3,15,15
377,20,19,47,56
252,9,10,22,18
361,3,2,10,8
374,3,4,11,11
231,1,1,8,7
326,12,10,26,24
400,4,2,5,8
429,2,2,8,8
408,3,4,10,8
412,3,4,5,10
499,8,6,25,19
497,2,2,8,5
286,8,8,22,17
331,4,3,15,5
240,4,2,11,4
343,7,10,25,25
541,10,11,23,28
411,5,4,19,17
276,1,1,6,7
239,5,4,9,10
453,6,6,14,15
320,4,7,9,17
523,10,10,20,21
215,7,9,11,17
484,8,13,15,18
450,12,18,24,37
445,7,4,12,7
279,6,4,13,14
404,9,10,21,24
229,3,4,10,12
247,11,9,19,17
567,6,10,9,16
306,12,13,21,22
221,9,7,20,18
362,2,2,6,6
264,6,4,8,9
457,11,10,18,25
522,10,10,22,26
474,8,10,16,17
299,6,5,12,11
415,5,4,11,8
216,10,7,17,15
380,11,8,23,21
218,4,3,5,8
233,4,4,10,10
388,3,1,3,5
236,2,0,6,0
537,13,13,21,20
455,5,6,10,8
379,5,7,11,7
337,14,13,24,21
259,3,3,6,3
514,7,5,11,10
381,8,7,19,16
365,4,3,11,7
351,6,10,13,14
528,1,4,3,8
323,6,11,9,16
290,8,7,15,17
520,6,9,12,13
263,4,2,8,3
371,4,2,7,6
366,4,3,6,5
335,3,6,6,7
352,4,1,4,3
292,4,3,5,6
503,10,4,12,6
542,4,4,6,6
422,7,7,9,9
251,5,4,6,9
367,2,4,4,5
558,1,1,3,3
340,1,3,3,3
547,4,3,6,3
250,1,1,2,3
402,3,2,6,5
317,1,4,3,5
245,2,2,4,5
461,5,7,8,10
273,6,7,7,10
230,1,3,3,4
258,3,2,4,4
228,3,3,4,5
303,6,9,9,11
532,4,5,4,8
313,1,2,3,2
242,7,6,9,8
302,4,2,6,4
241,4,5,5,6
391,5,4,6,5
454,3,3,4,4
392,4,8,7,13
444,4,4,5,5
284,3,4,4,6
332,1,1,2,2
436,3,3,3,4
389,2,1,3,2
535,4,3,5,4
452,3,3,5,5
431,3,5,4,6
419,5,5,7,5
425,3,2,4,3
480,1,2,2,3
501,3,4,4,4
420,4,4,4,5
287,2,1,4,2
485,4,4,4,5
336,4,5,5,7
282,2,1,3,1
432,5,4,7,5
262,2,4,3,4
271,0,1,0,2
527,3,2,3,2
476,4,4,4,4
529,2,2,2,2
434,2,5,2,5
395,1,1,1,1
346,1,2,1,2
507,4,1,4,1
504,1,2,1,2
344,1,1,1,1
478,3,4,3,4
534,3,3,3,3
370,1,2,1,2
538,1,2,1,2
296,3,3,3,3
321,1,1,1,1
524,0,2,0,2
510,2,2,2,2
270,1,1,1,1
430,1,0,1,0
536,1,0,1,0
443,0,1,0,1
281,1,1,1,1
265,2,0,2,0
495,2,1,2,1
355,1,1,1,1
428,1,0,1,0
569,1,1,1,1
253,1,0,1,0
442,1,0,1,0
311,1,1,1,1
257,1,0,1,0
376,1,1,1,1
383,1,1,1,1
464,0,1,0,1
