cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,211,208,39683,39948
120,138,146,13208,13187
7,167,165,34797,35127
6,179,177,33254,33008
98,132,127,11976,12131
5,175,166,35433,35253
104,137,145,15113,14950
11,167,165,17703,17468
15,177,171,25791,25870
17,149,151,24543,24591
14,175,175,27594,27550
16,155,157,18446,18772
28,174,175,14013,14193
35,156,163,11251,11256
3,170,176,21435,21228
12,149,148,18590,18762
10,168,178,23623,23735
101,152,149,11091,11195
105,121,113,3936,4028
13,156,156,20349,20419
50,146,142,10789,10837
2,154,158,21150,21373
58,164,156,17036,16852
33,163,162,24210,24409
57,144,145,10313,10246
97,127,136,8989,8877
46,135,137,9383,9377
26,139,141,10508,10571
8,154,154,12196,12072
114,212,219,14769,14907
119,125,129,3561,3448
18,146,141,11304,11427
106,143,149,9854,9999
54,133,133,5433,5285
27,135,131,5724,5721
30,148,139,9461,9622
81,129,125,6429,6452
48,163,159,12403,12383
51,142,144,7277,7267
38,161,166,5529,5566
9,149,150,9475,9458
31,154,155,14244,14242
19,165,171,8810,8932
4,169,164,17371,17135
41,155,159,10301,10032
193,152,157,4464,4614
109,125,132,8707,8866
20,149,146,16842,16481
21,138,139,9009,8969
122,102,105,4195,4267
1,191,195,12558,12558
25,141,145,8934,8867
121,123,120,9028,8966
83,149,144,3792,3815
70,136,139,7392,7455
37,134,132,9121,9037
24,124,132,6116,6169
56,109,113,2847,2816
32,131,127,6823,6551
88,110,106,1616,1620
53,150,144,6415,6426
47,115,111,2931,2771
63,117,122,2968,2959
85,139,146,2383,2539
118,146,144,3569,3568
29,144,149,6486,6497
60,120,113,2887,2850
156,113,110,1767,1669
44,172,169,5785,5609
68,149,155,2167,2142
140,100,92,1839,1842
76,127,136,3531,3561
108,169,166,4908,4836
87,162,156,3752,3800
43,155,153,3093,3205
95,98,91,1781,1824
22,122,121,3688,3673
65,124,129,1724,1833
77,130,129,2456,2486
67,202,212,4871,4842
390,56,67,850,896
385,108,102,1107,1082
59,147,152,3162,3183
34,146,152,3072,3076
66,126,123,2334,2408
100,89,104,1445,1580
42,138,134,3425,3419
62,98,97,1556,1506
61,121,117,1833,1735
99,122,115,3227,3082
55,118,119,2667,2573
92,92,94,1351,1379
103,109,102,1229,1244
49,133,122,2107,2227
89,115,113,1689,1567
45,148,146,3401,3336
40,151,151,2840,2792
52,136,126,1771,1808
36,117,115,2483,2491
82,118,116,1517,1544
138,35,46,570,608
69,134,132,2062,2090
132,105,119,1380,1478
91,113,115,2083,2101
23,148,148,3750,3903
157,70,72,538,516
93,113,115,1968,2053
111,90,85,758,708
74,129,135,2268,2306
71,153,136,1768,1654
75,113,127,1658,1640
123,88,82,962,888
175,53,51,548,537
131,94,101,863,839
102,134,132,2530,2489
107,91,91,790,837
115,119,118,1681,1720
133,47,56,522,568
154,52,55,527,507
73,132,120,1464,1396
96,89,82,853,753
149,48,49,368,353
72,98,106,731,738
124,127,125,2202,2243
189,102,103,938,894
126,64,78,491,547
94,96,99,895,843
79,124,127,1226,1238
206,71,67,473,423
399,51,55,402,423
515,33,39,266,269
350,31,32,321,306
90,104,111,1109,1044
110,99,99,1052,1044
174,99,116,881,899
86,95,103,904,870
184,93,96,689,677
180,85,74,584,539
171,32,30,100,156
78,111,116,1215,1105
143,48,43,371,363
125,79,70,740,742
188,35,36,223,232
172,24,28,231,240
164,70,80,553,642
146,7,6,95,95
539,18,17,252,225
293,37,39,267,260
134,63,64,492,474
318,46,42,210,221
401,23,31,145,143
183,53,51,385,381
182,27,18,258,248
116,54,53,361,401
117,57,52,520,498
161,59,60,345,342
191,51,52,324,349
113,86,78,677,631
403,13,15,174,168
196,21,21,311,320
505,19,19,104,108
160,65,66,590,655
475,28,38,198,271
325,13,10,99,87
211,63,57,326,306
64,88,89,686,688
150,37,40,265,258
136,53,57,388,364
128,66,68,415,412
84,96,93,715,690
201,31,36,138,199
135,34,34,170,157
483,25,22,151,176
427,11,9,81,80
153,37,32,188,178
142,45,49,374,370
197,64,56,349,328
80,72,77,495,460
129,36,32,180,198
207,100,86,488,472
141,73,70,286,303
144,45,45,365,390
177,52,49,335,350
559,31,28,221,286
192,31,41,185,177
517,12,10,80,68
166,32,35,203,150
181,41,33,308,309
437,8,10,88,88
158,66,52,381,283
173,38,34,221,219
186,48,40,219,251
227,44,45,199,192
208,70,77,278,296
565,45,45,237,236
155,77,75,270,319
170,33,45,241,278
439,11,16,78,94
324,35,30,145,113
271,18,14,117,91
145,39,41,154,140
179,26,23,148,133
219,5,5,64,63
130,36,33,170,152
112,107,102,630,592
375,16,21,140,146
413,44,51,145,163
277,14,12,83,74
163,32,26,142,138
194,38,38,213,211
264,8,6,67,63
404,8,6,52,46
551,59,50,289,256
159,8,9,36,48
213,11,16,100,132
187,19,19,102,74
148,42,41,194,181
360,21,19,141,132
310,27,16,133,110
432,31,37,156,306
