cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,216,204,38492,38556
120,139,143,12124,12044
98,129,129,11550,11673
7,184,179,36296,36203
6,181,183,32303,32396
5,174,176,36316,36412
104,122,131,17291,16992
11,159,157,17740,17857
15,173,169,25161,25447
17,160,158,28558,26974
14,171,175,25118,25050
28,177,176,13778,14096
35,161,159,11241,11286
101,156,150,11848,12002
16,153,144,18934,19070
12,148,153,19009,19481
3,183,195,21980,21903
10,172,187,24452,24502
97,147,147,9601,9620
2,159,165,21656,21770
13,167,153,20802,20865
58,143,150,16848,16929
33,179,169,24450,24253
26,144,150,10902,10701
105,119,123,3475,3487
46,129,131,8847,8734
57,149,150,10022,10080
8,155,153,12438,12815
119,127,127,3437,3509
114,212,212,14654,14657
30,153,152,11380,11625
27,132,135,5623,5702
50,145,147,9812,9617
4,163,169,18662,18863
9,157,162,8747,8852
38,153,149,5852,5653
41,176,174,11314,11038
18,146,143,12406,12472
106,140,138,9542,9513
54,134,128,5138,5167
48,151,149,12102,11989
51,163,148,7783,7793
31,154,156,14133,14378
81,137,134,6577,6761
1,200,193,13107,13353
19,178,170,8979,9152
193,148,152,4679,4742
122,100,104,4614,4625
25,153,147,8938,8735
121,119,120,8235,8310
20,149,154,16424,15876
109,123,130,8100,8156
37,135,142,9517,9612
21,144,143,9033,8761
70,135,133,7422,7491
56,117,110,3193,3120
83,135,137,4098,4120
32,126,124,6623,6577
24,128,131,5584,5647
53,157,161,6524,6324
88,106,110,1723,1737
29,153,157,6625,6601
118,146,150,3680,3646
66,127,135,2312,2515
63,120,124,2560,2518
47,112,115,2249,2295
60,127,128,2920,2921
65,137,130,2696,2782
87,165,178,3980,4061
156,132,138,1806,1743
140,100,97,1949,1956
44,163,169,5408,5343
68,154,148,2640,2613
75,110,117,1996,1958
76,128,125,3715,3814
22,122,125,3641,3641
67,218,209,5655,5697
390,69,67,929,914
95,95,98,1666,1619
42,136,138,4160,4110
34,152,146,3279,3194
108,159,157,4849,4863
43,166,161,3184,3264
61,117,117,1687,1658
385,98,90,975,959
85,140,153,2050,2038
55,114,119,2557,2712
74,131,125,2327,2292
36,120,122,2521,2433
62,112,103,1844,1707
99,116,119,3101,3079
77,126,131,2179,2152
59,149,149,3160,3261
138,50,59,625,644
132,132,124,1874,1822
45,146,146,3357,3420
92,97,95,1595,1541
79,124,129,1552,1531
103,117,113,1407,1326
40,128,128,2583,2739
100,106,99,1388,1532
93,118,116,2334,2361
125,89,89,941,876
157,54,55,557,540
91,139,127,1913,1908
49,129,125,2871,2818
149,33,34,301,288
52,138,140,2012,2058
115,119,118,1629,1623
133,44,43,428,437
189,103,106,1062,1031
124,138,137,2543,2546
123,68,71,912,878
107,112,119,1159,1138
82,115,117,1462,1464
102,132,141,2721,2840
23,144,156,3849,3837
71,146,146,1613,1644
69,131,138,2036,2124
160,69,67,729,631
131,95,88,762,739
175,75,84,515,522
174,120,115,1188,1176
94,106,111,980,902
89,116,119,1584,1565
112,103,101,834,835
181,41,37,453,460
72,97,93,799,760
110,104,102,1152,1110
399,58,60,442,408
90,114,105,1336,1293
143,63,59,448,438
318,42,39,221,231
401,37,25,188,160
386,23,21,221,188
184,101,101,799,817
164,81,70,728,743
96,87,84,910,820
191,63,67,430,403
211,66,66,379,373
80,72,70,631,641
111,95,96,763,777
166,41,42,303,336
515,39,33,310,303
177,49,62,404,448
117,57,58,440,494
134,51,53,413,397
180,101,90,669,602
183,43,39,400,405
553,41,53,276,299
192,38,33,268,246
427,10,12,107,108
154,57,59,504,554
86,122,112,841,881
128,74,65,512,459
64,94,106,884,916
350,23,25,221,222
293,41,41,210,202
73,124,121,1269,1223
206,33,37,250,216
188,36,31,218,166
161,30,32,227,210
116,60,57,450,374
210,44,46,211,243
500,17,19,158,136
182,25,30,218,233
475,24,23,224,206
325,16,9,125,97
227,34,36,248,224
113,70,75,608,638
78,120,118,1049,1011
130,28,35,184,193
126,61,59,384,382
169,37,43,235,215
247,11,11,140,140
264,6,3,65,66
176,27,31,142,136
150,39,38,230,239
539,17,16,169,172
129,28,29,99,135
483,21,26,138,167
324,26,26,114,113
439,11,12,94,101
417,8,9,133,139
135,36,33,184,203
84,99,102,704,744
196,23,25,129,152
207,66,72,371,369
168,25,20,101,107
170,35,35,185,202
208,60,72,306,323
141,53,51,224,205
403,21,15,122,120
565,44,58,258,277
145,40,43,206,200
339,13,14,75,98
254,14,14,62,71
279,5,5,54,42
144,49,53,307,326
147,8,9,87,79
159,16,15,85,80
136,54,54,273,284
551,53,50,295,288
146,14,20,60,82
296,6,6,37,53
173,35,31,217,197
171,33,30,145,148
163,24,26,111,108
158,49,44,253,238
360,14,19,79,97
570,46,44,229,198
142,54,50,264,276
186,44,46,282,277
204,45,47,219,221
153,37,43,195,208
277,18,17,103,109
468,8,7,72,46
195,15,10,95,98
199,28,29,153,160
375,18,20,133,131
505,10,10,54,58
265,5,5,41,37
155,82,88,278,291
214,36,28,146,136
550,23,20,121,127
310,17,15,90,80
559,21,22,73,90
194,37,36,181,193
165,16,16,81,95
190,28,26,96,92
498,8,10,57,66
517,13,11,54,47
533,2,4,33,40
459,12,7,52,50
209,27,26,144,143
162,14,14,72,89
212,78,56,239,169
148,37,34,204,202
413,60,63,178,181
363,12,13,51,51
543,1,2,25,33
334,22,25,69,63
172,28,31,136,183
409,23,25,103,102
213,30,20,113,107
197,63,59,273,296
496,8,8,51,51
295,17,14,76,74
187,23,19,89,103
545,11,11,55,59
244,2,2,32,29
201,25,29,112,134
516,17,13,91,85
202,23,25,95,94
200,20,25,61,82
566,7,4,24,36
137,20,16,90,64
449,8,8,21,52
333,13,12,59,37
151,28,24,72,77
327,7,8,40,38
205,72,59,227,225
347,10,17,49,67
178,46,52,181,182
338,27,28,121,126
342,13,13,57,55
364,12,18,27,54
526,9,7,36,22
179,22,30,97,91
560,10,10,32,20
489,10,12,46,47
269,4,2,23,16
278,24,19,71,61
198,28,31,71,97
185,24,21,59,66
482,49,48,162,122
261,10,7,35,47
557,9,7,27,23
242,13,12,20,34
472,6,3,32,28
508,5,6,40,34
462,3,2,20,14
447,12,18,70,59
368,7,5,32,41
531,5,7,31,28
397,65,65,199,173
393,9,13,34,48
371,1,2,17,16
502,19,19,88,84
229,7,6,27,23
294,13,12,44,41
561,6,4,21,19
372,2,3,23,24
379,2,4,19,18
555,13,7,32,29
452,8,8,32,24
448,9,12,23,44
446,13,11,27,35
530,10,9,27,31
219,12,12,40,40
330,7,7,20,21
481,6,4,7,19
546,12,11,44,45
353,1,2,11,16
152,29,25,89,81
438,6,10,22,32
139,17,20,83,86
234,14,10,37,21
487,9,10,28,30
232,6,9,24,28
519,12,10,37,40
499,2,4,11,23
418,41,53,114,146
349,7,7,24,24
380,6,5,19,17
509,6,6,15,20
377,17,15,42,56
460,8,10,38,34
497,4,4,18,18
308,10,5,21,21
348,7,7,20,20
469,21,21,51,56
167,21,16,59,51
243,9,8,24,20
301,3,3,12,11
435,4,7,16,16
461,3,4,15,16
412,5,7,20,22
406,10,12,30,27
414,5,6,18,23
419,3,3,11,12
450,9,9,22,26
423,3,6,11,17
445,6,5,15,11
217,17,19,46,45
532,9,7,14,27
467,12,13,34,28
441,4,7,22,26
352,5,6,24,22
558,5,7,15,18
408,5,4,14,10
494,5,9,18,17
317,2,1,8,8
240,4,5,19,22
394,6,7,11,23
203,16,22,44,41
226,10,8,18,19
297,8,8,30,32
225,1,3,1,14
127,23,23,62,54
554,12,12,27,30
382,2,4,9,11
251,2,2,7,11
255,4,5,13,10
328,2,3,9,9
433,3,3,11,8
286,5,4,12,13
568,6,2,7,8
260,7,7,16,17
458,5,4,17,17
249,2,3,6,9
378,4,4,16,20
358,8,7,23,16
305,7,6,22,23
398,12,14,21,29
235,4,4,10,9
563,3,4,9,12
298,14,13,21,21
527,8,7,10,13
490,11,8,25,27
434,6,5,19,14
369,6,8,12,14
421,10,7,18,18
312,2,4,9,9
410,9,4,18,14
307,6,6,11,16
302,12,7,18,13
407,9,7,21,15
426,8,5,14,16
541,13,9,29,24
387,6,7,14,13
241,2,3,7,6
309,7,9,10,19
275,10,5,16,7
356,6,4,15,10
535,6,4,15,9
266,4,5,11,8
437,5,8,9,18
485,10,3,16,9
456,5,4,8,8
491,6,7,15,15
299,3,7,6,16
466,17,18,38,34
336,4,5,8,11
549,3,5,5,9
236,0,2,0,6
361,2,2,7,4
351,4,2,9,6
300,4,3,8,9
280,5,4,8,8
478,7,6,14,12
337,14,14,23,23
223,3,3,7,10
248,3,3,10,8
273,10,3,21,6
303,13,13,23,25
567,3,5,8,12
384,10,10,17,14
493,5,4,9,8
345,8,7,15,18
257,3,2,6,5
373,6,7,8,19
429,5,3,9,6
455,6,5,7,10
528,3,1,7,3
474,3,2,5,5
402,3,2,6,4
523,9,7,13,13
486,4,6,9,10
540,9,13,15,16
537,2,2,5,4
220,2,5,6,8
355,1,1,3,4
454,5,6,7,11
259,3,2,6,5
314,5,5,7,9
367,2,3,5,3
290,3,2,6,6
285,8,7,14,11
221,5,4,8,8
354,6,6,6,9
381,3,2,5,4
250,3,5,6,7
346,1,4,3,7
283,1,1,3,3
291,4,4,6,7
237,4,3,6,5
564,1,2,1,4
495,1,1,3,2
326,2,5,4,7
548,5,6,9,8
245,3,3,5,4
216,5,6,8,8
329,4,4,5,8
501,2,1,2,3
484,8,10,12,12
389,2,1,2,3
315,3,3,5,5
525,7,11,9,16
268,1,1,2,3
511,6,5,7,7
513,4,4,5,8
471,4,4,5,6
473,6,5,9,6
320,2,2,4,3
476,1,2,1,4
340,4,3,5,5
442,3,2,4,3
424,3,5,5,8
323,5,7,6,8
457,7,10,10,11
444,3,2,4,3
374,1,2,2,2
453,2,3,3,4
422,2,1,3,2
404,5,4,6,5
534,2,1,3,1
569,1,2,2,2
396,2,1,3,1
443,4,2,6,2
432,6,7,8,9
391,4,3,5,4
343,5,7,5,8
411,2,3,3,3
292,1,2,2,2
477,7,11,8,12
215,4,6,6,6
562,2,3,2,4
370,3,3,4,3
238,1,3,2,3
503,3,4,3,5
284,4,4,5,4
470,4,3,5,3
400,2,2,3,2
316,1,1,1,2
392,4,5,4,6
544,4,5,5,5
518,1,1,1,2
311,2,2,2,2
239,1,0,1,0
506,0,1,0,1
376,2,2,2,2
507,2,0,2,0
524,3,2,3,2
