cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
3,178,179,89885,89899
12,163,171,82054,81747
15,194,190,103268,103918
16,148,157,98193,98866
14,176,183,113569,115490
10,184,191,112161,112901
39,226,224,127598,129145
120,144,141,41870,42724
6,187,195,107061,106630
17,166,171,79557,79933
7,188,190,98162,98314
19,175,175,35931,36152
119,142,153,26104,26389
114,232,230,38885,39618
5,190,192,102870,102980
8,161,161,43311,43310
57,149,160,46554,46999
13,167,171,66177,66300
104,142,146,52630,53076
98,129,136,35517,35504
26,147,147,39003,38940
4,196,196,54371,54767
46,137,153,40433,40418
11,164,166,48469,47877
106,150,148,27924,28178
54,140,135,19496,19774
21,146,149,28081,27986
28,195,189,36418,36198
35,154,153,27845,27788
48,154,157,34719,34784
51,152,153,28114,28183
2,172,171,56475,56437
121,137,134,26183,26500
109,144,137,21809,21832
193,163,163,12257,12355
50,144,145,22100,22504
58,166,164,38580,38589
9,160,158,28148,27536
38,162,156,17198,16575
33,176,185,49266,49137
81,135,134,13819,13854
101,163,157,21631,21799
31,158,170,26646,26945
140,106,107,11070,10975
37,144,144,21935,22056
97,144,147,19586,19535
70,141,136,18886,19026
25,157,153,17912,17719
76,135,134,12495,12455
1,193,198,27074,26216
20,160,168,31967,31629
62,121,130,8465,8346
18,148,148,28748,28653
122,112,97,9901,9905
49,127,132,6928,6700
105,128,136,6354,6413
95,100,106,6635,6564
41,161,169,22567,22655
27,134,134,12546,12988
30,160,156,18307,18559
34,153,162,8708,8585
56,120,120,7758,7590
24,145,139,14598,14004
118,149,158,8986,8838
83,152,156,8914,8784
79,132,132,5473,5376
45,155,153,11923,11797
68,161,162,5997,5975
44,169,175,14960,14687
87,170,178,8826,8901
65,143,142,5155,5039
60,116,120,5870,5673
108,166,168,12177,12045
53,156,157,12176,12496
88,125,120,3815,3728
77,140,139,5660,5609
32,139,131,11412,11639
22,130,134,9681,9602
390,80,82,3794,3833
67,228,239,14387,14321
71,149,156,5604,5474
29,164,161,16366,15717
52,142,143,5002,4980
55,126,131,8340,8051
385,105,102,2705,2667
23,165,165,9591,9554
36,127,131,6021,5853
43,172,165,6700,6429
157,83,77,1629,1623
92,108,103,3289,3301
85,156,153,4939,4933
63,137,141,6881,6910
99,129,133,7889,7764
132,137,129,4335,4354
74,139,139,6149,6208
91,118,130,4246,4283
136,71,77,2122,2100
124,138,132,4694,4735
180,87,75,1967,1893
350,38,35,1338,1345
75,125,125,5038,4945
69,138,140,4684,4560
59,164,169,6678,6268
40,139,143,6013,5726
148,51,46,1482,1468
61,143,144,4287,4361
42,153,150,8316,8252
100,101,101,2751,2664
73,120,130,3759,3734
175,80,85,2009,2019
131,108,100,1883,1870
138,59,60,1275,1302
143,62,58,1403,1376
107,114,119,2478,2413
134,97,92,2588,2560
84,97,113,2338,2234
47,115,118,3755,3528
115,154,156,5004,4954
110,123,121,3490,2953
72,116,125,2402,2448
156,146,154,2475,2492
66,146,143,3923,3739
94,120,127,2999,2921
293,41,35,1088,1096
174,135,136,2588,2519
93,120,119,3752,3733
90,122,121,3323,3291
111,88,93,2420,2415
164,83,89,1587,1561
103,111,106,2640,2536
227,49,41,825,802
149,43,44,712,718
123,82,86,1887,1893
163,45,44,611,608
399,87,89,854,886
133,50,55,909,895
401,37,37,440,435
318,72,53,592,540
161,49,53,697,718
189,117,124,1771,1698
154,69,64,1227,1183
113,85,78,1581,1525
196,35,36,731,739
125,103,109,2044,2063
142,71,72,862,877
144,57,58,1013,960
403,18,19,520,526
89,130,125,2606,2544
102,150,149,4816,4930
64,121,121,1834,1738
116,76,77,1202,1194
82,123,123,2750,2790
170,58,66,735,715
128,85,72,1317,1320
194,59,56,867,847
78,125,117,1876,1753
158,61,53,621,493
197,68,63,790,731
565,53,67,639,677
208,94,93,945,839
183,64,49,654,567
553,22,23,739,736
375,29,27,495,497
409,33,28,534,527
181,44,42,767,733
515,46,54,484,500
135,49,46,540,529
191,62,59,760,671
86,100,106,2198,1987
211,51,46,729,757
199,34,35,529,554
184,85,84,827,822
141,58,50,479,413
182,21,21,264,299
176,43,38,328,319
206,48,44,442,449
188,47,44,463,453
207,84,90,754,740
96,93,94,1211,1173
186,47,36,586,570
178,40,48,534,508
117,67,69,748,771
195,17,16,325,324
145,54,47,606,611
172,32,32,422,414
546,29,26,288,295
550,23,19,309,293
192,50,50,405,383
169,53,55,525,601
147,24,21,232,189
152,38,41,353,346
427,33,38,204,214
129,45,46,446,453
548,24,19,181,170
338,48,42,517,518
126,67,60,601,569
209,34,35,307,346
459,13,8,123,84
503,31,27,142,220
323,21,18,139,50
112,121,114,1433,1259
324,37,34,224,202
439,23,24,192,190
153,41,45,355,343
204,47,52,448,484
342,14,17,177,178
151,30,33,223,223
551,69,74,633,623
437,15,10,109,67
406,21,21,178,125
177,54,49,556,528
294,32,26,306,307
483,26,29,322,319
298,22,31,205,202
