cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
28,161,163,14385,14541
105,119,121,6367,6413
120,130,127,10463,10381
39,202,197,32263,32063
98,123,118,9280,9208
7,166,161,27066,27250
6,170,168,25729,25458
12,157,154,14660,14608
3,188,188,21113,20615
11,152,156,13752,13616
5,154,157,26865,27026
104,131,128,10672,10718
35,146,140,8893,9066
14,165,161,17629,17760
4,153,155,14752,14875
15,160,161,17735,17791
16,138,140,13370,13426
17,144,151,16704,16772
101,139,139,8722,8683
13,156,151,16654,16876
50,138,139,7168,7278
46,130,122,7352,7543
10,160,170,17553,17339
97,125,124,7615,7436
2,158,153,16374,16663
58,148,149,12888,12852
114,215,207,10516,10610
119,105,107,2648,2636
26,134,132,8224,8123
33,148,144,17567,17511
57,125,138,7600,7592
81,126,124,5027,5084
8,142,146,8920,8823
106,141,139,8966,8680
54,122,118,4330,4312
31,157,144,11319,11012
48,151,150,9886,9978
51,136,144,5630,5758
83,142,148,3219,3219
38,146,151,4558,4680
9,136,136,6886,6842
18,138,148,8889,8954
122,104,102,3390,3304
19,153,145,7001,6980
193,156,157,3711,3688
21,129,130,7337,7235
25,138,138,6654,6566
1,178,181,10040,9841
109,125,114,6016,6069
20,143,140,11342,11327
30,144,138,7858,7891
41,157,159,8747,8608
70,124,135,5557,5565
37,136,134,7091,7150
121,116,122,6179,6255
56,95,99,2585,2632
29,149,154,5564,5557
24,126,119,4689,4653
32,117,118,5240,5432
63,126,131,2482,2628
66,105,115,2683,2588
108,156,153,4101,4137
118,140,124,2769,2660
53,138,139,4361,4397
88,100,98,1209,1178
27,126,130,3809,3977
60,111,114,2245,2232
59,147,133,2619,2594
76,122,121,3383,3364
140,102,106,1520,1513
156,121,129,1348,1484
87,158,159,3225,3201
65,121,115,1682,1705
62,105,104,1944,1890
95,96,94,1410,1432
43,149,149,2510,2432
42,131,142,3310,3501
67,198,198,4122,4202
390,74,64,805,794
23,148,144,3453,3408
85,143,133,1889,1868
403,13,13,351,371
115,116,115,1817,1774
34,124,132,2057,2147
