cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
120,125,125,85844,86065
39,191,195,183238,183876
16,132,131,124148,124282
15,149,156,121809,121698
12,119,120,75025,75064
3,154,160,95969,96058
14,152,148,129041,128770
10,138,143,147414,147486
19,120,119,42466,42377
8,112,122,45460,45440
4,144,148,60782,60651
57,117,112,52959,52915
119,100,89,28257,28243
114,210,209,36399,36554
6,150,147,93219,93245
17,135,146,68136,67904
7,150,148,82449,82676
46,109,107,42504,42651
5,141,139,90275,90468
26,101,109,31146,31045
98,89,96,31065,31012
13,142,129,50402,50444
104,107,101,50460,50454
106,120,117,25740,25589
54,109,108,17568,17562
48,127,126,34949,34964
51,125,124,25027,25041
11,124,126,37241,37325
21,112,109,21679,21716
2,144,141,50622,50685
109,111,111,26281,26245
121,99,104,23714,23628
193,107,99,10013,10010
28,137,139,28916,28797
37,108,116,22527,22495
35,117,119,17558,17621
38,107,122,12937,12943
9,117,118,15830,15882
58,131,130,29746,29723
140,54,57,10751,10761
76,113,112,12614,12599
50,125,123,19872,19812
33,132,131,33163,33151
81,98,94,8444,8377
18,111,109,19710,19680
101,127,123,13861,13866
97,106,104,12470,12554
1,129,130,18054,18018
20,114,115,20314,20025
56,81,81,7784,7796
70,91,93,13709,13699
105,79,72,4915,4906
31,106,101,14629,14576
62,82,83,6581,6570
24,100,97,10293,10360
41,117,121,15464,15376
34,116,114,6115,6130
25,114,112,10706,10738
27,99,104,8473,8446
30,112,119,12434,12373
68,124,121,4809,4800
44,138,140,9755,9767
83,105,111,5274,5294
52,92,93,5050,5035
65,101,95,3732,3755
87,131,134,7041,7006
108,121,123,11072,11015
118,106,102,7656,7588
60,85,86,4046,4056
95,71,75,4223,4208
390,45,42,3499,3503
67,177,174,10960,11018
49,92,92,3190,3182
122,65,69,7076,6935
53,127,135,7676,7698
88,74,76,2387,2391
77,103,109,3589,3541
29,105,96,8355,8411
385,48,50,1998,2010
45,123,123,6136,6169
79,122,120,3631,3611
22,93,92,5023,4993
32,96,99,5770,5831
36,91,98,3157,3116
43,130,122,4594,4641
85,94,96,3195,3212
55,91,88,5060,5083
157,40,46,1143,1140
102,119,117,3515,3453
74,103,98,3969,3993
132,81,74,2534,2532
91,85,83,2380,2364
350,24,23,1167,1166
156,64,72,1604,1579
71,105,107,2203,2237
136,41,34,1415,1417
99,101,106,4868,4843
23,127,126,6304,6255
175,42,38,1115,1132
131,79,70,2266,2224
107,78,73,1545,1576
138,27,27,1116,1097
73,91,89,2072,2129
42,114,108,4333,4271
115,87,90,2972,2995
69,107,104,3032,3026
59,111,110,3296,3299
90,81,85,1950,1941
143,33,33,881,892
124,84,85,2040,2066
100,57,56,1216,1218
63,112,111,3425,3447
180,36,37,943,944
75,91,97,2538,2517
134,39,44,1451,1441
40,102,96,2701,2727
92,74,74,1275,1279
182,24,17,406,401
72,74,73,1427,1421
399,32,30,605,586
293,32,29,749,748
78,83,76,1058,1057
189,66,56,940,893
