cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
120,135,136,11053,11102
39,200,194,32354,32233
98,120,125,11011,11170
6,170,178,26129,26100
7,168,168,30132,30250
11,155,156,15669,15599
5,171,173,28420,28437
104,142,139,11261,11233
35,157,152,10245,10284
28,174,164,11315,11258
14,178,172,19934,20172
101,141,147,9901,10055
15,175,168,17612,17743
17,142,151,18027,18324
50,144,148,8766,8651
13,166,167,17487,17604
58,158,152,14470,14479
10,170,170,19911,19952
3,168,166,16491,16606
12,154,152,13662,13713
16,147,151,12922,12953
97,138,136,8508,8555
2,154,158,17977,18208
33,156,158,19611,19561
81,132,127,5376,5302
46,146,144,7597,7538
26,134,140,9323,9299
31,148,144,12486,12474
106,142,149,9016,9038
54,136,133,4796,4818
114,195,203,10992,11103
119,131,131,3107,3121
48,159,161,10558,10564
51,141,146,6698,6944
18,143,143,11020,10877
8,156,157,10966,10803
4,162,163,16317,16330
105,113,113,2730,2797
9,149,149,7662,7539
38,135,135,5372,5156
1,175,181,11675,11572
57,137,143,7863,7892
21,132,133,8256,8133
25,149,141,7957,7997
121,116,116,7329,7310
122,98,106,3626,3584
109,113,117,6631,6594
20,143,144,13434,13409
37,134,133,7631,7735
19,148,151,7740,7862
193,149,154,4191,4213
30,138,134,8225,8148
27,130,132,4267,4276
41,167,159,8664,8663
83,134,133,3376,3310
70,128,127,6489,6431
56,113,107,2366,2436
53,144,141,5777,5665
88,107,105,1642,1615
32,124,124,6061,5980
118,140,136,3334,3331
24,128,127,4605,4706
60,110,115,2653,2600
22,123,130,3745,3620
29,143,139,5577,5534
95,91,88,1630,1650
87,159,155,3297,3431
65,120,129,1943,2002
156,135,121,1549,1552
140,82,97,1495,1501
108,159,156,4186,4250
55,119,115,2815,2858
61,116,127,1783,1806
63,115,117,2099,2107
66,121,122,2497,2308
76,128,126,3462,3399
102,127,128,2490,2562
68,135,143,1906,1854
44,161,161,5207,5185
34,127,131,2841,2767
92,95,96,2421,2488
43,157,158,2746,2788
390,53,51,735,749
67,182,194,4372,4339
385,97,91,940,936
77,137,139,2408,2352
124,123,124,2238,2164
189,108,102,1423,1380
36,119,118,2252,2216
74,131,134,2197,2105
138,50,48,685,721
42,130,133,3295,3262
62,108,103,1533,1463
82,106,110,1188,1215
23,161,161,3447,3484
99,115,122,2822,2850
157,47,50,380,409
100,101,90,1490,1475
115,103,119,1680,1686
85,140,134,1843,1847
