cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
12,161,159,84469,84385
3,179,186,101433,101711
15,185,181,115030,115030
16,148,143,124866,125084
14,164,174,130511,130286
10,193,196,156658,156744
120,136,142,46798,46661
39,207,209,136220,136486
19,166,174,45657,45764
8,153,153,48010,47994
4,182,183,66485,66800
119,133,138,28925,28930
114,214,222,41513,41176
57,152,140,56272,56262
6,193,187,101341,101083
17,175,166,74740,74321
7,182,183,92039,92145
5,193,182,96358,96224
46,146,148,40932,41091
13,165,173,60984,61239
104,140,134,54718,54741
98,131,130,35667,35812
26,136,140,34472,34216
106,158,155,27720,27448
54,136,134,19248,19078
11,172,173,42982,43268
2,167,171,57349,57529
21,138,140,23756,23940
51,144,144,27150,27005
48,151,154,37399,37530
35,168,172,22794,22949
28,180,177,32449,32325
109,136,131,21327,21267
121,129,134,25895,25843
37,142,146,27148,27121
193,158,159,11675,11651
58,162,153,36738,36660
38,172,162,14447,14348
9,141,148,19563,19805
140,108,105,11726,11720
101,141,147,19541,19259
76,138,140,13304,13210
81,139,139,11730,11699
33,166,173,44666,44775
97,136,140,18064,17952
50,151,162,17843,17848
31,158,167,23337,23237
105,128,126,6146,6157
70,143,153,18248,18116
20,155,150,27122,26880
1,187,189,21461,21466
18,144,142,24621,24163
62,106,117,7508,7520
24,135,134,14163,13988
30,150,151,15612,15709
27,141,138,10332,10353
56,125,122,6771,6795
41,167,157,20627,20567
34,158,158,7592,7691
25,156,148,15135,15023
122,105,98,8775,8808
118,141,148,7828,7939
83,159,156,7850,7641
52,127,135,4540,4567
44,166,161,11449,11349
68,153,158,4955,4956
60,121,118,5245,5188
65,135,135,4268,4227
87,175,170,8924,9065
88,123,116,3434,3453
53,151,154,10670,10840
95,94,83,4427,4501
67,228,217,12132,12152
390,78,77,3663,3659
108,174,160,10219,10154
49,134,141,4298,4254
32,136,129,9983,10006
77,138,136,4704,4820
29,165,170,12028,12092
385,108,93,2520,2457
22,132,135,6905,6917
36,117,119,4755,4790
79,135,137,3184,3269
45,148,148,7505,7501
43,157,152,5650,5629
55,123,119,5996,6169
85,150,159,4325,4349
157,71,75,1444,1517
74,133,133,5652,5660
132,108,113,3074,3115
71,149,141,3258,3240
91,129,135,3845,3784
99,125,119,6078,6123
107,113,120,2149,2130
350,40,36,1191,1188
100,103,101,2688,2682
136,80,73,1544,1529
138,52,55,1254,1227
59,160,154,5177,5121
156,168,158,2474,2490
73,134,128,3146,3198
23,161,159,7335,7237
92,106,107,2160,2183
124,131,133,3485,3507
75,132,131,3565,3653
69,151,154,3637,3719
115,128,128,3717,3775
175,85,89,1196,1256
131,94,91,1418,1442
82,132,130,3113,3085
42,159,156,5599,5664
134,63,70,1695,1680
143,54,56,950,983
293,41,42,912,916
61,140,139,2726,2783
66,131,128,3065,3187
63,127,133,4014,4046
90,113,120,2703,2625
149,47,53,635,668
180,71,61,1210,1210
103,97,104,1630,1593
47,111,112,2512,2546
40,138,136,4897,4733
72,107,113,1875,1890
89,125,125,2459,2473
133,52,55,766,777
84,108,108,1842,1861
148,42,38,747,745
399,69,58,748,703
123,92,91,1394,1409
102,157,151,4141,4110
227,45,42,595,589
565,61,61,638,618
64,105,105,1627,1563
93,113,113,2664,2649
78,126,129,2022,2033
174,112,117,1799,1807
515,48,50,582,568
161,50,53,471,515
110,113,122,1995,2098
125,96,99,1733,1745
117,99,83,806,774
189,115,111,1436,1486
135,41,49,537,545
154,63,71,909,919
375,18,23,473,480
318,54,53,370,351
401,24,30,325,328
553,28,27,576,578
163,32,41,432,442
164,66,72,1252,1222
183,50,41,541,544
116,72,77,976,1044
128,79,86,1065,1073
94,117,110,1694,1695
111,92,90,1644,1608
188,35,39,438,381
181,46,46,554,529
206,53,62,343,364
539,20,19,369,365
196,25,34,504,536
403,17,18,364,377
142,54,64,549,542
144,63,57,861,886
113,82,82,997,1030
209,41,38,407,437
459,11,11,160,150
182,35,38,349,348
342,15,16,228,240
409,31,25,378,382
86,95,99,1547,1538
199,53,53,483,487
194,43,60,483,519
158,52,54,613,571
277,41,35,438,454
166,42,49,440,465
171,40,32,292,229
208,94,89,670,661
186,49,46,424,455
211,60,56,570,556
80,81,85,893,890
386,34,41,378,462
96,102,106,1042,1032
112,105,101,1121,1123
202,45,35,263,308
170,47,52,348,358
141,38,44,335,355
412,2,4,94,108
191,49,54,488,479
153,46,41,348,372
160,50,54,462,481
176,37,30,192,187
145,59,62,469,475
184,104,102,757,834
324,34,31,161,170
439,14,14,162,155
531,8,7,118,119
162,21,24,144,173
338,48,38,574,540
178,48,42,308,324
427,9,13,134,127
207,79,80,462,463
192,36,37,227,235
168,30,33,189,210
201,25,27,174,163
200,43,33,302,298
517,19,15,122,131
197,64,62,418,418
353,3,4,57,68
483,25,27,276,263
546,25,29,169,172
550,24,23,226,223
172,29,24,249,239
126,63,63,544,524
475,24,24,187,173
165,25,25,178,170
310,8,10,133,138
213,18,17,142,133
179,27,32,165,216
382,9,9,95,102
297,3,3,60,49
437,13,17,70,80
198,21,26,120,140
204,49,56,310,312
417,10,10,86,67
551,61,60,447,457
203,19,17,86,106
449,9,8,103,81
278,33,32,167,182
177,57,53,355,356
555,27,22,137,138
159,16,19,112,141
155,57,55,263,233
327,11,12,79,78
526,12,11,89,80
364,21,25,103,113
151,31,26,180,172
173,39,33,240,235
150,45,46,280,283
540,15,16,81,83
294,24,20,138,135
139,22,22,145,151
505,6,7,67,82
137,32,22,138,134
360,17,18,99,120
169,37,47,237,215
570,47,38,223,222
295,27,27,150,128
470,8,6,61,54
205,46,45,232,253
130,29,28,239,218
190,28,32,160,186
147,14,11,72,94
557,17,11,77,68
545,20,21,86,83
554,17,20,113,67
489,11,10,78,70
469,64,56,173,183
348,8,8,46,45
243,12,13,117,116
152,34,28,163,151
127,15,16,89,76
468,11,13,90,78
519,6,11,85,91
333,15,14,59,70
559,27,24,116,97
530,16,13,93,86
500,20,18,79,120
252,11,8,53,27
462,10,7,38,38
533,4,4,35,37
410,5,6,36,39
187,20,23,105,85
548,12,20,65,67
129,35,34,186,186
167,19,15,90,84
248,6,4,40,33
298,15,14,65,65
461,8,6,38,36
529,16,24,66,76
482,42,48,130,138
185,54,51,220,246
210,38,38,184,174
509,6,5,35,33
421,26,30,73,71
339,13,20,49,88
396,17,19,70,73
456,19,17,51,57
195,13,17,61,60
413,66,59,182,173
224,6,8,32,31
508,3,4,41,45
491,12,9,38,36
426,15,15,47,46
445,4,5,25,13
215,5,7,31,32
351,1,5,21,25
414,6,7,40,40
363,15,18,65,75
214,25,27,116,118
212,37,32,149,106
494,16,13,46,44
406,23,20,87,75
441,9,9,31,31
283,5,7,33,34
345,2,7,27,30
272,4,4,22,15
446,12,7,38,21
334,36,34,101,101
217,24,21,86,57
268,4,3,20,20
254,14,20,35,62
279,5,7,30,38
377,18,20,54,56
481,5,9,22,21
325,8,11,32,31
418,13,14,38,36
369,8,8,41,41
460,11,12,41,40
216,20,18,50,47
244,6,8,21,26
496,18,13,55,44
466,17,15,45,54
146,10,6,37,29
525,12,13,36,36
516,6,6,27,27
378,6,5,37,33
275,17,17,46,41
560,12,10,33,35
397,59,42,144,117
301,5,3,19,14
407,12,5,31,20
232,7,6,33,33
237,5,5,22,30
371,4,4,10,18
222,1,1,14,14
513,5,4,29,23
