cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
12,156,153,87131,87359
3,180,177,105295,105538
16,154,149,133526,133270
15,166,174,125163,124589
10,171,181,159907,160360
14,183,179,138562,138726
39,221,216,136404,137134
120,141,146,46994,47177
19,172,165,44464,44561
8,161,159,48342,48333
4,189,185,66483,66672
6,191,197,107521,107304
17,163,174,81064,80530
119,134,143,30615,30626
114,223,223,41427,41671
57,146,144,57564,57555
7,184,173,92904,92476
5,186,185,102601,102931
46,144,139,42483,42550
13,167,163,61469,61253
104,141,143,57342,57336
26,134,140,36220,36155
98,130,137,36585,36350
106,147,136,28949,28890
54,138,143,19276,19237
11,172,171,42650,42700
21,131,131,24901,24941
2,162,171,58814,59012
48,152,163,36985,36843
51,141,144,27534,27426
28,185,181,31356,31252
35,156,154,22881,22729
109,137,137,21262,21175
121,123,132,26044,25915
37,144,149,26976,27460
193,157,166,11182,11252
58,160,156,36710,36737
9,151,151,20288,20338
38,170,162,15150,15206
140,102,111,11806,11892
76,130,127,12919,12913
33,182,174,44530,44309
81,135,131,10689,10845
101,150,144,18531,18420
50,156,152,16200,16290
97,143,143,17256,17223
31,163,160,22483,22391
1,186,190,22581,22045
70,144,140,18161,18232
20,151,151,25792,26007
62,106,112,7708,7777
18,146,137,23386,23129
25,142,141,14634,14967
41,167,166,20201,19984
34,158,165,8070,8135
24,151,134,12836,12796
27,134,137,10635,10636
30,149,143,14793,14775
56,117,117,6925,6886
105,129,115,5177,5115
122,105,97,8597,8596
118,139,140,8000,7974
68,151,162,5131,5226
44,164,164,12310,12180
83,152,163,6772,7048
52,131,138,4835,4835
87,177,175,8017,8063
65,131,127,4231,4300
60,121,121,5265,5446
95,95,95,4690,4683
108,173,162,10238,10336
49,139,142,4149,4117
67,230,214,12247,12120
390,78,77,3537,3514
88,122,120,3208,3216
53,146,148,9574,9476
32,131,126,9320,9069
77,135,130,4490,4438
385,112,96,2785,2760
29,162,154,11755,11777
22,131,128,6872,7108
43,170,170,5802,5716
79,127,127,3428,3461
45,142,146,8355,8314
36,126,123,4372,4448
85,165,156,4285,4430
157,71,71,1442,1461
55,129,115,6037,5988
71,144,137,3525,3510
74,138,134,5259,5166
132,107,111,3117,3171
136,57,51,1640,1635
99,118,125,5889,6079
91,116,120,3397,3423
107,113,112,2217,2135
350,40,42,1262,1268
124,130,135,3738,3715
23,164,159,7135,7241
138,51,61,1247,1295
92,103,116,2193,2154
131,92,103,1495,1542
175,84,85,1283,1263
143,57,61,1211,1173
156,138,121,2074,1962
180,56,64,1358,1365
100,109,113,2254,2364
69,138,151,3669,3695
73,122,134,2766,2804
59,169,166,4965,4974
42,147,140,5880,5854
75,114,121,3626,3567
63,123,131,4305,4237
134,66,68,1784,1777
115,127,125,3902,3858
40,129,136,4252,4345
86,95,95,2160,2073
103,95,92,1797,1681
90,114,114,2735,2731
111,88,81,1692,1695
93,116,119,2836,2837
110,108,124,2167,2101
293,36,34,885,882
72,107,110,1795,1831
123,79,84,1803,1825
148,29,33,772,795
47,114,116,2566,2643
66,137,144,2553,2628
61,122,125,2674,2726
84,110,100,1782,1687
399,97,78,724,686
227,38,44,588,588
189,113,97,1400,1275
565,60,63,621,625
133,56,61,678,695
102,140,138,3885,3796
89,123,121,2256,2236
181,38,40,699,729
174,118,108,2077,2068
149,49,48,520,533
