cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,209,211,44230,44336
120,134,146,14395,14571
98,129,124,13071,12982
11,163,160,21772,21858
7,162,167,38932,38834
6,171,174,35935,35989
5,173,171,40673,40533
104,128,117,14685,14708
14,179,181,27705,27620
28,175,185,16523,16687
35,160,157,14097,14212
101,151,152,12136,12212
2,158,158,24973,24998
3,192,188,21753,21946
12,159,158,19910,19923
17,155,156,22681,22737
15,164,167,22250,22348
16,154,153,19140,19192
97,131,129,10502,10484
10,168,167,24653,24975
33,159,157,26150,25970
46,135,142,11085,11082
105,114,117,3675,3722
26,134,138,11987,12057
58,158,157,17641,17667
119,125,130,3534,3587
114,215,212,15757,15721
1,191,193,16075,15926
4,179,179,21866,21770
13,167,161,21580,21519
50,146,145,10052,9984
18,157,145,14452,14281
8,152,147,12638,12689
57,127,128,9179,9259
9,148,150,9581,9469
38,149,138,6403,6322
21,135,140,12702,12435
121,129,117,9219,9233
31,146,140,15659,15688
51,156,159,8246,8398
48,159,156,13549,13484
106,141,145,11074,11168
54,132,126,6281,6254
81,127,141,7097,7059
122,110,113,4685,4589
20,150,150,18495,18440
41,151,154,10842,10842
30,148,149,11303,11329
32,128,124,8688,8790
189,100,97,2053,2109
124,129,125,3896,3929
193,146,157,5145,5120
109,118,125,8288,8261
19,173,165,10597,10402
25,148,153,9892,9921
37,138,138,11723,11677
27,124,122,5261,5225
29,141,143,7548,7456
83,141,141,3800,3885
53,155,148,7621,7532
88,105,102,1866,1807
56,131,138,3218,3202
70,138,128,7630,7666
118,144,150,4232,4218
24,135,136,6449,6523
55,107,110,4198,4110
156,128,134,1984,2011
63,124,119,2362,2421
66,119,124,2725,2675
60,117,119,3370,3345
140,89,89,2039,2035
108,150,155,5968,5997
22,117,126,4363,4482
144,54,54,933,941
172,32,36,739,696
76,122,126,3771,3831
85,142,143,2417,2626
95,92,95,1901,1870
87,154,157,4316,4290
390,69,64,949,928
67,209,207,5730,5737
68,138,136,2301,2326
44,162,161,6106,6154
132,98,103,1529,1481
65,128,129,2355,2284
43,173,171,4130,4182
100,101,93,1944,1917
34,143,141,3020,2966
77,123,133,2474,2691
84,98,104,1421,1513
40,130,131,3069,3074
73,128,131,1889,1961
42,130,136,4393,4314
385,99,89,1099,1071
99,110,115,3239,3245
91,119,120,2257,2252
69,136,133,2834,2784
36,124,121,2858,2899
49,115,112,2308,2331
117,72,69,1317,1237
90,104,105,1498,1432
45,153,148,3891,3983
82,109,109,1949,1919
96,88,90,1184,1208
62,100,103,2063,1989
174,110,107,1369,1383
138,50,51,714,732
110,101,94,1501,1472
23,165,168,4851,4748
75,135,135,2078,2075
115,122,117,2095,2098
175,68,70,597,594
131,99,97,953,942
157,59,49,735,752
89,129,130,2080,2148
149,29,33,371,360
59,150,145,2536,2543
92,97,93,1831,1809
102,137,134,3330,3333
71,129,134,1648,1690
61,134,134,2031,2019
79,135,127,1572,1482
161,40,36,342,347
93,121,111,2234,2150
74,130,133,2407,2400
52,119,122,1876,1929
86,86,90,1126,987
78,101,99,1125,1076
133,44,51,594,634
160,51,50,649,659
123,88,78,1177,1159
47,108,109,1713,1770
318,58,61,345,375
401,32,41,246,276
113,81,84,1015,1020
211,39,34,337,343
154,54,52,609,595
206,73,82,457,489
515,28,29,461,458
103,95,81,906,884
130,24,27,270,280
107,103,104,1123,1184
164,61,56,591,592
134,78,84,687,723
559,21,21,222,200
399,61,68,517,560
126,64,69,482,468
143,47,43,413,398
350,26,26,325,324
182,18,21,265,258
293,34,36,282,269
183,49,53,402,392
448,9,12,107,148
386,33,33,425,373
64,96,96,1092,1056
150,37,38,283,311
294,16,14,129,124
475,29,31,328,319
325,23,20,167,165
204,51,59,329,333
338,31,29,198,189
116,39,53,351,379
181,37,34,354,355
188,32,28,269,206
207,57,58,430,425
197,61,59,504,492
112,92,90,774,765
208,81,92,587,612
398,18,18,113,122
