cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,209,205,35876,36108
120,136,131,12124,12211
98,129,125,11216,11097
7,161,162,32116,32063
11,162,160,17248,17527
6,168,176,28541,28977
104,128,129,12061,12186
5,171,177,32325,32170
14,164,171,22152,21972
28,175,170,11506,11476
35,159,150,9960,9778
15,169,172,19873,19688
17,159,153,20313,20259
101,141,149,10716,10718
16,144,144,15435,15560
3,175,174,18429,18607
12,149,157,15411,15618
10,162,159,21537,21771
2,151,158,19871,19944
97,130,131,9422,9227
58,153,154,15381,15442
46,133,139,8438,8447
13,163,167,17713,17504
50,146,154,9644,9612
26,150,145,9921,9876
8,148,150,10855,10977
33,165,170,20741,20737
57,148,146,9076,8941
119,115,118,2967,2987
114,204,211,12244,12289
106,144,144,9988,9856
54,131,132,5315,5122
48,146,147,10640,11061
51,151,158,6935,7043
31,154,147,13837,13988
18,146,146,11321,10931
4,158,166,16601,16330
81,131,125,5761,5745
105,114,111,2531,2513
25,149,151,8452,8531
38,141,144,5313,5295
9,139,144,8668,8702
193,146,148,4273,4286
19,154,153,8035,7895
121,119,119,7900,7844
21,142,129,8357,8186
109,128,115,6917,6978
41,161,162,9904,10040
30,137,134,9360,9182
122,99,98,3402,3338
20,138,141,14308,14519
1,181,189,12331,12234
27,136,141,4556,4651
37,136,136,8075,8184
83,132,129,3211,3172
70,125,125,7170,6998
56,112,106,2386,2285
24,128,125,5371,5313
118,145,135,3186,3201
32,127,127,5842,5971
88,111,105,1517,1527
53,149,148,6287,6215
29,161,160,5781,5865
60,110,111,2765,2780
22,126,118,3808,3756
87,164,150,3615,3684
65,121,124,2303,2258
82,112,111,1791,1865
61,113,119,1689,1774
108,159,149,4364,4357
76,125,124,3489,3414
95,89,86,1584,1604
156,115,120,1303,1323
44,159,162,4950,4863
68,132,132,1979,1979
42,131,138,3807,3719
66,125,119,2292,2234
63,123,121,2378,2338
140,87,91,1411,1449
390,64,64,818,850
67,209,195,4780,4676
34,134,139,3156,3091
99,125,120,3188,3069
77,125,124,2199,2272
86,90,85,1271,1186
385,107,103,1211,1153
43,149,143,2597,2517
124,118,120,2336,2296
189,102,105,1619,1537
45,137,135,3129,3188
62,101,104,1452,1460
92,86,88,1360,1407
85,138,142,2099,2097
181,31,38,616,629
23,143,139,3607,3735
36,115,114,2586,2632
115,120,120,1974,1938
100,104,107,1324,1357
55,116,123,2425,2544
102,129,131,2203,2305
91,115,120,1931,1956
123,71,67,880,923
183,50,46,546,534
399,38,43,519,524
133,48,45,452,426
78,104,111,1090,1171
110,95,102,1202,1142
73,133,123,1551,1604
103,79,77,757,744
89,123,123,1768,1813
49,100,110,1505,1496
47,116,116,2005,1845
52,131,125,1824,1805
74,118,121,1841,1912
157,45,56,359,384
40,140,137,2749,2647
90,101,106,1130,1135
59,140,149,2562,2599
75,121,126,2020,2094
180,62,56,485,360
174,117,108,1050,994
69,127,129,1788,1784
360,12,16,195,219
336,18,15,246,207
175,64,64,450,436
131,96,93,660,633
161,34,28,245,239
64,92,84,950,911
79,138,147,1386,1455
138,41,42,463,465
143,44,45,362,382
132,115,103,1160,1103
130,22,23,246,245
94,98,105,794,844
84,85,86,736,779
113,62,68,537,554
149,23,29,240,257
107,103,108,803,824
350,32,33,356,342
71,122,122,1469,1321
172,23,31,229,247
160,54,50,405,377
116,56,47,518,444
248,5,5,115,130
96,91,87,895,886
206,37,34,297,300
475,33,34,254,345
570,33,36,191,151
150,35,32,349,324
111,99,94,653,630
437,8,8,99,108
93,102,113,1433,1422
401,37,32,184,158
318,24,28,173,165
126,85,85,458,470
72,103,102,631,637
154,45,49,443,468
182,30,31,194,206
117,60,62,620,678
515,36,32,270,274
184,77,83,584,626
125,71,71,531,543
142,43,50,406,463
144,38,45,344,354
211,91,73,535,511
213,16,15,121,135
171,25,25,138,108
146,8,8,102,125
505,6,6,98,90
80,86,86,624,595
207,61,62,389,386
164,62,47,515,510
293,25,23,271,245
188,22,23,235,259
202,33,58,199,290
433,5,6,92,80
134,59,56,444,466
482,45,46,232,227
185,32,28,189,155
427,12,17,96,96
487,9,12,89,91
403,30,40,185,194
530,10,11,98,90
502,4,9,29,77
273,27,23,182,138
128,70,70,443,443
448,7,5,71,26
179,27,28,214,205
519,14,10,87,84
375,29,39,257,266
112,94,84,554,527
227,42,43,205,212
191,62,68,271,320
214,28,26,144,139
197,54,62,285,335
439,9,11,73,87
324,35,35,125,126
148,31,25,201,184
565,50,50,209,208
567,8,5,64,52
135,27,29,169,159
192,28,28,150,144
136,46,50,282,266
145,59,53,274,281
550,21,14,126,104
466,13,14,86,114
363,11,15,66,77
209,22,19,120,116
459,8,8,56,48
516,11,9,71,70
196,21,17,129,135
153,33,40,187,186
539,15,13,156,139
200,22,29,95,138
141,64,47,266,218
155,56,56,220,205
199,33,30,169,184
176,20,23,75,81
551,38,39,149,161
170,33,37,122,131
177,33,39,187,173
186,35,32,229,222
483,25,25,148,148
194,37,37,175,185
151,33,27,130,131
203,19,16,67,64
445,3,3,39,39
500,15,18,100,121
195,11,13,46,60
208,91,91,346,359
190,21,17,99,92
498,6,4,46,45
173,29,30,186,167
204,38,38,168,154
342,12,9,57,56
469,20,28,85,87
169,32,28,152,156
339,17,17,38,68
295,17,17,62,67
408,5,6,66,75
