cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
3,183,187,108442,108856
12,153,161,94806,94829
16,158,155,133655,134363
15,168,174,129482,129284
14,178,168,141977,142850
10,184,188,154709,156031
39,228,220,139917,140397
120,139,144,47418,48114
19,179,174,41971,42099
6,197,189,113628,113765
17,170,177,86809,86507
8,155,157,49657,49687
119,145,143,30740,30913
114,226,235,44007,44559
4,186,192,67688,68520
57,149,151,56553,57007
7,181,191,103591,103664
5,181,188,113343,113449
104,151,149,60941,61011
13,172,171,66196,66546
98,127,130,37748,37874
46,144,164,43938,44046
26,140,141,39420,39183
11,172,170,48406,48268
106,145,149,31454,31385
54,136,143,20748,20966
2,172,166,63772,64080
121,138,139,30873,31009
109,144,139,24692,24629
21,144,140,27979,27917
48,165,167,38079,38031
51,155,149,32066,32437
28,193,189,35593,35323
35,152,154,27260,26957
193,168,168,12373,12494
37,141,141,25778,27056
58,162,168,38737,38753
38,175,177,17278,17173
9,149,143,26477,26624
140,119,103,11868,11833
33,195,181,50192,49741
81,137,140,12288,12419
76,129,129,13925,13855
101,163,154,20898,20845
31,167,166,24986,25041
62,116,113,9554,9514
50,152,153,18807,18832
97,145,139,18921,18791
70,137,134,19526,19613
20,159,154,31485,30626
1,193,188,27866,25841
25,148,147,17282,17268
18,153,145,28350,28462
41,166,163,22740,22749
34,156,151,10231,10258
27,145,140,13164,13060
30,148,148,18098,17843
24,148,144,14663,14381
105,122,128,5959,5868
56,118,126,8025,7872
122,111,106,9405,9251
95,99,91,5913,5905
118,148,135,8818,8814
87,175,171,9007,9155
65,144,136,5274,5329
68,158,164,5830,5847
44,169,178,14734,14462
79,146,136,5411,5371
45,154,143,11525,11308
83,151,154,7784,7862
49,136,142,5633,5309
52,136,135,5425,5330
108,183,164,12179,11905
60,132,130,5303,5236
77,144,142,5393,5406
88,122,128,3649,3647
53,156,146,11803,11564
67,245,228,13825,13688
390,83,91,3859,3867
22,139,137,9176,9008
32,128,127,10704,11063
71,146,148,4849,4811
36,123,124,5799,5595
29,172,174,16128,15881
385,98,101,2956,2920
43,161,161,6338,6399
75,123,126,5540,5353
55,127,122,7344,7269
85,156,161,4985,4898
23,169,181,9691,9635
157,73,68,1551,1443
74,136,140,6019,6047
132,119,125,4508,4433
136,76,58,2237,2163
99,125,135,7518,7489
124,136,133,4530,4458
63,133,130,6317,6297
91,119,127,3965,3914
350,43,46,1356,1386
92,99,107,2534,2442
180,58,69,1709,1732
42,145,143,8152,8097
59,172,170,6504,6437
107,109,107,2489,2522
69,135,136,4425,4409
175,82,84,1799,1837
131,105,104,1825,1815
156,147,161,2504,2499
110,120,111,3768,2822
143,66,62,1503,1467
134,79,85,2437,2488
115,138,140,4907,4841
47,118,111,3266,3278
138,58,52,1236,1250
100,107,110,2586,2516
40,137,133,5510,5352
73,129,129,3446,3527
148,37,36,1107,1067
61,125,134,3554,3467
94,128,128,3106,2997
111,85,89,2577,2579
93,118,115,3598,3676
164,75,81,1690,1730
84,108,108,2254,2125
72,117,126,2409,2458
66,145,146,3637,3536
123,86,93,2137,2018
90,111,115,3214,3170
154,55,57,1252,1238
149,48,52,677,692
293,44,41,948,933
163,44,40,607,601
133,63,56,863,864
174,133,135,2374,2416
82,126,132,2939,2988
399,99,97,918,895
86,103,109,2448,2361
565,57,55,704,693
116,61,65,1137,1179
128,79,86,1741,1733
194,57,56,875,864
227,53,56,731,721
103,113,114,2298,2315
161,62,54,654,644
144,52,62,1016,1088
142,60,63,853,769
196,41,37,743,730
170,58,61,750,735
189,123,124,1537,1460
318,55,51,461,464
401,28,25,362,341
89,118,122,2490,2614
102,150,149,4519,4493
78,126,117,1849,1786
125,103,99,2059,2073
553,28,22,672,681
183,54,61,596,633
135,39,40,654,630
181,40,45,805,866
64,104,98,1577,1584
403,24,19,487,484
197,76,79,783,763
515,59,55,499,470
113,89,93,1208,1262
375,23,23,455,446
206,69,63,453,386
182,30,26,342,339
117,73,70,862,802
199,36,44,530,528
141,60,67,396,401
188,40,39,440,461
176,47,37,308,285
207,83,92,800,793
179,25,26,226,274
409,33,34,362,354
160,60,59,491,573
342,17,19,231,233
191,61,51,494,489
208,93,91,796,741
184,102,105,911,904
172,37,29,460,496
211,55,49,674,666
186,63,68,603,631
192,46,49,384,358
204,56,60,433,436
129,54,47,470,471
548,20,23,186,183
158,50,38,382,319
178,48,53,442,427
539,18,16,398,390
96,100,104,1146,1150
152,33,34,276,265
427,22,20,181,171
439,14,15,153,164
324,48,47,219,226
145,63,54,530,510
294,34,25,321,318
483,27,22,272,311
195,13,16,229,246
177,55,50,493,481
150,38,40,427,398
126,55,57,514,540
418,16,16,119,126
500,20,20,224,160
503,38,47,173,300
338,43,51,343,347
546,41,42,235,226
550,17,24,258,293
153,39,35,326,324
386,31,22,212,110
169,40,37,398,411
210,32,43,170,172
112,114,119,1091,1091
166,41,49,437,418
327,14,11,139,138
139,17,22,145,149
530,18,17,144,150
551,60,59,487,487
353,1,2,66,62
278,28,25,140,190
173,31,32,260,274
80,82,85,704,694
310,15,21,149,151
198,20,27,118,109
268,8,8,60,63
151,34,29,173,179
137,22,24,153,155
570,58,55,264,258
