cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,205,203,41607,41768
120,128,131,13536,13539
98,125,128,12698,12637
7,171,164,35484,35678
11,154,152,18806,18713
6,177,184,33865,33724
5,174,171,38228,38030
104,135,131,14116,14237
35,169,167,13012,13157
28,174,173,15142,15180
14,168,173,23801,23745
101,148,147,11742,11598
15,180,180,21652,21840
17,158,154,21904,21961
3,174,171,19588,19577
12,152,152,18728,18782
33,152,149,22833,22880
97,125,126,11317,11180
10,175,177,23422,23386
2,166,175,22805,22846
58,146,144,17332,17212
16,150,152,16483,16489
26,128,129,11268,11283
13,168,159,20396,20446
50,150,150,9219,9367
8,149,153,12163,12081
46,133,127,9703,9731
119,131,127,3426,3431
114,213,219,14716,14648
105,111,122,3324,3353
81,126,122,6797,6690
31,153,150,15806,15816
57,139,143,9472,9605
21,138,139,11595,11215
38,145,144,6099,6129
9,176,170,9822,9851
4,161,167,18682,18881
106,143,143,11488,11475
54,136,128,5612,5614
1,193,194,14388,14320
48,163,151,11903,12023
51,155,160,7969,7805
41,165,164,10320,10283
19,164,162,8974,8796
20,149,145,16142,16220
121,120,123,8441,8309
18,148,144,12576,12426
122,105,103,4454,4346
109,122,124,8507,8523
193,152,156,4823,4897
25,147,149,8867,8729
37,135,136,9505,9390
88,106,105,2010,2048
53,148,147,7356,7283
30,151,158,11003,10975
70,136,135,7215,7323
56,113,120,2958,2995
83,143,146,4183,4285
32,121,116,7144,7405
29,161,153,6599,6613
118,142,150,4006,4029
60,123,118,3365,3332
24,132,135,6036,6072
66,129,129,2348,2447
63,118,116,2743,2567
156,119,116,1853,1816
27,123,122,4391,4393
67,208,202,5433,5387
390,54,58,1023,1039
108,158,166,5290,5358
140,93,92,1855,1843
82,114,110,1685,1655
95,92,96,1792,1822
76,125,126,3763,3837
44,156,160,5789,5810
68,137,141,2255,2131
65,137,132,2373,2377
87,175,175,3751,3770
77,129,134,2381,2415
22,124,130,4108,4173
43,177,164,3394,3427
61,124,125,1749,1762
69,130,129,2716,2775
100,104,107,1597,1692
99,110,115,3465,3417
385,107,110,1119,1099
94,110,111,1199,1212
34,153,156,2844,2865
80,85,92,1133,1152
42,130,137,4069,4128
23,148,150,4361,4377
45,156,157,3891,3873
40,134,132,3374,3359
124,128,128,2315,2290
189,92,106,1275,1238
36,115,116,2576,2537
62,109,101,1789,1767
117,58,67,1064,1064
110,104,103,1702,1668
49,115,125,1975,1923
197,86,78,792,718
138,60,54,789,757
93,119,117,2395,2333
85,148,144,2208,2245
55,116,123,2857,2851
160,52,66,735,768
75,125,119,2186,2258
157,41,39,589,625
52,131,128,2254,2378
91,123,126,1901,1870
115,117,108,1894,1842
92,108,101,1733,1745
74,129,126,2289,2254
59,158,151,2691,2684
174,101,102,1287,1320
71,134,132,1728,1763
111,91,94,1101,1059
47,116,111,1816,1860
131,100,97,857,835
175,70,69,489,499
78,117,125,1479,1528
149,45,44,393,399
84,108,106,1018,1006
161,48,41,383,391
147,20,22,285,287
169,47,52,321,297
102,140,130,2619,2584
399,69,70,589,601
73,114,121,1586,1579
183,57,49,397,438
103,85,86,912,936
206,59,65,409,478
181,41,45,392,411
90,108,103,1184,1143
79,130,134,1570,1584
132,110,103,1319,1276
133,57,49,490,472
143,81,74,476,435
211,49,47,353,341
123,82,81,1030,1016
318,40,44,242,239
401,47,52,251,262
125,78,88,906,909
107,105,114,1078,1002
293,36,37,325,307
350,26,28,322,309
116,49,57,503,536
64,95,85,1012,952
72,106,106,1033,1017
363,18,27,75,219
130,30,27,296,254
113,73,78,693,703
515,29,33,313,328
134,70,72,572,549
89,120,131,1975,1903
202,27,28,279,263
164,80,62,717,697
459,9,12,114,130
209,33,28,297,289
86,85,85,807,836
184,87,87,638,686
192,40,34,272,300
126,79,80,508,471
144,57,52,574,574
565,43,46,394,398
154,53,53,464,485
334,39,40,174,193
466,14,15,127,134
112,103,102,771,789
128,69,66,417,415
207,76,78,417,447
324,50,45,273,279
439,13,14,160,159
191,41,47,288,289
96,91,95,919,976
135,38,37,168,162
129,40,31,174,149
145,61,56,432,382
188,22,22,168,178
162,20,22,130,135
227,44,33,204,191
201,24,27,134,124
277,17,17,146,158
136,42,44,314,311
483,17,16,132,136
210,34,40,183,225
195,22,21,194,168
208,93,91,501,470
182,24,24,277,286
505,15,11,110,101
551,58,64,299,314
159,24,18,99,102
141,59,56,275,279
375,25,19,142,139
148,32,36,221,251
496,11,13,105,118
180,45,52,282,320
196,28,28,210,213
155,55,52,250,241
427,8,9,71,67
177,45,54,228,244
212,25,24,143,142
153,37,37,206,206
342,15,19,86,101
378,16,18,131,81
217,16,18,109,117
173,28,31,157,172
443,5,6,57,46
142,57,59,285,291
205,83,75,416,391
550,15,11,69,85
158,36,42,202,213
186,47,44,327,303
498,8,7,79,77
539,20,18,140,150
150,47,39,212,183
294,16,14,74,67
472,3,5,45,48
178,53,61,268,273
170,34,40,212,214
338,26,31,153,160
172,28,41,156,165
248,3,4,40,40
403,14,12,78,80
199,29,32,200,211
559,22,19,79,111
499,4,8,34,51
360,27,23,163,122
204,38,43,214,230
553,27,26,200,195
190,41,28,185,166
310,15,12,89,87
139,19,15,119,121
194,35,28,175,166
325,15,15,119,91
475,17,15,83,87
176,22,23,76,73
409,23,22,108,117
441,3,2,34,33
151,32,25,154,149
519,9,12,59,73
163,27,30,132,133
214,25,26,95,100
388,2,3,40,38
530,16,18,69,67
482,74,80,323,274
398,17,17,63,64
203,23,22,82,77
421,5,7,32,26
414,8,10,36,40
179,31,30,120,136
