cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,206,202,40917,41055
120,133,138,13290,13477
98,126,125,12124,12029
7,167,164,35856,35932
11,157,159,20214,20071
104,133,132,14281,14380
5,174,169,38580,38053
6,178,177,32434,32369
28,163,171,14612,14628
35,149,151,12594,12632
101,145,146,11276,11292
14,170,157,24763,24839
15,174,172,21271,21264
17,147,145,21309,21497
3,170,176,19612,19676
12,153,154,18242,18241
2,170,162,21730,21995
97,127,130,10025,10162
10,168,169,22917,22903
16,147,145,16713,16663
33,157,147,22530,22468
58,146,146,16938,16716
46,124,123,9597,9584
119,119,115,3385,3434
114,214,212,14289,14248
26,127,133,11099,11227
105,114,117,3155,3104
50,156,152,8901,8926
13,164,159,19868,19859
8,146,154,11619,11685
57,138,133,8839,8858
21,139,144,11847,11765
106,137,140,11671,11638
54,127,125,5804,5819
38,144,146,6260,6295
9,141,140,9734,9552
31,143,140,14660,14513
81,128,137,6516,6427
4,167,172,18782,18825
1,184,188,13163,13228
48,163,160,12323,12228
51,150,153,7511,7583
122,108,108,4389,4473
193,166,153,5082,5116
20,146,146,15997,16195
121,128,115,8490,8475
18,149,154,12689,12585
41,152,145,9635,9599
37,141,146,9587,9545
25,145,140,8612,8678
19,167,167,8971,9061
109,113,123,7471,7474
70,139,129,7535,7336
32,129,124,7290,7238
88,109,105,1705,1748
53,147,140,6681,6664
56,131,129,2828,2863
24,129,129,6349,6517
83,145,137,3947,3844
29,154,155,6748,6716
30,151,151,9942,9672
118,140,136,3735,3691
27,118,122,4185,4302
156,134,122,1869,1823
60,111,116,3017,3011
140,106,104,1886,1910
108,156,158,5367,5313
67,201,199,5545,5624
390,62,64,1043,1044
87,152,158,3693,3771
65,131,130,2623,2586
44,161,156,5988,5875
68,136,131,2235,2238
95,95,96,1753,1792
76,124,126,3696,3685
43,164,163,3719,3742
77,129,123,2265,2262
132,100,94,1388,1287
69,121,128,2910,2753
66,115,121,2223,2384
63,124,127,2206,2204
34,142,138,2332,2352
385,106,106,1159,1163
22,122,119,4084,4001
100,107,104,1730,1727
61,140,129,1990,1973
49,108,109,1930,1888
82,104,104,1285,1348
117,68,67,1164,1134
90,110,117,1416,1474
62,109,106,1778,1812
99,117,113,3086,3074
23,163,177,4830,4779
36,117,116,2819,2843
85,143,139,2224,2190
42,137,133,3376,3509
124,111,109,2247,2271
189,95,91,1279,1248
45,151,147,3652,3684
40,136,143,3075,3105
157,49,44,665,681
55,123,121,3068,3162
91,137,132,1950,1986
161,27,39,339,351
123,78,83,1252,1297
92,105,102,1793,1776
138,49,52,690,710
47,102,100,1852,1909
174,104,100,1281,1257
181,42,47,430,410
130,29,35,323,385
75,117,120,1929,1884
110,97,97,1325,1299
72,126,130,1288,1307
94,106,101,826,882
115,106,120,1957,1928
160,52,55,797,824
149,37,41,396,378
74,122,120,2266,2277
89,113,117,1594,1501
79,130,129,1322,1326
71,131,134,1685,1750
52,127,131,2076,2025
102,145,136,2623,2614
211,50,38,386,378
125,77,70,802,786
93,114,117,2316,2175
180,52,52,433,506
143,39,47,415,416
192,31,38,407,406
131,90,75,730,706
175,83,81,529,601
113,71,72,867,834
78,118,113,1422,1363
73,118,119,1589,1592
59,151,157,2171,2304
126,85,80,564,564
515,28,27,429,413
164,61,60,627,640
206,84,66,534,471
133,41,44,431,410
318,41,39,239,263
401,33,35,207,203
154,52,52,535,531
350,27,31,341,332
183,41,52,411,420
96,95,93,1101,990
399,66,53,395,347
475,24,27,229,199
325,24,21,185,148
86,89,88,739,802
204,35,40,281,281
107,97,108,1101,1181
555,13,14,153,169
550,20,23,309,307
144,48,59,490,584
172,39,42,368,357
293,28,32,256,259
103,83,81,843,787
111,77,79,776,688
360,21,24,214,231
84,97,96,968,1006
64,91,87,963,970
184,93,83,779,721
169,55,55,272,264
147,17,17,207,195
565,34,42,288,297
134,64,60,540,527
441,6,6,86,62
80,82,76,612,708
145,48,44,357,404
116,45,47,359,348
150,49,40,288,211
191,49,48,295,303
227,34,47,275,307
128,58,61,363,373
112,96,98,653,654
403,15,12,130,130
217,19,20,156,137
141,52,48,282,270
427,17,18,91,93
155,67,67,283,304
188,25,33,192,209
162,29,27,187,165
483,15,15,114,112
182,27,27,244,239
207,56,57,344,386
186,38,34,275,238
232,12,15,124,120
324,31,31,180,179
439,10,13,103,105
148,32,31,232,228
208,79,81,493,496
196,26,24,167,171
197,68,68,440,395
136,47,42,260,262
210,40,37,229,228
537,19,20,159,137
142,61,62,289,290
375,22,15,131,123
202,18,17,124,121
398,13,13,83,98
179,33,30,172,151
559,20,18,88,113
194,43,36,252,266
294,14,12,72,62
176,19,21,79,90
551,56,51,258,224
500,17,18,73,99
158,48,43,240,236
530,22,19,116,110
498,10,12,66,66
277,10,15,73,72
284,10,8,69,48
539,13,14,117,116
533,3,3,42,34
209,22,19,146,147
199,28,30,168,168
153,24,33,143,151
386,21,21,141,200
409,27,30,144,146
553,25,30,197,188
492,4,4,32,45
135,28,27,121,115
459,12,12,70,75
168,23,24,81,82
397,40,46,153,157
159,16,16,89,88
214,19,19,92,96
308,11,8,70,71
129,52,51,203,197
349,45,58,203,213
338,30,30,154,156
496,9,10,64,61
166,61,65,251,276
195,12,14,121,113
190,33,29,127,158
173,19,27,154,179
448,10,10,54,72
519,13,9,58,55
