cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
120,135,143,14330,14205
39,207,200,42318,42603
98,125,127,13330,13136
7,169,174,36956,36982
11,156,167,19460,19616
6,172,182,35895,35929
5,171,159,38411,38243
104,140,132,14285,14453
28,173,181,15556,15661
35,165,171,13482,13492
14,171,168,25772,25629
101,136,137,11873,11876
15,178,176,22404,22611
17,157,151,23045,22912
12,153,148,19333,19296
3,171,178,21442,21227
16,149,150,17075,17469
2,163,170,24020,23844
10,169,170,24066,24318
33,156,159,22798,22900
97,126,136,10678,10877
105,135,146,3951,4005
58,154,152,17071,17088
26,129,130,11892,11777
46,134,128,10150,10292
8,150,150,13041,12946
50,151,159,9492,9682
13,161,164,20999,21140
114,210,207,14522,14823
119,133,139,3553,3596
106,141,141,11358,11224
54,134,129,5879,6030
31,154,150,15733,15470
51,162,149,8629,8601
48,159,162,13096,13225
81,126,126,6865,6888
57,132,134,9397,9345
21,150,144,12341,12269
38,138,140,6291,6416
9,153,159,9868,9699
18,138,143,12302,12445
1,199,196,14594,14377
4,168,173,19220,19275
121,127,122,8757,8646
19,175,166,9664,9643
193,157,159,4777,4799
122,109,113,4760,4717
41,156,161,10241,10465
25,146,147,9589,9518
109,116,119,8324,8309
20,146,144,15389,15403
70,139,136,8170,8106
88,105,114,1982,1973
53,153,156,7188,7039
37,137,136,9713,9717
30,149,135,9897,9963
32,126,126,7570,7572
83,149,153,4328,4279
24,132,130,6338,6388
118,146,146,4223,4220
56,119,119,2882,2942
29,148,140,7019,7053
60,123,117,3323,3352
27,123,131,4393,4470
63,117,114,2509,2785
66,125,122,2509,2247
156,115,110,1551,1593
108,166,163,5129,5199
140,93,105,2015,1975
65,122,126,2250,2277
87,166,160,3997,3915
76,131,129,4173,4184
44,159,159,6080,6119
68,148,144,2364,2300
67,204,207,5508,5577
390,68,60,964,947
22,124,125,3989,3868
95,97,99,1850,1866
42,132,136,4127,4033
92,93,93,1754,1743
75,118,120,2218,2266
34,140,148,2754,2680
