cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
12,152,144,54746,54924
3,154,163,63031,62877
16,145,144,73667,73289
15,163,164,77957,77347
14,156,154,84457,83821
10,157,163,79704,79997
39,184,189,84997,83611
120,130,126,28448,28476
6,178,181,76236,75698
17,151,153,55934,55959
7,167,159,67893,67951
19,152,149,22489,22542
57,132,129,33944,33978
5,165,161,73639,72924
119,108,113,17122,17174
114,194,202,24082,24313
104,122,124,40793,40690
8,141,136,26482,26805
13,161,160,42540,42738
98,118,124,24104,24153
4,152,161,34861,35024
46,128,123,25401,25331
26,128,119,22943,22953
106,129,123,19253,19204
54,130,127,14541,14346
11,152,150,31315,31606
48,143,137,24478,24633
51,138,130,19810,19755
2,155,147,40237,40077
35,137,142,16482,16697
28,156,165,23763,23769
121,117,118,19120,19077
109,116,114,16004,16026
58,129,139,27035,27456
21,135,132,16741,16893
193,126,133,7239,7336
33,156,158,32108,32299
81,119,113,8865,9088
50,136,136,11910,11938
9,144,141,14163,14332
38,134,147,9735,9882
37,130,133,14733,14927
105,96,94,5392,5360
101,141,144,13272,13340
140,88,92,7701,7678
31,143,154,16150,16506
76,115,113,8823,8783
70,118,126,13717,13721
20,142,148,18469,18632
97,118,122,11204,11346
24,120,120,10274,10283
56,100,102,5420,5296
18,132,136,17141,17118
1,171,168,13365,13648
62,91,99,5044,5066
41,160,146,15128,14983
34,128,131,5308,5307
25,130,132,10454,10614
30,128,128,11373,11489
27,118,113,7502,7431
118,126,125,5971,5874
83,133,133,5141,5203
60,101,109,3769,3751
122,88,96,5932,6124
68,127,124,3508,3533
44,152,145,8692,8506
52,121,115,3517,3490
87,161,161,5645,5685
65,110,118,3177,3249
95,83,84,3904,3935
108,139,140,7722,7691
67,193,195,8897,8867
390,58,54,2859,2868
77,128,119,3479,3395
22,112,108,5477,5451
49,109,117,2788,2754
53,142,138,6138,6271
88,100,96,1957,1909
32,113,118,6092,6015
29,134,134,8209,8228
385,71,77,1710,1720
43,136,139,3901,3864
79,112,112,2326,2335
45,138,139,5740,5807
36,107,113,3287,3372
85,123,131,2580,2620
157,46,49,1083,1100
55,107,106,4426,4434
91,103,114,2650,2614
74,120,118,3692,3713
132,96,95,2419,2389
99,116,106,4745,4638
71,118,120,2237,2259
350,27,28,891,891
136,42,47,1208,1216
175,60,54,1022,1009
131,83,85,1213,1208
107,101,85,1461,1418
138,41,39,1009,1022
73,112,101,2147,2120
23,144,147,5276,5219
69,116,116,2867,2876
124,120,123,2541,2615
40,116,114,2916,2965
100,79,82,1388,1376
92,83,85,1439,1448
115,106,107,3125,3122
75,115,105,2753,2788
143,44,49,775,787
42,121,119,3884,3919
59,140,137,3451,3417
90,95,95,1961,1945
134,56,56,1271,1276
63,122,123,3303,3374
66,110,104,1812,1778
61,101,103,1977,2015
180,50,52,848,850
72,92,88,1573,1619
293,30,26,682,677
110,93,94,1491,1482
84,81,81,1225,1232
82,106,99,1624,1596
93,106,98,2030,2042
133,37,34,576,581
399,45,47,547,560
148,26,26,563,571
47,96,98,1900,1989
164,62,60,945,965
111,81,84,1381,1411
156,94,95,1220,1243
149,33,30,385,367
565,37,42,459,474
123,67,64,1099,1120
227,39,37,507,504
116,56,57,648,668
401,9,16,228,250
318,39,28,312,292
154,39,37,630,622
163,16,22,390,397
161,32,36,387,406
515,31,27,379,386
125,76,80,1298,1270
196,24,23,436,449
142,51,54,513,528
144,41,49,735,738
128,67,62,935,912
103,78,89,1108,1110
96,92,86,772,715
553,25,22,502,495
174,109,110,1422,1438
94,100,99,1506,1430
206,25,30,262,259
181,33,30,521,508
183,40,35,375,367
102,127,128,2455,2505
89,109,102,1426,1366
182,20,19,230,236
403,16,19,361,364
