cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,207,210,39270,38854
120,137,138,12862,12859
98,127,125,12228,12267
7,164,172,32478,32446
6,176,176,29929,29812
11,152,158,16662,16722
104,132,138,12870,12773
5,173,179,31158,31185
14,167,167,22015,21969
105,114,116,4343,4362
28,182,176,13570,13356
17,148,155,21419,21529
15,172,170,20979,20728
35,148,149,10575,10637
101,143,146,10661,10642
16,160,156,16420,16430
50,147,144,9229,9279
13,161,160,19599,19596
12,151,151,15962,16090
3,183,179,18376,18586
10,168,172,21922,22073
2,157,163,19647,20002
97,134,139,9256,9363
58,153,159,16040,16168
46,127,133,8597,8696
8,157,162,10708,10597
26,138,138,9532,9544
33,168,160,20892,20922
57,146,139,9089,9058
114,213,218,12544,12629
119,117,118,3208,3131
18,149,140,10875,10714
106,140,136,9718,9836
54,134,129,5351,5240
31,150,161,14038,14233
51,156,157,6904,6854
48,154,154,11165,11094
81,129,133,5850,5822
4,174,167,16886,16910
38,149,152,5529,5450
9,149,145,8804,8707
122,103,105,4318,4363
193,162,150,4442,4276
25,144,150,8855,9142
19,148,158,8201,8184
121,123,120,7854,7890
21,141,131,8328,8504
27,132,130,5155,5073
30,141,142,9162,9149
109,122,114,7383,7379
20,146,142,14734,14224
1,196,184,12324,12199
41,159,160,10033,9878
37,135,129,7790,7869
56,127,131,3119,3144
70,130,125,6724,6841
24,130,129,5305,5387
83,138,139,3267,3242
88,105,103,1760,1727
53,152,142,6120,6190
32,116,123,5797,6028
29,143,142,6447,6469
118,142,145,3574,3507
65,129,122,2327,2296
87,161,167,3918,3805
60,114,120,2835,2796
140,94,85,1617,1641
22,119,120,3701,3600
44,176,174,5461,5456
68,127,133,2018,1975
108,161,157,4920,4779
95,94,92,1610,1556
156,130,125,1414,1477
67,195,201,4822,4860
390,62,65,831,835
34,146,152,2417,2507
42,135,131,3234,3317
76,137,143,3371,3558
82,105,112,1600,1588
61,123,121,1695,1511
77,126,130,2340,2384
385,109,109,957,1000
66,121,128,1853,1945
103,96,100,1116,1174
43,160,157,2670,2703
49,114,115,1702,1711
181,36,32,554,553
174,103,115,1166,1239
62,100,98,1443,1451
40,143,137,2637,2541
55,119,123,2459,2572
63,125,124,2301,2297
47,119,121,1937,1984
100,101,94,1354,1313
36,119,120,2428,2513
59,146,154,2601,2621
52,132,134,2035,2057
91,112,109,1738,1650
74,129,122,2104,2109
115,121,125,1689,1731
85,141,135,1866,1885
99,120,119,3098,3011
75,133,136,1931,1940
86,91,89,1118,1003
45,144,135,3087,3033
124,132,131,2447,2455
189,100,112,951,930
157,55,54,458,532
69,140,138,1919,1907
93,111,113,1632,1663
23,148,139,3475,3381
138,45,47,533,501
175,58,70,526,522
131,99,97,761,800
73,111,116,1448,1409
92,97,100,1329,1348
133,58,52,441,464
149,40,36,418,403
110,97,105,1141,1199
79,138,127,1407,1297
71,126,140,1725,1737
188,26,26,352,325
90,109,100,1114,1085
399,46,51,465,450
123,88,83,939,933
160,79,72,466,369
89,117,110,1721,1668
80,69,75,621,753
132,104,106,1108,1152
143,58,52,409,404
102,135,133,2302,2238
206,53,55,289,285
107,94,97,812,849
401,35,40,187,187
318,40,31,193,180
499,13,10,100,121
408,6,7,117,91
161,41,37,255,272
360,15,22,149,171
336,18,15,172,150
64,76,88,649,712
184,102,103,909,857
515,37,37,307,312
125,80,72,559,559
475,41,32,357,356
516,11,9,121,99
113,74,73,740,778
96,94,95,865,855
134,50,50,433,431
135,36,28,240,227
128,76,73,558,544
72,104,101,691,687
154,48,61,463,489
168,20,27,129,150
78,119,120,1030,1024
183,57,54,398,412
293,32,33,232,237
84,90,92,657,677
169,42,42,250,233
350,28,36,253,269
126,55,47,386,397
111,75,78,639,604
94,105,104,845,845
164,55,63,541,545
182,22,22,155,147
207,67,70,381,411
155,80,59,315,289
112,93,95,649,656
117,50,47,463,399
403,28,16,156,123
179,21,17,172,171
130,24,25,158,193
505,9,12,104,120
191,67,65,435,348
201,27,33,134,152
559,23,16,146,174
166,32,36,208,198
141,42,51,249,260
144,44,44,332,325
192,37,30,182,159
227,46,49,272,264
116,48,51,289,307
325,18,16,97,75
136,35,38,292,289
177,33,38,229,242
187,17,23,123,121
324,30,33,126,130
439,11,14,114,119
248,7,11,91,93
347,17,21,78,130
142,58,49,347,304
148,26,28,196,212
447,27,26,175,156
194,45,47,276,302
153,32,29,172,164
211,64,80,353,407
427,23,19,103,103
375,28,19,117,115
565,56,57,254,269
386,13,18,106,111
171,18,17,83,99
363,16,16,62,68
146,14,12,86,104
196,25,25,135,133
180,57,67,298,358
342,11,10,68,62
150,39,30,223,196
483,23,25,169,166
173,32,34,164,181
176,24,23,87,78
208,107,87,364,319
273,31,25,165,132
151,35,33,181,190
247,10,10,70,105
145,43,47,178,199
539,19,21,139,135
162,28,21,139,147
500,15,20,72,74
204,39,44,173,209
294,18,18,71,73
202,83,70,301,238
418,15,14,58,61
197,66,73,292,301
466,11,15,61,77
185,35,30,135,103
200,30,31,102,94
277,16,15,86,93
199,24,33,173,196
127,11,14,61,65
139,25,26,150,125
469,15,12,80,83
348,3,4,40,33
158,51,50,210,237
214,28,26,109,112
265,3,4,33,31
170,43,41,183,179
550,19,19,93,76
554,11,9,42,47
519,10,10,40,49
409,32,31,163,157
190,25,32,98,124
186,46,44,227,217
203,21,18,47,89
163,28,28,102,105
530,6,11,42,40
198,23,24,81,78
167,16,18,64,71
498,8,9,51,58
412,5,4,11,38
468,12,10,58,59
417,12,10,79,66
310,32,32,112,104
349,44,34,85,92
338,29,33,130,141
278,21,21,85,76
213,12,11,71,54
147,14,12,54,50
296,1,2,22,3
209,20,24,96,124
