cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
28,154,147,12332,12363
105,112,104,5428,5362
120,134,139,7744,7681
39,180,177,23854,23769
98,115,112,7578,7540
7,157,156,20531,20502
11,147,146,10869,10860
35,141,132,7283,7055
104,117,117,7799,7747
5,159,148,20523,20195
6,167,157,18754,18644
12,156,151,10606,10514
3,183,186,14720,14290
4,157,153,12384,12424
101,143,136,7266,7243
14,154,159,12356,12447
17,143,153,11994,12029
13,158,143,12715,12813
50,135,135,5482,5516
58,133,135,10039,10231
97,112,113,6172,5970
15,157,158,11970,11892
16,145,143,8827,8831
33,150,154,13588,13898
10,156,154,12925,13171
8,149,139,7317,7022
81,106,114,3956,3902
31,134,138,9134,9227
26,121,125,6435,6465
106,138,135,6671,6516
54,115,123,2975,2927
2,146,142,11767,11955
46,128,138,5219,5333
38,137,133,3657,3609
9,135,138,5394,5552
1,181,175,7653,7619
119,107,110,1787,1782
114,200,197,7743,7649
25,130,134,5460,5456
57,120,119,5486,5367
51,139,140,4318,4362
48,146,147,6705,6744
109,108,104,4385,4465
20,139,143,9261,9266
122,87,77,2568,2548
18,136,128,7124,7208
21,125,123,5415,5440
41,142,137,5857,5636
193,135,141,2686,2649
83,128,133,2285,2360
121,112,109,4313,4285
32,114,115,4397,4434
30,124,132,6642,6591
37,121,115,5389,5552
70,123,118,4360,4369
19,149,149,4676,4599
24,119,113,3468,3582
63,116,115,1530,1735
29,128,131,4401,4528
53,143,138,3818,4000
88,98,95,1056,1018
56,101,95,1529,1518
118,129,132,2292,2259
69,114,120,1782,1817
60,107,103,1838,1746
42,124,123,2766,2987
87,157,152,2518,2566
65,108,105,1597,1569
108,139,144,3106,3148
156,107,124,984,1029
44,158,153,3541,3594
68,132,130,1573,1649
27,119,115,2510,2574
43,150,146,2228,2148
36,98,100,1621,1525
67,198,195,3511,3535
390,60,55,585,573
140,81,78,1128,1083
76,113,122,2234,2194
100,93,87,1012,972
22,114,120,2487,2508
77,121,106,1547,1481
99,106,103,2249,2269
115,101,105,1370,1395
47,106,100,1363,1359
61,104,95,942,1043
40,107,114,1520,1340
34,123,133,1557,1568
95,95,91,976,957
103,75,78,620,615
385,88,91,586,592
66,101,95,1230,1220
75,118,116,1235,1085
85,128,134,1454,1453
52,115,116,1454,1441
157,44,34,331,293
96,75,79,961,873
62,95,98,1061,1000
117,47,47,371,373
93,105,103,1092,1126
55,108,107,1440,1454
138,40,50,382,388
360,17,15,177,197
452,17,13,188,151
90,93,93,799,754
150,38,39,264,244
124,111,111,1034,1047
189,87,95,750,694
92,76,79,959,945
45,136,135,2066,2134
149,25,29,234,234
82,104,103,967,1046
23,143,153,2236,2252
399,38,35,331,366
49,98,103,1003,1015
73,96,104,1024,993
79,113,113,959,960
132,94,99,789,809
80,69,62,465,525
91,97,98,1017,1004
143,36,40,302,286
102,118,110,1506,1468
59,130,122,1485,1532
84,101,97,808,832
113,61,56,506,533
133,42,41,321,334
78,86,87,827,828
107,78,85,531,584
110,93,89,690,750
131,76,67,447,443
175,50,54,243,243
71,116,109,932,918
126,54,53,265,264
74,115,114,1303,1300
89,104,112,910,915
135,26,21,124,129
276,1,1,77,76
209,21,16,158,147
459,5,6,112,109
174,89,92,683,699
125,91,79,540,554
293,24,23,175,166
401,30,37,139,186
318,26,25,140,138
72,87,94,539,558
94,85,87,616,611
182,20,20,136,128
64,68,69,503,485
145,28,33,160,195
551,48,42,214,182
123,70,73,512,566
570,52,60,153,242
158,41,34,209,126
183,50,61,286,303
190,24,27,128,154
144,60,58,291,292
279,5,5,65,72
254,11,8,82,66
350,21,25,174,172
116,42,35,286,295
130,19,19,122,182
197,38,45,178,196
134,43,49,275,265
111,58,56,334,386
184,80,68,363,343
177,37,40,159,171
161,26,29,162,151
496,9,7,105,72
86,72,77,587,525
148,32,27,253,252
181,24,24,185,154
328,7,7,49,91
188,18,21,131,131
180,54,66,267,296
141,33,44,135,177
515,24,27,114,113
170,23,32,189,197
200,15,16,94,93
164,60,60,379,372
206,49,49,162,171
227,32,33,176,180
403,11,13,85,89
112,94,93,500,494
539,14,14,110,100
269,13,7,75,52
382,4,5,48,44
295,19,22,97,103
427,19,20,86,77
136,35,39,194,196
349,4,4,42,41
179,25,22,159,149
565,34,31,120,129
191,27,36,155,171
375,20,19,102,104
202,15,16,49,57
211,29,30,166,158
353,1,1,34,35
274,1,2,23,35
194,39,37,136,139
176,16,18,64,63
154,41,40,206,208
232,6,6,38,39
214,13,18,61,57
247,6,8,41,46
208,67,73,259,272
223,12,16,62,80
432,36,29,137,73
439,12,12,40,54
324,36,35,123,108
192,19,23,88,85
205,46,46,174,207
196,30,28,121,131
519,7,7,37,45
483,9,11,52,50
437,2,7,30,39
153,28,22,101,103
129,28,26,93,95
444,6,12,24,68
377,11,14,46,35
386,16,16,70,84
297,6,5,62,48
445,3,3,29,28
142,43,44,158,158
186,31,29,145,138
275,2,2,23,26
168,16,19,56,49
201,30,33,128,133
199,21,21,120,118
491,12,6,51,14
128,59,55,231,236
207,44,49,186,219
160,36,34,152,153
545,15,11,66,50
162,10,16,44,54
210,29,28,118,122
266,8,7,15,28
449,12,13,58,67
475,12,14,60,45
490,15,19,56,62
533,2,1,21,22
159,12,13,47,38
146,11,13,48,55
319,2,2,22,15
531,2,2,22,14
173,16,19,72,76
155,41,28,106,97
277,18,17,63,71
203,12,11,45,38
387,8,13,40,41
413,51,69,165,203
446,4,6,22,21
169,20,18,84,77
417,5,7,27,33
505,11,17,33,45
557,8,7,36,34
163,19,21,70,72
441,6,3,20,20
187,15,13,42,35
152,19,14,50,46
469,14,15,47,51
127,14,12,55,51
265,7,5,27,22
468,9,10,43,47
342,10,9,41,40
530,14,13,36,33
462,5,5,20,22
