cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
3,158,160,30701,30937
12,143,132,27866,27908
6,171,174,43099,43194
7,146,160,42028,41913
39,181,189,47713,48341
120,123,125,13717,13906
16,132,138,31038,31507
15,157,162,35520,36141
17,149,147,31616,31702
10,152,150,33354,33607
14,150,153,37892,38681
5,158,165,44085,43788
104,115,109,22464,22504
98,103,107,13477,13550
119,98,105,8121,8163
114,194,187,14056,14342
11,141,135,20576,20543
57,124,131,16854,16787
28,151,158,15150,15256
35,134,139,11295,11172
13,143,146,25927,25852
19,135,126,11060,11041
26,120,128,13419,13310
106,129,135,11809,12022
54,116,115,8226,8251
8,141,139,14599,14775
46,118,116,13432,13441
4,156,160,19970,20236
58,127,131,17905,17625
48,137,135,13644,13817
51,135,138,10937,10952
2,141,148,23546,23786
50,126,134,9797,10048
33,143,147,23122,22920
81,104,113,6434,6315
109,103,105,9514,9443
121,105,112,11616,11565
21,119,120,10964,10967
193,117,120,4050,4183
101,129,134,8986,8987
9,134,128,10169,10085
38,116,125,6665,6573
20,131,129,13175,13077
97,111,115,7394,7205
31,139,136,12271,11851
105,93,95,3178,3195
70,119,113,8554,8359
25,134,138,8308,7997
37,117,122,8476,8433
1,159,159,10077,9865
18,129,129,12356,12114
24,127,121,6799,6728
140,90,83,3742,3764
41,136,133,9498,9552
118,123,128,4198,4115
122,87,91,4306,4237
60,100,103,2908,2839
76,112,114,4849,4781
95,80,77,2575,2535
56,98,96,2966,3099
27,110,107,4682,4636
30,133,127,7603,7603
62,90,90,3070,3046
34,131,124,3334,3339
87,143,134,3684,3781
65,107,108,2201,2185
108,140,134,5471,5400
68,110,109,2163,2232
44,143,142,5020,4982
32,123,121,4966,4761
53,142,135,4596,4651
88,79,88,1429,1435
29,124,118,6550,6455
83,132,127,3292,3229
67,183,183,5773,5720
390,44,43,1613,1616
49,106,115,2646,2649
43,128,127,2942,2894
22,97,96,3693,3715
77,122,119,2436,2427
385,58,55,1027,1031
36,108,112,2414,2335
99,107,117,3794,3751
52,108,110,1790,1776
45,130,134,4482,4411
79,100,108,1749,1701
157,48,48,705,706
55,104,104,3141,3068
85,118,119,2051,2090
71,116,117,1762,1695
131,72,64,996,996
175,52,49,805,780
63,115,114,2775,2706
66,120,113,1827,1796
69,118,114,2214,2087
91,104,98,1625,1618
74,114,121,2413,2437
132,98,95,1724,1699
100,76,75,1264,1229
138,37,35,677,663
92,82,75,1149,1118
124,106,112,1932,1931
42,129,127,3077,3112
96,76,81,723,710
23,139,133,3912,3865
350,28,23,522,525
115,102,107,2224,2224
40,112,100,2400,2391
107,88,87,933,902
82,96,97,1282,1274
227,39,34,479,485
293,27,36,581,571
93,94,99,1460,1407
134,53,55,945,928
73,98,99,1360,1337
75,95,102,1809,1764
136,37,35,638,643
110,92,98,1232,1157
59,139,131,2398,2335
149,27,32,333,328
156,87,86,998,984
143,45,41,538,528
180,57,58,691,670
148,24,26,457,454
61,102,100,1559,1641
133,30,32,449,428
47,103,95,1433,1438
84,81,83,848,826
90,90,91,1393,1383
123,62,63,766,758
399,36,28,381,352
72,97,84,946,938
515,30,35,288,303
125,57,68,931,909
174,100,89,1104,1039
102,123,119,1883,1922
111,66,72,1019,1068
164,60,62,689,690
318,30,28,221,233
401,17,16,175,154
154,44,45,513,512
94,97,96,1147,1109
183,35,29,296,286
113,67,68,677,697
197,61,60,407,416
86,74,77,837,806
103,79,69,848,810
161,35,27,270,262
117,49,41,396,360
565,36,39,314,288
189,80,85,725,751
196,23,22,307,315
182,23,19,214,217
181,29,32,395,407
375,15,22,227,216
116,45,47,502,497
206,26,24,185,173
211,36,35,332,321
135,27,29,226,218
144,39,50,392,415
142,47,53,383,358
191,38,37,283,290
208,55,58,390,372
89,91,92,947,959
194,36,38,264,259
128,59,67,609,648
553,26,19,296,287
163,22,20,164,159
403,14,14,172,174
176,26,22,141,139
64,81,74,582,582
204,29,32,227,236
170,46,48,302,294
199,20,21,223,217
427,7,8,76,78
158,30,27,163,162
78,89,86,722,695
152,18,20,145,135
409,20,18,176,180
160,36,36,282,269
112,75,75,632,588
145,33,28,203,206
184,63,58,408,385
172,24,24,180,183
186,40,37,304,307
167,10,11,93,89
126,38,33,250,258
207,57,46,314,292
141,26,29,192,201
150,31,26,124,120
192,33,30,197,188
338,22,27,169,166
178,37,27,177,155
