cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,249,242,173169,172641
120,147,140,66500,66727
12,158,158,94037,93991
3,184,177,105545,105388
15,189,197,121379,121211
16,151,155,114967,115281
14,196,194,135729,136170
10,193,191,146717,146384
19,171,171,48247,48280
6,197,190,122014,123136
17,168,179,83441,83988
8,160,158,55275,55272
119,147,147,30574,30700
114,273,274,50254,49953
7,184,188,104470,105535
57,157,157,55276,55352
4,181,192,74190,74368
5,194,194,125147,125272
104,152,153,57990,58223
26,145,151,41360,41400
13,175,180,71334,71303
98,139,136,36935,36896
46,139,142,45587,45509
11,173,169,51276,51107
28,190,192,46505,45486
35,170,178,34546,34902
106,146,144,34744,34774
54,140,143,21335,21587
21,140,138,30234,30474
48,165,168,39753,40021
51,160,154,29570,29989
2,166,167,67673,67597
58,168,163,44377,44272
109,131,140,22994,23094
121,136,139,29231,29453
193,165,177,14927,14778
37,153,142,29139,29202
33,167,172,59407,59196
81,132,138,15558,15532
50,158,161,24276,24729
38,159,167,18001,17822
9,157,156,27256,27092
140,115,123,12309,12309
101,159,160,23403,23623
1,195,201,35233,34754
97,138,141,20616,20557
31,171,182,32270,32356
25,152,156,19864,19803
122,111,117,10961,10924
18,149,151,30977,30840
70,134,137,18596,18963
20,159,160,36754,36592
108,190,187,21287,20532
76,137,142,13303,13345
56,104,113,10030,9965
62,110,110,8711,8699
49,128,129,7771,7473
27,140,146,14542,14977
30,151,148,21006,20955
105,123,121,5961,5976
41,173,173,25084,25162
34,154,160,9632,9780
24,140,149,14963,14872
118,154,155,13199,12792
68,156,165,7428,7540
44,182,172,17133,16944
95,107,107,6175,6122
83,155,154,8984,8992
87,185,193,14022,13969
65,141,137,5967,5993
88,119,119,4166,4112
53,155,154,16552,16267
60,126,119,6668,6561
29,160,168,18310,18076
67,294,290,18073,17779
390,81,78,3825,3813
77,150,153,6011,5985
79,161,167,5230,5226
45,155,158,10688,10717
22,135,130,9558,9353
32,135,133,15075,15566
156,146,147,3078,3150
52,137,133,6902,6972
55,132,121,8297,8185
43,168,173,6793,6825
36,121,122,5921,6049
385,129,114,2368,2352
85,149,154,5232,5293
71,141,145,4665,4663
23,156,166,9889,10088
92,103,102,3663,3462
157,72,67,1432,1409
99,126,134,7690,7720
74,142,141,6065,5972
132,128,123,4547,4514
102,153,155,7933,7782
350,35,37,1360,1409
100,121,126,3504,3616
175,104,94,2019,1967
131,122,135,4350,4178
91,133,132,4027,3980
66,133,138,4172,4099
136,62,63,1800,1816
69,146,142,5651,5648
75,121,122,5647,5472
124,154,153,5126,5025
143,55,60,1426,1414
138,64,60,1492,1494
42,154,148,8934,8749
180,83,83,1726,1751
63,132,136,5767,5715
61,123,126,3931,3940
148,36,33,1379,1376
189,118,121,3337,3233
103,97,99,2049,2108
40,139,144,6248,6397
59,162,165,6611,6383
73,135,135,3546,3559
78,126,121,2655,2695
115,140,146,4792,4802
134,74,77,2457,2408
182,52,44,778,789
107,128,116,2320,2278
93,124,125,3941,3831
84,110,112,2490,2369
72,112,117,2317,2351
293,48,47,976,998
110,121,115,3384,3070
89,142,134,3855,3725
94,120,117,2719,2620
47,121,116,3494,3504
82,127,125,3298,3324
133,54,54,820,850
149,52,49,720,758
113,90,92,1431,1427
90,121,126,3300,3297
399,67,67,763,771
111,83,83,2189,2203
161,63,53,680,697
125,98,97,2015,1973
123,92,89,2218,2152
227,45,42,689,687
403,36,44,1021,1015
184,112,102,1396,1366
174,120,112,2377,2482
163,47,42,573,571
318,48,50,516,529
401,37,35,501,496
160,60,55,1129,1096
206,50,51,505,499
183,70,68,910,902
116,65,62,1172,1176
164,86,88,1539,1563
181,41,43,822,766
128,87,92,1649,1660
194,86,89,923,912
154,59,57,1017,997
197,82,78,909,842
117,63,63,902,919
553,30,35,663,653
565,79,68,684,694
196,28,28,532,546
208,101,89,986,959
135,41,37,538,516
150,41,53,537,545
86,112,99,2212,2187
375,33,35,449,463
515,66,62,582,555
170,55,58,663,704
262,14,19,230,263
126,64,61,830,837
