cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
12,168,174,70141,69982
3,197,196,77016,76764
15,201,201,87073,88340
16,157,157,85563,85465
6,203,202,101609,101215
17,180,181,75524,75332
120,146,151,39943,39465
39,221,224,124301,124629
10,206,195,100892,100287
14,185,189,99616,98880
19,199,203,36557,37020
7,197,196,92731,93144
119,156,147,23208,23003
114,247,237,39712,39051
5,205,197,94950,94490
57,158,160,42894,42430
98,146,145,33751,33598
8,170,167,38930,39651
4,195,194,56900,55751
13,177,182,55306,55106
104,156,166,44743,44632
26,163,161,34464,34409
11,197,190,44421,44691
46,163,160,33934,33820
35,176,176,29160,29382
28,202,198,30155,30166
106,153,158,24707,24572
54,152,150,16102,16118
2,176,179,53340,53409
21,150,156,25432,25565
51,156,155,23811,23559
48,179,167,32625,32291
101,161,163,25138,24938
58,180,176,37538,37497
37,156,153,26048,25416
9,162,178,26875,27424
38,176,174,15931,16261
81,142,145,13639,13511
33,184,183,48956,49036
121,140,139,22821,22618
109,149,141,18403,18276
193,176,174,10565,10686
140,119,116,9924,9868
97,168,162,22761,22409
31,187,184,29524,29638
25,158,158,20063,19732
70,153,154,18255,18286
50,159,157,18579,18597
1,218,215,28273,29679
122,129,121,10125,10029
18,168,156,29933,29927
20,174,175,35243,35225
49,144,157,7422,7828
62,129,129,7776,7761
76,144,144,10676,10554
30,160,161,21103,20841
27,154,144,12924,12394
95,111,103,6028,6010
41,171,164,23359,22821
34,180,184,8964,9091
24,150,157,13746,13811
56,130,124,6957,6793
83,160,159,8126,8148
118,156,166,7764,7875
53,158,158,13211,13233
88,138,126,4137,4186
45,164,168,11120,11148
79,154,152,5037,5042
60,134,129,5934,5679
68,154,165,4890,4954
44,178,180,14488,14538
22,137,139,9571,9684
105,136,141,4769,4756
65,147,147,4533,4625
87,189,195,9603,9622
77,148,152,6046,6163
29,183,178,16250,16454
71,163,155,5115,5120
32,140,144,14477,13952
108,190,185,11948,11973
67,230,229,12309,12468
390,100,117,2918,3007
43,172,178,6251,6225
36,141,144,6158,6123
55,141,143,7799,7948
52,145,149,4552,4602
42,168,174,8691,8730
124,157,159,4989,5014
385,118,113,2087,2037
74,142,151,5933,5941
132,136,128,4257,4180
156,189,166,3500,3327
59,181,172,5848,6153
23,188,187,9428,9462
75,130,134,5333,5407
136,74,80,2081,2093
180,98,93,2040,2085
143,65,79,1508,1587
157,104,89,1381,1394
99,139,135,6870,6940
92,112,109,2628,2621
69,144,141,4612,4682
85,175,162,4662,4655
91,153,151,4072,4054
63,146,144,6363,6515
134,98,103,2572,2572
100,133,123,3231,3330
66,152,147,4766,4944
47,129,127,3754,3808
110,132,127,3238,3900
73,163,174,4485,4665
138,69,62,1364,1355
111,117,114,2633,2596
350,44,43,996,1014
115,152,151,4034,3968
