cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
120,141,141,13011,13027
39,195,203,38750,39114
98,128,132,12651,12574
7,161,163,33389,33554
11,160,153,17382,17308
104,140,137,12880,13057
5,163,162,34307,34274
6,177,170,32412,32345
35,165,167,12655,12608
28,175,174,14158,14195
101,152,147,11605,11390
14,173,167,21825,22097
12,154,150,17277,17277
3,171,168,17964,18430
17,148,148,20563,20638
15,172,176,19395,19439
97,132,132,10438,10617
33,158,161,21775,21630
58,147,145,16200,16111
10,168,167,21266,21199
81,127,139,6519,6502
2,154,157,21299,21486
26,127,127,11678,11859
16,141,142,13915,14102
46,128,133,9431,9460
21,154,148,12763,12497
13,161,160,20043,20110
50,146,150,9117,9055
31,152,152,14934,14566
106,133,138,10600,10739
54,130,126,5396,5389
38,150,143,6060,6008
9,153,162,8569,8447
119,124,123,2984,3017
114,207,209,13372,13483
8,149,144,11276,11275
105,127,121,3035,2952
121,130,132,8187,8251
51,153,157,7709,7772
48,154,161,11442,11312
18,137,142,11209,11066
4,166,169,18116,17777
1,187,185,13187,13099
41,154,158,9779,9792
57,130,131,8023,8185
122,119,112,4574,4493
193,154,157,4515,4584
25,137,143,8930,9110
109,123,118,7371,7270
20,148,150,15433,15459
19,164,166,7703,7866
37,138,143,8625,8604
70,138,135,7585,7646
83,148,153,3704,3736
53,155,154,6907,6942
88,107,110,1867,1812
32,122,121,7205,7292
30,149,149,9986,9879
24,138,133,6166,6144
118,146,147,3941,3953
56,115,113,2767,2770
29,149,154,6704,6595
60,112,116,2955,2883
140,108,98,2045,2019
27,124,122,4164,4070
40,123,129,3340,3486
42,127,133,4439,4260
156,113,125,1540,1550
44,166,159,5731,5624
68,144,125,2228,2184
69,133,125,2833,2670
390,67,66,992,1023
67,208,200,5558,5555
87,150,150,3513,3561
65,126,130,2176,2136
77,131,133,2612,2586
43,160,159,3063,3168
108,176,170,4997,5083
63,121,128,2859,2756
22,116,122,3800,3759
95,99,93,1668,1631
76,126,125,3614,3651
74,128,128,2783,2811
132,102,99,1441,1415
115,118,125,1968,1963
34,141,147,2652,2747
62,112,104,1832,1899
23,167,158,4186,4195
385,92,93,976,946
399,106,94,841,906
227,44,46,616,590
91,119,121,2133,2084
174,98,94,1212,1178
61,136,133,1815,1826
45,145,145,3727,3765
66,121,123,2076,2151
138,41,43,645,643
99,124,129,3305,3286
125,83,79,959,940
93,117,113,2339,2250
36,122,117,2670,2713
117,64,68,897,919
85,157,149,2163,2089
100,96,102,1441,1515
123,72,71,1119,1110
55,116,116,2567,2604
47,110,120,2232,2320
82,111,108,1565,1477
80,83,82,975,981
157,48,52,533,541
92,86,88,1268,1292
124,130,137,2236,2221
189,96,98,1060,1005
73,130,130,1519,1603
111,94,92,967,1040
110,99,99,1339,1329
206,43,58,398,434
52,128,131,2267,2221
49,116,116,1984,1842
71,119,119,1488,1519
59,147,140,2546,2559
131,93,94,822,797
175,76,68,566,522
149,41,41,397,409
75,122,124,1796,1839
89,125,127,1804,1902
90,107,102,1150,1142
86,91,98,976,961
79,133,138,1526,1575
103,89,77,810,787
143,48,47,403,377
96,84,92,1356,1260
94,112,116,1137,1107
325,21,23,196,206
475,19,15,187,179
360,25,22,145,250
452,22,19,346,232
113,67,73,677,657
293,37,42,275,279
142,67,68,424,401
102,139,137,2782,2762
350,32,30,295,275
130,27,23,237,224
170,40,39,341,342
133,58,54,553,555
134,75,75,534,504
197,65,62,534,521
84,100,102,1156,1094
401,42,42,204,194
318,35,37,231,229
107,113,107,933,908
154,56,50,476,466
161,31,29,255,263
183,46,44,346,357
164,70,71,657,721
181,44,48,527,517
397,71,67,300,380
532,7,9,113,126
136,44,44,349,335
184,82,88,543,600
498,26,22,214,81
