cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
120,111,108,61623,61623
39,198,197,158066,158953
16,135,140,132743,133034
15,153,146,117154,117344
12,125,123,77116,77025
3,137,137,93340,93515
14,139,140,128504,129004
10,148,144,151069,151124
19,122,121,42476,42590
4,157,154,62531,62771
8,122,127,45728,45555
119,93,87,28106,28196
114,213,215,35536,35635
57,123,115,53730,53775
6,150,156,94205,93964
17,133,138,71634,71518
7,154,158,82804,82637
5,146,147,92281,92253
46,109,110,39359,39337
26,106,101,31543,31600
13,134,136,51804,51780
98,98,94,31400,31426
104,102,108,52293,52279
106,120,116,23229,23318
54,112,112,17295,17277
48,130,131,34931,34945
51,129,127,25477,25498
21,109,109,21678,21637
11,119,112,36973,37069
2,141,144,51324,51293
109,92,89,18765,18747
121,103,102,23516,23579
37,107,110,23528,23511
28,139,137,28631,28512
35,121,123,18796,18784
193,107,101,9838,9830
58,117,118,28959,28822
38,114,114,12802,12763
9,119,116,16269,16090
140,63,57,10700,10688
33,130,125,34021,33843
81,102,93,9038,9030
76,110,100,11596,11556
101,121,122,13956,13813
97,110,107,12985,13015
20,120,121,19258,19172
50,118,122,16328,16340
70,93,88,14327,14309
56,85,88,7886,7919
1,138,134,17831,17568
31,106,110,15586,15414
18,115,123,18853,18753
62,77,88,6797,6819
105,64,68,4771,4757
24,106,104,10494,10451
41,121,121,15836,15826
34,120,120,6294,6317
27,104,107,8866,8942
30,117,118,11066,11011
25,114,117,10562,10432
44,137,130,10197,10194
68,123,113,5139,5117
83,113,119,5724,5748
87,139,132,7052,7004
65,105,102,3868,3809
52,95,94,4696,4729
118,113,114,7559,7437
95,75,72,4324,4317
60,95,95,3889,3776
108,116,124,10695,10650
390,38,41,3590,3590
67,184,176,13001,12910
49,95,89,3196,3189
122,65,66,6372,6368
77,112,112,3581,3586
53,126,126,7069,7044
88,80,74,2497,2451
385,65,56,2178,2157
29,102,101,8967,8938
22,91,98,5098,5132
45,132,120,6331,6348
79,110,120,3255,3272
36,96,102,3350,3359
43,128,132,4229,4250
32,100,100,5554,5601
85,110,102,3206,3233
157,38,37,1179,1192
55,93,91,5071,5142
71,102,103,2399,2394
91,84,87,2524,2520
74,100,98,4115,4120
132,76,81,2578,2582
99,100,98,5099,5084
102,117,117,4266,4261
136,31,38,1491,1484
350,31,29,1125,1128
175,42,38,1287,1269
131,82,87,2517,2595
107,70,73,1782,1779
124,89,84,2602,2590
23,124,127,5494,5504
138,27,30,1101,1121
75,94,94,3021,3015
69,114,115,3838,3854
73,93,93,2173,2160
59,115,118,3438,3448
100,59,60,1415,1405
143,31,35,886,889
180,31,35,1075,1087
115,93,87,3221,3220
92,78,81,1550,1538
40,107,110,2847,2832
90,80,75,1994,1969
134,46,45,1508,1508
293,29,25,836,841
63,116,111,3426,3441
42,103,105,4025,4042
82,72,75,1771,1752
72,73,71,1575,1571
182,25,23,419,424
84,73,74,1196,1165
61,83,88,1957,1942
399,29,22,550,532
148,27,21,661,658
565,40,40,545,534
93,87,86,1832,1817
227,24,20,508,498
47,83,80,1527,1511
110,88,89,1506,1500
123,56,53,1045,1053
125,57,57,1355,1354
156,64,72,1171,1181
116,39,43,624,628
375,19,13,506,489
174,72,79,1308,1313
66,100,97,1615,1581
515,21,23,457,464
189,53,51,895,882
163,17,18,410,412
164,55,52,1101,1064
133,17,19,393,401
149,16,17,385,384
161,34,32,394,387
160,33,34,447,394
553,25,25,572,583
403,30,34,868,867
154,43,41,594,598
94,92,97,1555,1577
111,60,60,1357,1350
318,19,24,295,296
401,9,9,220,227
128,53,57,1054,1062
135,27,23,555,555
196,25,24,425,415
206,17,19,255,274
78,83,86,1005,982
183,20,27,287,298
103,72,71,1180,1202
117,35,37,306,309
176,25,22,221,219
86,71,72,1147,1164
342,9,12,214,219
144,44,38,601,604
194,29,26,418,413
539,15,13,271,264
568,12,13,150,156
89,88,88,1158,1174
409,21,20,315,314
208,47,52,592,598
199,28,28,378,383
158,36,34,290,256
170,31,32,322,324
427,7,5,145,140
141,21,25,263,254
186,21,25,335,344
211,29,26,348,354
197,37,33,303,302
178,23,27,305,304
338,17,17,270,275
181,32,29,361,355
172,21,21,224,230
142,42,39,358,370
191,23,23,316,311
96,71,70,723,730
204,24,26,329,340
113,45,42,469,491
294,28,22,212,216
150,23,25,191,182
363,6,9,92,96
153,30,29,244,246
145,26,27,307,310
550,17,13,160,159
546,15,14,161,161
64,65,68,647,653
207,32,36,308,310
184,43,45,321,313
397,32,39,131,137
188,22,25,136,141
483,14,16,155,154
126,24,21,278,267
168,19,24,130,127
551,24,29,241,237
169,25,28,189,181
173,21,24,170,183
166,19,20,194,194
152,19,19,171,169
177,34,33,232,223
295,15,17,78,80
570,26,17,174,158
324,16,17,118,118
439,8,8,91,81
298,13,18,99,104
192,31,27,181,179
151,19,22,120,116
482,34,33,176,168
327,12,13,94,93
112,74,75,675,663
198,18,20,72,74
456,6,6,55,54
129,30,29,176,185
548,13,18,71,71
244,2,2,41,43
545,11,15,71,69
540,10,14,62,65
486,11,9,52,51
137,15,14,81,81
202,13,13,63,61
462,4,3,37,37
80,44,45,242,233
268,4,6,37,39
469,12,14,51,55
348,5,6,40,36
205,22,22,127,127
185,17,15,117,116
155,33,36,156,149
310,8,8,69,70
475,12,13,70,64
413,23,19,94,87
530,9,9,56,54
167,14,15,55,51
171,23,17,92,91
222,1,1,22,23
519,4,4,25,23
214,10,8,86,80
369,10,10,56,53
557,7,7,27,28
525,11,12,47,49
130,16,21,77,82
277,15,10,60,57
162,5,8,30,31
213,6,6,24,24
221,10,10,31,31
147,11,13,40,45
212,16,16,66,64
259,1,1,18,18
209,10,9,36,36
407,5,4,23,23
487,11,7,36,34
305,10,11,42,42
334,12,11,46,51
308,3,4,19,20
224,6,9,34,31
243,9,9,46,48
523,8,10,36,38
418,6,9,29,31
226,7,5,23,23
283,5,7,29,32
414,3,3,24,24
505,8,6,33,30
127,8,11,32,39
139,10,10,37,40
493,6,6,30,29
450,2,1,16,15
560,7,6,28,28
410,6,3,18,17
286,6,8,29,32
378,8,11,33,32
555,7,7,28,26
421,8,7,25,23
179,9,10,33,32
237,3,3,17,17
203,12,9,35,32
441,8,6,22,17
364,13,9,31,26
393,5,7,25,25
333,14,13,33,30
315,7,6,21,21
498,2,3,12,14
190,18,14,42,38
249,4,3,14,12
387,6,10,26,28
559,11,9,27,24
269,4,3,12,12
200,6,7,16,18
467,7,10,28,29
266,3,3,14,10
238,7,7,20,20
404,6,7,21,21
380,10,9,17,19
343,8,7,24,23
276,1,1,8,7
358,4,3,12,14
508,2,2,14,14
278,8,9,22,25
187,8,7,24,23
201,18,18,49,51
232,5,4,15,15
248,2,1,8,8
520,8,9,21,16
233,5,3,17,15
325,6,6,12,11
247,3,1,6,7
254,11,8,17,18
549,3,4,10,10
533,2,4,10,11
362,2,1,8,7
472,4,5,14,14
285,4,5,9,13
307,8,7,17,19
146,3,6,12,14
372,3,3,7,8
392,5,7,12,11
345,3,4,9,9
474,2,2,6,6
356,4,5,11,11
210,14,18,25,28
398,7,8,16,14
511,1,1,5,5
563,2,3,6,7
452,5,7,17,14
216,6,6,14,14
246,1,1,5,5
554,3,3,8,8
165,7,9,15,15
497,3,1,5,5
396,2,1,4,5
417,4,5,13,13
337,8,6,13,12
513,4,4,9,10
379,4,3,6,6
537,5,5,9,9
360,5,7,10,12
301,6,4,11,11
272,2,2,3,5
217,4,5,8,11
241,3,4,6,7
558,1,2,3,4
453,3,2,5,3
528,1,1,3,3
500,5,4,7,6
377,2,4,4,5
349,8,6,12,11
219,3,5,5,6
480,1,1,2,3
339,6,7,11,10
468,4,3,4,5
526,4,4,7,5
230,2,1,4,1
261,5,4,6,6
384,3,3,5,5
429,1,1,2,3
352,3,4,4,6
455,5,4,7,5
368,5,6,8,8
367,3,3,5,4
481,3,3,6,7
447,5,5,9,8
195,9,9,12,13
250,2,1,3,3
406,4,3,7,4
547,3,2,4,4
499,3,4,3,6
459,6,8,10,11
351,2,3,4,4
446,3,2,4,4
312,2,3,4,4
159,5,3,7,5
330,1,1,2,3
562,1,1,2,2
332,3,1,4,2
434,4,2,4,3
507,4,4,4,5
532,3,3,3,4
374,3,1,3,2
437,1,2,1,3
306,2,2,2,3
365,2,3,3,4
279,3,2,4,3
309,2,3,3,4
273,1,1,1,2
292,1,1,2,1
284,2,2,2,3
381,3,3,4,3
529,2,2,2,3
438,1,1,2,1
291,2,2,2,3
289,4,2,4,3
484,3,5,4,5
