cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
39,181,181,20306,20287
98,120,117,6798,6716
6,159,155,18345,18398
7,154,143,19302,19180
120,131,124,6792,6682
28,148,147,9037,9071
105,100,86,3344,3266
5,156,161,20966,21029
104,121,104,8164,8176
11,140,138,10077,10102
35,133,134,6551,6449
17,138,142,14102,14370
14,145,146,12789,12782
15,157,162,12871,13115
12,136,137,10255,10387
3,156,151,11549,11398
50,126,128,5788,5720
13,143,146,11969,11937
101,128,123,6285,6201
10,149,150,13110,13025
16,142,146,9527,9668
58,129,134,9632,9618
81,108,109,3665,3652
33,152,152,13019,12877
26,125,126,5868,5970
31,145,132,8164,8141
8,133,137,6882,6840
2,151,150,11749,11587
119,91,85,2076,2078
114,194,187,7364,7462
106,128,131,5690,5678
54,113,121,3020,3074
51,130,127,4208,4264
48,145,149,6208,6262
57,118,123,5593,5415
46,114,112,4690,4731
4,155,147,9858,9875
97,117,113,4370,4402
18,130,130,6711,6941
25,124,128,5471,5316
109,110,103,4623,4628
20,133,136,9269,9475
9,129,135,5167,5158
38,119,123,3475,3392
30,137,134,5751,5513
27,116,121,2958,3008
41,141,145,5568,5562
193,131,121,2134,2133
21,119,120,5192,5210
70,118,116,4288,4245
1,166,161,6441,6431
121,104,105,4705,4735
122,86,81,2399,2368
19,144,139,4514,4434
56,91,85,1830,1681
53,137,136,3618,3546
88,94,104,1133,1115
24,115,110,3470,3558
83,126,123,1906,1856
29,132,131,3838,3746
37,114,119,4542,4579
60,100,98,1814,1809
32,107,110,3387,3354
65,95,102,1468,1523
87,136,141,2112,2124
118,123,125,1931,1963
108,150,144,2958,2927
140,79,77,1188,1208
43,121,122,1765,1757
34,123,124,1906,1934
156,88,92,964,957
95,85,80,1069,1022
22,108,104,1735,1758
67,180,174,2662,2644
42,122,121,2111,2154
385,76,69,732,701
77,112,106,1290,1358
76,117,111,1946,2041
55,99,103,1630,1773
68,113,118,1153,1196
44,155,154,2829,2849
390,38,42,532,537
100,78,84,1021,997
