cve_mun,grado_entrante,grado_saliente,fuerza_entrante,fuerza_saliente
12,108,115,46757,46726
3,125,125,52243,52458
16,115,125,64960,65192
15,129,132,67941,67954
14,128,144,72858,73059
10,131,123,68071,68154
6,139,142,62965,63036
17,125,134,47896,47790
39,148,143,64608,64945
120,95,93,22313,22308
7,119,118,54448,54348
5,129,131,60952,60568
57,102,105,29550,29534
19,102,106,18252,18372
119,67,74,15044,15097
114,144,145,17880,18048
8,118,123,21553,21910
104,87,90,35017,34996
13,126,127,35973,35858
4,133,137,27550,27680
98,73,74,19299,19337
46,103,97,21333,21239
106,106,109,15612,15709
54,104,108,12037,12063
26,97,98,17374,17373
48,120,117,20141,20246
51,122,120,17412,17492
11,109,109,25531,25648
2,123,129,32505,32516
28,126,128,19083,19083
35,106,104,12501,12424
109,79,80,13218,13222
121,83,94,16712,16717
21,94,93,13034,12979
58,95,101,20640,20653
193,66,60,5328,5350
50,108,101,9281,9342
33,128,122,23353,23226
81,85,84,6428,6423
105,62,55,4809,4800
9,109,103,10799,10745
38,98,101,7785,7745
37,97,98,11246,11351
76,92,91,7742,7748
140,52,45,6508,6508
70,78,79,10716,10645
20,105,107,12415,12447
24,92,92,8395,8280
97,82,87,7443,7432
101,102,93,8439,8344
41,106,105,10035,10019
34,106,110,4471,4479
31,97,102,10341,10300
62,75,76,4343,4340
1,116,119,8349,8250
56,65,70,4311,4332
25,104,103,7195,7148
18,101,101,12315,12182
83,99,95,3931,3877
118,89,86,4746,4687
30,110,109,6752,6803
27,85,84,5383,5423
52,78,82,2701,2701
60,73,74,2760,2733
95,57,60,3279,3299
68,94,89,2695,2697
44,125,124,6406,6429
108,101,103,6308,6333
77,94,87,2877,2852
87,100,94,3830,3824
65,80,80,2275,2275
67,151,148,7006,6906
390,30,36,2624,2632
122,54,53,4856,4866
49,83,80,2171,2158
22,87,87,3849,3799
29,92,91,6058,6012
385,34,26,1301,1294
32,87,91,3551,3491
88,71,67,1368,1362
53,113,118,3808,3835
43,108,102,2955,2938
45,113,113,4531,4536
79,93,86,1961,1933
36,84,86,2465,2454
157,24,30,884,887
85,82,89,1972,1983
55,91,88,3671,3660
91,83,72,2081,2086
350,15,19,876,870
99,83,92,3690,3653
71,90,94,1619,1615
136,27,26,1091,1086
74,91,90,2840,2831
132,64,72,1776,1785
138,20,24,936,933
23,111,116,4200,4222
115,71,74,2697,2703
100,43,48,1043,1028
69,87,84,2347,2324
124,73,67,1747,1762
175,29,24,793,794
131,42,35,976,968
75,77,79,2012,2029
107,69,62,1109,1090
73,75,66,1526,1512
59,98,111,2431,2426
92,52,50,979,985
42,94,95,2548,2525
110,68,71,1254,1108
90,62,67,1624,1592
63,99,101,2405,2385
134,35,39,1079,1073
72,60,67,1273,1283
84,58,61,941,942
143,30,30,609,602
40,90,86,1937,1930
180,28,21,635,633
293,20,22,622,633
61,63,75,1385,1384
