cve_mun_full,num_dispositivos_home_00_08,num_dispositivos_home_00_05,num_dispositivos_home_primero
02004,38765,36232,91085
09007,27841,24415,81501
19039,27180,25307,60609
21114,26632,23017,79538
08037,22963,20652,69506
14039,21804,19189,68809
15033,21784,18774,69820
14120,20963,18796,52990
02002,20836,19685,40373
11020,19361,16709,67207
09005,19278,16828,56420
15058,16587,14365,52523
22014,16294,14255,46355
15057,14852,13169,39306
09010,14520,13065,35242
23005,14072,11774,37613
28032,14008,12291,35822
31050,13500,11624,38203
08019,12816,11755,35551
09012,12616,11342,30789
24028,12595,11145,35451
09003,12356,11136,28894
19026,12262,11111,32920
05030,11821,10594,34491
09015,11632,10638,32188
09014,11549,10706,23718
19006,11398,10300,31689
15106,11234,9535,34928
15104,10866,9594,30291
16053,10583,8917,35818
01001,10429,9161,31554
26030,10284,9396,31207
15013,10066,8890,27354
05035,9977,9039,28776
09016,9331,8450,23312
25006,9074,8269,28524
12001,8836,7681,23705
19046,8725,8008,21306
14097,8442,7245,28852
17007,8394,7432,21209
09017,8389,7339,24394
14098,8373,7303,28002
15121,8297,7230,24052
28022,7747,6502,23524
09002,7538,6656,19922
30193,7525,6472,23072
02001,7520,6920,20671
28027,7307,6524,18430
19021,7195,6488,19596
09006,7117,6454,20658
15031,7064,6034,25465
27004,6879,5620,23696
15109,6879,5875,21719
09013,6623,5831,17875
30087,6556,5709,18394
14101,6466,5568,22979
23008,6320,5127,15842
15081,6303,5456,18747
19031,6100,5383,20420
19019,6027,5753,10891
15039,5888,5121,20384
09011,5715,4963,16538
03008,5704,5205,13914
10005,5699,5030,16936
19048,5663,5122,14854
13048,5636,5049,14897
19018,5381,4863,17053
25012,5304,4888,12427
11007,5265,4581,16349
15037,5189,4721,10836
07101,5171,4433,13956
28038,4853,4295,12983
14067,4635,4031,11641
09004,4620,4184,10464
15122,4613,3948,15224
11017,4501,3912,15375
28041,4450,3829,13959
09008,4339,3885,11283
15020,4277,3771,11938
15054,4189,3702,10753
15025,3923,3388,12678
15060,3814,3286,10914
24035,3759,3307,11586
26018,3753,3464,10023
25001,3573,3222,10163
17011,3567,3055,10983
18017,3543,3189,9908
21119,3474,3242,6760
22006,3407,3017,8612
13051,3369,2948,9252
03003,3322,3021,9757
28009,3297,2904,8542
20067,3258,2749,9601
10007,3135,2757,10946
05018,3106,2795,9499
15070,2981,2554,10611
30039,2900,2524,8324
16102,2874,2458,7953
28003,2866,2390,9974
04002,2860,2336,9884
21156,2857,2398,9346
30028,2849,2563,7215
15099,2837,2418,8755
22011,2818,2375,8523
05025,2805,2413,8610
22016,2701,2292,7943
17006,2524,2140,7840
26043,2489,2284,6689
26055,2459,2270,5795
12029,2447,2108,8230
15024,2441,2092,7830
11027,2298,1999,6716
30044,2290,1910,7950
30131,2233,1978,5323
04003,2144,1806,6799
23004,2134,1649,7831
15108,2085,1881,5841
15029,2009,1752,6371
02005,2004,1897,4095
32056,1993,1727,6185
32010,1967,1653,8081
02003,1948,1798,5010
06007,1947,1668,5245
21140,1942,1720,4557
11003,1933,1674,5150
32017,1930,1707,5555
08017,1924,1773,5985
13077,1915,1631,5931
18020,1892,1650,5770
26048,1887,1781,5141
07089,1867,1473,6535
11015,1836,1573,5101
30118,1805,1549,5724
15120,1787,1535,5458
06002,1782,1574,4857
26029,1773,1622,5424
15110,1766,1606,3855
21041,1703,1449,4786
15051,1666,1379,6005
28033,1651,1430,4956
19041,1647,1416,6329
17008,1624,1447,4422
14070,1615,1388,5286
30189,1592,1322,5440
17029,1506,1331,3965
15118,1497,1255,4721
06010,1489,1308,3556
16108,1482,1278,4256
08021,1446,1318,4401
15002,1420,1206,4708
17018,1402,1162,4576
14093,1401,1176,5494
25011,1400,1229,5129
