cve_mun_full,num_dispositivos_home_00_08,num_dispositivos_home_00_05,num_dispositivos_home_primero
2004,36338,32859,76211
9007,29295,24398,67927
19039,27478,23989,63949
21114,26196,21502,60516
15033,21818,17996,53746
14120,21744,18721,46776
14039,21435,18150,55902
8037,21059,17515,50806
9005,20603,16849,57425
2002,18446,16992,33471
11020,17754,14574,48526
22014,17032,14217,38917
15058,16742,13852,41094
9010,16397,14083,32856
15057,15596,13179,33719
23005,14454,11911,29835
28032,14040,11929,28967
9003,13873,11994,29121
9012,13756,11759,27928
31050,12972,10718,32337
9014,12908,11133,31729
24028,12513,10478,28497
9015,12330,10349,34667
19026,12046,10566,25399
8019,11989,10463,28351
15106,11950,9445,29264
5030,11572,9664,26137
15104,11422,9438,26915
19006,11419,9851,26849
9016,10990,9250,25803
26030,10261,8922,33245
15013,10258,8752,22641
1001,10056,8299,24753
16053,9425,7769,24104
5035,9108,7679,20774
25006,8774,7643,24802
9017,8738,7291,21381
19046,8675,7707,18376
15121,8471,6975,19946
14097,8450,6990,21978
14098,8343,6945,21449
9002,8178,6925,18711
9006,7629,6481,17385
30193,7467,6215,17985
28022,7432,6053,18967
27004,7373,5724,17882
28027,7255,6182,15021
17007,7247,6112,16164
15109,7063,5754,17886
19021,6992,6121,15085
9013,6765,5754,14971
12001,6761,5513,16184
15031,6709,5461,17269
30087,6531,5432,14110
14101,6442,5341,17618
2001,6432,5717,14905
13048,6275,5219,13026
15037,6272,5530,11259
15081,6226,5211,14563
19019,6145,5704,11006
15039,5869,4837,14475
23008,5832,4656,12508
19048,5722,4998,11870
19031,5682,4811,15754
11007,5539,4601,13516
9011,5515,4639,12461
3008,5506,4980,10877
10005,5483,4610,14329
7101,5481,4401,13644
9004,5447,4788,10538
19018,4941,4327,11743
28038,4860,4189,10463
25012,4730,4200,10339
9008,4679,3978,10410
15054,4526,3802,9847
15020,4488,3773,9990
28041,4456,3698,12052
11017,4429,3685,11841
15122,4205,3407,10165
14067,4120,3586,9200
15025,3761,3077,9298
24035,3716,3117,8796
15060,3705,3058,8839
13051,3628,3019,7325
26018,3627,3259,9220
21119,3619,3199,6169
22006,3554,3044,7126
18017,3473,3073,9191
25001,3350,2875,7768
20067,3303,2598,8184
17011,3179,2600,7869
28009,3148,2718,6611
30039,3088,2523,6921
3003,3034,2636,7731
15070,3008,2403,7943
22011,2975,2378,7200
5018,2933,2420,7253
10007,2884,2275,7830
16102,2844,2369,7239
21156,2713,2154,6385
4002,2709,2084,7387
22016,2669,2177,6938
15099,2605,2130,6593
28003,2603,2062,7657
12029,2585,2025,6894
15024,2567,2088,7053
30028,2559,2251,5434
5025,2444,1982,6264
23004,2259,1563,6264
26043,2253,1990,6105
4003,2248,1826,5857
30044,2236,1724,5928
30131,2226,1897,4585
17006,2180,1786,5466
11027,2147,1855,5124
26055,2103,1949,5229
15108,2043,1706,4629
32017,2042,1645,4523
15029,2037,1694,5191
21140,2000,1713,4247
13077,1921,1533,4659
32010,1915,1382,5971
7089,1904,1425,5489
32056,1891,1489,5292
8017,1812,1575,4592
21041,1781,1476,3873
15051,1762,1375,4452
6007,1758,1484,4136
18020,1728,1485,4361
15120,1719,1420,4191
2005,1688,1555,3590
11015,1672,1386,3942
28033,1654,1357,4050
30118,1643,1349,4076
6002,1634,1401,3817
14070,1605,1325,4409
2003,1576,1413,3408
15118,1562,1241,3841
19041,1544,1296,4329
5027,1518,1233,3864
14093,1513,1183,4211
26048,1506,1407,3912
16108,1478,1262,3730
26029,1476,1306,4033
30189,1473,1156,3863
6010,1453,1234,3364
11003,1430,1168,3620
9009,1414,1140,3370
11037,1406,1065,4188
15002,1377,1120,3509
25011,1367,1119,3815
16052,1357,1086,3906
8021,1316,1112,4044
21019,1296,1005,3369
17008,1273,1065,2825
17018,1256,967,3506
21132,1252,995,2953
30108,1240,975,3174
19009,1232,1065,2753
14053,1226,945,3354
23001,1219,959,2840
19025,1219,1027,3318
29033,1181,966,3247
7078,1173,912,3224
13069,1136,915,3059
15076,1131,919,2804
12035,1113,913,2930
31041,1086,841,2987
24013,1085,880,2744
10012,1081,873,2664
1005,1060,866,2566
13076,1047,807,2679
14023,1043,881,2700
26042,1032,911,3361
27002,1020,694,3131
19049,999,923,1695
8032,992,851,2781
20184,987,753,2435
27013,967,688,2495
15035,958,766,2431
17029,958,731,2580
19033,947,796,2242
12038,937,770,2091
24020,907,746,2376
26017,907,793,3354
21015,903,712,2283
19010,900,747,2310
30124,878,626,2352
30048,875,654,2148
