cve_mun_full,num_dispositivos_home_00_08,num_dispositivos_home_00_05,num_dispositivos_home_primero
2004,22450,21049,67326
19039,17727,15717,61157
9007,14682,13192,60161
21114,13812,12209,53807
9005,12731,11192,50507
14120,12173,10998,41455
2002,11966,11326,28935
8037,11579,10492,46991
15033,11190,10087,48256
14039,10564,9601,47600
22014,9251,8257,33963
28032,8853,7794,25926
11020,8644,7661,44244
9010,8479,7695,27576
15057,8339,7458,28979
9003,8297,7509,24205
9014,8160,7372,21909
9012,7865,7116,24428
15058,7802,7051,35392
23005,7744,6497,24232
8019,7323,6858,26554
31050,7295,6350,30532
24028,6901,6236,25272
9015,6888,6218,27281
15106,6690,5870,25394
15104,6602,5911,23340
19006,6381,5812,24812
26030,6338,5856,26153
9016,6329,5602,19304
5030,5996,5452,24839
19026,5965,5529,21520
15013,5768,5179,19023
15121,5191,4591,17382
19046,5137,4723,16320
16053,5128,4605,21579
1001,5128,4509,22236
9017,5105,4526,17362
25006,5007,4622,20446
9002,4823,4357,16363
5035,4786,4385,18204
17007,4763,4216,14828
28027,4521,3999,13620
28022,4247,3656,16808
9006,4214,3829,14835
14098,3969,3596,19018
30193,3745,3361,15346
14097,3739,3337,19629
27004,3716,3199,16302
2001,3694,3431,12916
13048,3638,3254,11551
9013,3608,3235,12969
15081,3571,3209,13677
30087,3499,3166,11823
15109,3492,3070,14981
12001,3482,3067,14510
15037,3415,3041,9692
19021,3369,3073,13472
19019,3327,3071,6842
7101,3286,2826,12371
19048,3218,2910,10793
11007,3206,2798,12617
10005,3015,2683,12148
25012,2926,2709,9188
14101,2909,2608,15571
3008,2894,2664,9160
15039,2858,2584,13703
9008,2850,2462,12868
9011,2844,2580,10973
15031,2765,2422,16853
23008,2749,2235,9366
9004,2708,2437,8362
28041,2648,2370,10841
15054,2642,2342,7693
28038,2499,2251,9184
11017,2470,2176,11079
15020,2449,2236,8961
19031,2428,2225,14863
14067,2422,2130,7404
26018,2215,2065,8159
18017,2198,2007,7956
22006,2150,1976,6773
