origen,destino,peso
039,120,5145
120,039,4996
039,098,4450
098,039,4418
005,104,4326
006,007,4222
007,006,4205
104,005,4185
007,011,3528
011,007,3477
014,006,3247
006,014,3240
028,035,2920
035,028,2913
015,017,2812
006,017,2781
017,015,2761
017,006,2739
016,015,2739
014,015,2730
039,101,2706
010,014,2702
015,014,2697
015,016,2695
014,010,2672
101,039,2647
015,005,2584
105,028,2574
012,003,2569
028,105,2548
003,012,2520
005,015,2490
017,005,2219
005,017,2214
016,010,2169
010,016,2165
005,002,2136
011,014,2131
002,005,2105
014,011,2102
039,097,2100
058,007,2085
007,058,2083
013,050,2076
050,013,2076
039,046,2041
046,039,2030
097,039,2019
119,114,1977
039,026,1976
007,003,1960
003,007,1958
058,033,1938
006,005,1928
005,006,1918
026,039,1901
030,027,1879
033,058,1836
114,119,1819
016,057,1792
057,016,1767
010,008,1765
005,058,1759
104,013,1740
005,033,1728
008,010,1724
046,006,1715
027,030,1709
098,097,1701
009,038,1676
058,005,1671
097,098,1658
038,009,1658
026,031,1655
013,104,1654
014,003,1653
003,014,1618
006,046,1616
033,005,1608
031,026,1596
005,004,1560
033,081,1555
004,005,1553
058,031,1527
014,007,1524
081,033,1496
106,054,1489
051,048,1476
007,014,1471
098,101,1469
054,106,1467
101,098,1464
048,051,1463
031,058,1460
004,010,1451
012,013,1421
010,004,1416
006,026,1413
013,012,1407
109,020,1393
039,025,1382
020,109,1377
025,039,1362
120,098,1361
026,006,1358
193,028,1334
039,020,1328
028,193,1315
002,004,1313
004,002,1309
013,121,1287
098,120,1284
035,007,1282
019,039,1270
018,010,1266
020,039,1258
007,035,1257
050,041,1250
121,013,1249
041,050,1229
021,046,1223
001,005,1222
002,104,1221
005,001,1221
039,019,1210
046,021,1199
104,002,1195
006,015,1189
002,016,1187
003,004,1176
016,014,1175
015,006,1171
015,002,1149
004,003,1146
122,039,1144
002,015,1142
046,026,1138
033,007,1128
004,001,1124
007,033,1121
026,046,1119
121,109,1118
016,002,1114
039,122,1114
109,121,1110
001,004,1099
010,002,1094
010,003,1093
003,010,1076
017,007,1075
020,037,1075
002,010,1074
010,018,1070
007,013,1053
037,020,1051
014,016,1047
057,104,1036
013,007,1032
007,017,1027
021,006,1023
006,021,1015
005,007,1006
021,039,999
007,005,996
039,006,992
007,015,991
039,018,991
033,002,991
006,039,984
104,057,984
015,007,982
014,005,975
003,038,974
039,021,972
039,048,968
018,039,968
005,014,950
041,114,948
008,012,942
048,039,935
002,033,933
007,070,918
114,041,913
012,007,910
033,104,910
007,012,910
104,033,909
097,101,903
012,010,897
101,097,897
038,003,893
006,058,885
012,008,884
104,121,884
017,058,883
121,104,881
058,006,879
121,024,878
056,017,878
010,012,877
012,011,871
070,007,871
017,056,866
024,121,854
058,017,847
120,097,837
006,041,833
097,120,829
088,053,821
120,020,820
011,012,819
005,013,818
004,013,807
041,006,806
013,004,806
053,088,803
041,030,781
020,033,775
004,037,773
033,020,771
013,005,766
030,041,759
002,057,757
057,002,756
050,005,755
010,005,751
037,004,747
083,048,737
020,120,736
018,006,733
005,010,731
033,032,729
048,083,728
031,039,722
007,020,717
020,007,716
006,018,711
039,007,697
032,033,697
106,118,694
039,031,689
057,037,688
114,015,684
005,050,680
022,025,678
122,025,667
007,039,666
037,057,666
051,106,666
002,006,666
015,114,666
013,003,664
118,106,662
013,057,658
060,013,658
006,002,657
006,004,656
013,060,654
005,003,647
057,013,645
011,024,644
025,022,642
008,005,635
050,101,635
001,011,632
003,013,632
101,050,632
025,122,631
004,006,629
005,008,629
017,014,623
029,031,617
019,004,617
048,019,614
015,010,613
109,033,611
016,004,609
025,031,603
031,025,602
004,019,599
014,017,599
019,048,597
031,029,597
009,003,593
003,009,592
048,018,585
011,001,584
010,015,583
011,005,580
018,048,576
033,017,575
106,051,574
005,121,566
003,005,565
024,011,564
070,058,563
041,003,562
016,017,561
037,032,556
121,005,556
005,011,555
033,010,555
033,109,555
070,039,553
114,033,552
009,007,548
010,033,548
033,114,547
048,108,546
058,070,546
070,098,545
039,070,541
005,016,540
104,109,539
020,031,537
066,063,536
025,006,536
004,016,534
016,005,534
039,106,533
063,066,531
013,011,529
017,033,526
007,009,524
032,037,522
109,104,522
108,048,521
070,031,520
106,039,519
011,013,518
006,025,517
035,012,516
008,002,514
012,014,513
003,041,510
017,016,507
098,070,505
067,390,504
013,010,504
010,013,502
156,114,501
114,156,501
031,020,498
003,002,495
015,033,494
390,067,493
031,033,492
012,035,491
027,025,490
002,003,487
114,140,485
002,008,484
014,012,482
008,004,482
031,070,480
030,006,479
033,015,478
006,030,477
025,027,476
114,058,475
033,031,474
058,114,474
001,028,473
011,006,472
035,017,469
003,030,465
031,006,463
030,003,463
121,095,462
058,081,460
076,051,460
095,121,457
007,018,456
006,011,455
081,058,451
004,008,451
017,035,450
016,012,449
114,025,448
013,033,447
031,021,446
108,109,446
109,108,445
021,031,445
002,001,444
006,031,443
140,114,442
087,065,441
028,001,439
025,114,439
033,013,436
016,007,435
098,020,434
019,018,433
193,105,432
018,019,432
006,010,430
007,122,427
007,016,427
012,016,425
106,076,424
065,087,423
067,385,423
120,101,423
122,007,422
018,007,420
033,003,418
010,007,417
007,104,417
007,004,415
385,067,415
007,010,414
010,006,414
041,034,414
031,005,413
007,002,412
051,076,411
004,007,410
015,020,410
044,068,410
068,044,410
020,067,409
003,033,409
002,013,409
101,120,409
104,007,406
033,012,405
101,020,404
033,016,404
013,002,402
020,101,401
034,041,400
003,058,399
001,007,398
013,014,397
097,070,397
002,011,397
001,002,393
008,007,392
058,003,390
005,031,389
105,193,388
076,106,388
005,043,388
002,007,387
035,001,387
016,033,386
033,037,385
007,008,385
020,098,385
032,028,384
020,015,382
041,021,380
070,097,378
028,032,378
015,058,377
001,003,377
021,041,377
067,020,374
011,002,374
043,005,372
109,024,371
003,015,370
024,109,370
017,012,370
114,007,369
017,004,368
012,033,365
053,039,364
017,010,362
025,029,362
058,015,362
014,013,361
014,033,360
007,001,359
007,114,358
006,012,358
014,020,356
015,003,355
010,017,354
003,001,350
039,053,350
012,006,347
037,033,347
012,017,347
021,010,345
014,004,345
039,017,344
004,012,342
011,028,342
012,004,340
011,015,339
010,021,339
106,087,339
001,035,339
015,011,339
008,017,338
140,119,338
029,011,338
017,008,337
007,029,335
031,007,335
033,014,334
011,122,334
058,013,333
020,014,333
029,025,331
004,014,330
032,014,330
087,106,330
028,011,330
020,005,328
013,058,327
020,108,326
011,029,326
119,140,324
108,024,322
029,007,322
024,108,320
001,008,319
039,010,318
018,030,318
017,039,318
005,020,318
002,014,316
053,020,316
008,003,315
122,011,315
097,020,314
006,003,312
011,008,312
006,008,311
042,018,311
010,039,311
108,020,310
014,032,309
017,020,305
020,053,304
018,008,303
007,031,301
003,008,301
009,097,301
101,027,300
026,087,300
012,031,300
020,097,300
015,104,299
028,021,298
106,016,297
012,002,296
031,012,296
018,042,296
016,106,295
007,025,295
030,004,294
008,001,294
008,006,294
003,031,294
054,076,293
013,114,293
004,017,292
010,001,291
002,058,291
005,106,289
