origen,destino,peso
028,105,4979
105,028,4974
007,011,4392
011,007,4327
039,098,3564
098,039,3545
039,120,3373
120,039,3361
007,006,3037
006,007,3030
005,104,2617
039,101,2614
101,039,2599
005,002,2577
104,005,2562
050,013,2518
002,005,2509
013,050,2507
014,006,2490
006,014,2471
035,028,2457
028,035,2448
015,017,2429
017,015,2420
097,039,2124
039,097,2121
005,058,2037
058,005,2022
006,046,1874
046,006,1859
001,004,1842
005,033,1833
033,005,1825
004,001,1762
003,012,1759
004,002,1758
006,017,1740
002,004,1712
012,003,1705
014,011,1698
017,006,1697
011,014,1687
004,005,1681
033,081,1647
003,007,1628
005,004,1622
007,003,1599
081,033,1594
098,097,1587
026,031,1585
014,010,1578
014,015,1563
010,014,1559
097,098,1545
031,026,1533
010,008,1518
005,017,1512
017,005,1511
015,016,1509
010,018,1503
015,014,1503
016,015,1488
114,119,1481
119,114,1480
008,010,1471
018,010,1468
026,039,1467
007,035,1462
035,007,1432
039,026,1420
039,046,1407
046,039,1400
104,013,1349
058,007,1321
039,020,1321
013,104,1312
006,005,1299
005,006,1287
020,039,1285
058,033,1282
007,058,1281
054,106,1277
033,058,1273
025,039,1268
058,031,1262
007,005,1259
013,004,1259
007,013,1244
122,039,1244
013,007,1240
039,025,1237
004,013,1236
005,007,1234
031,058,1222
015,005,1220
039,122,1219
012,007,1211
106,054,1207
006,026,1203
014,003,1201
007,012,1191
101,098,1190
003,014,1183
120,098,1183
012,013,1183
019,004,1177
009,038,1176
026,006,1175
098,101,1170
004,019,1164
001,005,1152
038,009,1141
002,104,1129
013,121,1129
005,015,1123
104,002,1123
051,048,1117
013,012,1117
005,001,1116
121,013,1115
083,048,1110
048,083,1108
098,120,1105
048,051,1104
004,037,1094
037,004,1088
046,026,1053
010,016,1039
026,046,1038
037,020,1033
016,010,1027
007,014,1020
014,007,1010
004,010,1003
004,003,1001
016,057,991
002,033,990
033,002,990
101,097,987
097,101,986
057,016,976
003,004,973
020,120,969
120,020,967
020,109,965
020,037,962
020,007,960
010,004,960
002,010,950
006,041,942
109,020,937
193,028,935
007,020,930
010,002,928
050,041,926
041,006,923
033,114,922
007,033,920
028,193,919
114,033,913
041,050,903
004,015,902
021,039,901
018,039,899
006,021,896
015,004,895
033,104,892
008,005,887
104,033,886
002,003,885
039,018,881
005,008,881
033,007,880
039,021,872
006,039,861
021,006,854
021,046,846
005,050,842
027,030,837
002,050,837
050,005,837
050,002,832
007,017,830
003,002,829
046,021,825
039,006,825
008,012,824
030,027,823
012,008,816
001,011,813
007,015,812
017,007,810
053,088,798
048,039,797
006,011,789
017,004,784
057,002,783
019,039,779
002,057,778
189,124,775
015,007,775
088,053,769
124,189,767
057,037,765
003,010,764
010,003,763
005,003,763
003,038,758
031,039,756
011,006,756
041,114,755
039,019,751
039,031,750
039,048,750
015,002,743
002,015,741
004,017,736
037,057,735
003,005,733
002,016,730
016,002,729
013,011,728
008,002,727
011,013,726
038,003,719
114,041,714
037,032,713
011,001,713
050,101,708
015,006,706
002,008,699
007,070,692
014,005,692
005,014,691
033,032,687
101,050,684
010,033,684
097,120,679
063,047,678
032,037,677
006,015,677
005,010,676
010,005,673
120,097,670
047,063,668
033,010,663
039,007,662
032,033,661
005,013,660
017,058,658
013,005,656
011,002,653
109,121,652
006,058,651
007,039,651
033,109,650
109,033,646
070,007,643
041,030,642
056,017,637
017,035,636
002,011,635
058,017,635
106,118,634
025,046,633
017,056,631
121,109,631
035,017,631
118,106,630
007,009,629
001,002,627
030,041,626
020,033,624
006,018,623
013,057,622
029,007,619
121,024,618
002,001,617
007,029,616
012,010,614
009,007,613
057,013,612
018,006,610
016,014,610
010,012,607
033,020,607
058,006,602
122,025,602
008,004,600
012,016,593
025,122,592
012,011,591
015,114,591
024,121,588
016,012,587
004,008,583
008,007,582
020,011,581
046,025,581
039,070,580
029,031,580
114,015,579
013,003,576
011,012,574
005,011,574
003,013,572
006,004,571
104,057,570
021,031,570
011,020,569
006,002,569
070,039,565
013,010,562
013,033,561
039,044,557
044,039,555
033,013,555
120,101,555
068,075,555
057,104,552
020,098,552
002,006,548
007,008,546
011,005,542
031,029,541
010,013,541
007,004,540
101,120,539
005,114,538
007,018,538
004,006,536
051,106,535
031,021,535
014,016,533
005,037,530
018,007,527
114,005,525
010,007,524
009,003,521
061,017,518
037,005,516
031,010,514
033,017,514
010,015,514
075,068,511
055,020,510
028,039,509
001,003,509
031,006,508
006,031,506
017,033,504
001,028,504
008,003,500
098,020,500
104,121,499
003,009,497
017,061,497
121,104,495
106,051,495
050,004,494
092,050,493
002,013,491
007,002,491
004,007,491
020,012,491
003,001,490
031,033,488
007,010,488
010,001,487
002,007,486
013,002,484
039,028,483
028,001,483
033,031,477
015,010,476
101,020,475
010,031,474
070,058,471
020,101,471
003,008,469
002,017,469
028,032,469
032,028,467
017,002,466
104,007,466
031,070,463
007,104,461
030,018,459
008,016,458
012,035,457
058,070,456
039,053,453
017,014,451
004,050,451
050,092,450
012,020,450
058,003,447
004,012,447
070,031,447
048,019,446
121,085,443
005,012,443
017,012,441
019,048,440
002,018,440
005,031,438
018,030,437
030,033,437
012,017,432
087,106,431
014,017,429
031,005,428
048,018,427
012,014,427
066,030,427
033,015,427
001,008,426
120,009,425
025,114,423
009,120,423
003,058,422
120,042,422
097,020,422
012,004,422
010,017,422
001,010,421
018,048,421
053,039,421
121,005,420
035,012,419
006,025,417
016,008,416
021,028,416
013,060,415
005,121,414
003,054,413
004,018,413
037,017,413
006,030,413
033,030,410
114,025,409
106,087,407
007,114,407
014,012,406
085,121,406
058,081,405
020,097,405
006,010,405
018,028,404
020,055,404
114,007,401
033,121,401
015,033,400
033,042,399
017,037,399
005,106,398
029,011,397
060,013,396
028,021,396
003,030,395
081,058,395
054,003,395
058,114,393
017,020,393
092,075,393
016,004,392
002,037,392
030,006,392
075,092,392
058,002,392
001,007,391
005,016,391
011,029,391
018,002,390
013,016,389
106,028,389
004,016,386
012,005,386
002,058,386
025,031,386
106,005,386
028,018,385
039,017,383
030,003,382
004,009,381
041,021,381
020,017,381
008,017,380
121,033,379
016,013,379
042,120,379
010,006,379
042,033,379
109,108,379
031,025,379
018,004,377
017,010,377
108,109,377
018,008,376
047,030,374
017,039,374
058,012,374
087,065,373
030,066,373
025,006,372
002,100,372
156,114,370
114,058,369
