origen,destino,peso
012,003,39282
003,012,38389
016,015,38088
015,016,37609
010,014,35726
014,010,35627
010,016,29515
016,010,29323
039,120,28305
120,039,28186
015,014,26433
014,015,26106
039,019,25665
019,039,25613
010,008,24571
004,010,23862
010,004,23776
008,010,23639
006,017,22885
119,114,21977
057,016,21671
114,119,21518
016,057,21392
017,006,21168
007,006,20047
006,007,19486
014,003,18595
017,005,18153
003,014,18091
005,017,17624
014,006,17011
006,014,15985
003,010,15610
039,046,15106
013,012,14933
010,003,14931
012,013,14894
046,039,14839
005,104,14659
039,026,14412
039,098,14342
026,039,14341
104,005,14293
098,039,14221
017,015,13716
015,017,13209
015,005,12480
005,015,12006
057,104,11984
016,014,11808
104,057,11577
106,054,11463
003,007,11327
014,016,11292
054,106,10903
007,011,10579
007,003,10558
011,007,10473
046,021,9988
021,046,9946
005,002,9718
104,013,9702
013,104,9612
002,015,9566
015,002,9464
002,005,9374
048,051,8886
051,048,8871
010,012,8819
028,035,8753
012,010,8715
019,048,8632
035,028,8601
048,019,8565
120,098,8401
098,120,8389
002,016,8288
109,121,8224
121,109,8137
011,014,8076
014,011,8065
004,037,7971
037,004,7806
193,028,7666
028,193,7626
016,002,7457
016,004,7186
004,016,7022
007,014,6860
046,006,6847
005,058,6838
037,057,6793
006,046,6673
015,006,6629
058,005,6583
009,038,6458
038,009,6450
057,013,6355
014,007,6352
006,015,6348
013,057,6334
057,037,6322
007,058,6288
058,007,6263
046,026,6244
026,046,6188
008,012,5871
140,119,5701
104,002,5633
076,051,5349
119,140,5329
002,104,5143
033,081,5067
039,101,5054
101,039,5051
051,076,5039
081,033,5006
012,008,4962
058,033,4824
033,058,4732
104,121,4649
121,104,4624
050,013,4593
097,098,4579
013,050,4571
098,097,4522
031,026,4394
026,031,4326
005,033,4302
033,005,4185
104,033,4161
033,104,4155
026,006,4099
006,026,4024
005,001,4021
120,097,3986
002,057,3933
001,005,3917
098,101,3878
006,005,3875
006,021,3866
021,006,3859
097,120,3850
101,098,3840
070,007,3822
005,006,3777
020,109,3758
007,070,3741
109,020,3735
057,002,3733
062,051,3541
035,007,3461
051,062,3453
007,035,3440
039,018,3398
018,039,3388
114,140,3354
058,017,3284
010,002,3275
007,013,3273
013,007,3217
002,010,3215
070,098,3209
013,004,3208
017,058,3190
004,013,3186
004,005,3185
025,039,3184
039,025,3177
005,004,3141
098,070,3126
058,006,3103
006,058,3101
041,034,3068
121,024,3053
011,005,3041
005,011,3041
034,041,3009
027,030,2983
024,121,2958
051,106,2948
140,114,2908
030,027,2839
017,056,2839
056,017,2782
121,013,2766
105,028,2758
013,121,2754
028,105,2746
