origen,destino,peso
028,105,4031
105,028,4020
039,120,3884
120,039,3835
039,098,3729
098,039,3561
007,011,2861
011,007,2853
006,007,2762
007,006,2717
028,035,2709
035,028,2697
005,104,2513
104,005,2448
014,006,2327
006,014,2280
012,003,2186
039,101,2110
101,039,2077
003,012,2072
017,006,1938
004,003,1912
006,017,1887
015,017,1822
003,004,1815
017,015,1762
039,097,1680
097,039,1680
058,005,1615
014,015,1613
005,058,1599
017,005,1557
039,026,1534
005,017,1520
016,015,1507
015,014,1504
006,005,1495
005,006,1490
015,016,1489
098,097,1477
039,046,1472
014,011,1472
026,039,1470
002,005,1468
011,014,1461
046,039,1456
097,098,1447
005,002,1438
007,058,1426
003,007,1424
005,033,1423
054,106,1421
007,003,1396
106,054,1395
033,005,1389
058,007,1377
006,026,1371
026,031,1368
010,014,1365
031,026,1346
026,006,1344
014,010,1342
081,033,1324
033,081,1318
046,006,1309
050,013,1306
119,114,1298
013,050,1293
006,046,1269
010,008,1262
114,119,1256
016,010,1218
008,010,1214
120,098,1213
098,120,1197
015,005,1195
012,013,1185
013,012,1184
104,013,1179
098,101,1176
101,098,1167
010,016,1166
038,009,1166
009,038,1164
005,015,1154
013,104,1133
058,033,1120
051,048,1118
014,003,1098
005,004,1093
035,007,1093
007,035,1080
048,051,1073
010,004,1063
033,058,1062
057,016,1058
004,005,1053
016,057,1042
004,001,1040
001,004,1028
003,014,1018
046,021,1012
004,010,999
028,193,997
193,028,993
002,010,992
021,046,982
058,031,975
010,018,972
010,002,960
025,039,950
109,020,940
014,007,938
007,014,935
039,025,934
031,058,926
007,012,919
050,041,887
012,007,885
039,021,883
005,001,875
020,109,873
041,050,869
021,039,864
122,039,863
039,122,862
109,121,856
026,046,851
121,109,845
001,005,836
006,039,830
002,104,826
046,026,822
019,039,818
104,033,813
015,006,812
104,002,808
033,104,803
013,007,801
015,002,799
039,006,799
039,019,793
017,007,785
002,015,781
007,013,775
003,010,769
018,010,762
018,039,755
039,018,744
007,005,742
004,002,741
006,015,740
002,004,735
121,024,732
010,003,729
013,004,727
020,039,723
033,002,719
024,121,717
039,020,707
002,033,705
013,121,705
030,041,695
021,006,694
057,104,692
007,017,692
004,013,691
017,056,687
121,013,684
104,057,676
006,021,673
007,070,672
005,007,672
120,097,670
039,048,667
041,030,663
097,120,662
008,012,661
048,039,657
114,041,656
006,058,655
056,017,654
041,114,650
083,048,649
016,014,648
002,016,645
030,032,640
048,083,639
003,038,638
070,007,630
006,041,629
041,006,628
012,008,620
015,007,616
032,030,615
012,010,614
038,003,614
106,118,604
058,006,600
037,020,599
016,002,598
010,012,596
114,015,591
007,015,589
101,097,587
015,114,586
004,019,583
097,101,582
014,016,579
037,004,574
020,037,573
014,005,570
053,088,565
002,057,565
118,106,564
020,007,557
088,053,553
005,014,550
013,060,548
104,121,542
007,020,540
020,033,540
033,032,539
017,058,537
033,020,537
032,033,535
122,025,533
004,037,531
004,006,530
058,017,527
010,005,526
057,002,525
019,004,524
060,013,524
007,039,520
003,013,516
011,001,513
108,048,510
025,122,507
