origen,destino,peso
007,006,7518
012,003,7394
015,016,7138
016,015,7100
006,007,6983
003,012,6970
120,039,6614
010,014,6389
039,120,6314
014,010,6143
006,017,6119
104,005,5870
005,104,5795
098,039,5770
011,007,5722
006,014,5661
017,006,5611
039,098,5603
007,011,5575
014,006,5510
014,015,5458
017,015,5232
010,016,5216
015,014,5184
057,016,5020
016,010,4948
046,039,4852
005,017,4839
026,039,4704
039,046,4690
017,005,4681
015,017,4621
016,057,4559
039,019,4469
019,039,4361
010,008,4308
039,026,4287
008,010,4284
035,028,4169
028,035,4139
005,002,3990
119,114,3980
003,014,3866
114,119,3859
014,003,3815
002,005,3806
005,015,3802
013,012,3668
101,039,3621
013,050,3559
050,013,3549
015,005,3510
039,101,3474
013,104,3445
012,013,3400
014,011,3380
004,010,3360
106,054,3351
011,014,3335
003,007,3335
010,004,3318
058,005,3282
054,106,3235
006,046,3163
007,003,3150
046,006,3101
104,013,3083
005,058,2998
058,007,2996
051,048,2907
007,058,2899
005,006,2802
006,005,2768
104,057,2745
003,010,2734
048,051,2732
016,014,2681
007,014,2649
057,104,2629
033,104,2601
014,016,2584
109,121,2547
081,033,2531
028,105,2521
105,028,2519
010,003,2514
002,015,2477
033,058,2466
021,046,2452
015,002,2434
104,033,2406
002,016,2401
039,097,2391
097,039,2377
009,038,2365
121,109,2360
033,005,2351
058,033,2349
033,081,2334
005,033,2323
038,009,2305
028,193,2265
101,098,2259
014,007,2256
046,021,2248
098,101,2215
193,028,2191
097,098,2158
098,097,2125
104,002,2115
026,006,2100
012,010,2082
031,026,2075
050,005,2074
006,026,2071
005,050,2058
006,015,2051
005,004,2031
031,058,2022
098,120,2001
058,031,1999
020,109,1995
120,098,1988
016,002,1981
004,005,1963
006,039,1927
026,031,1923
039,006,1890
035,007,1885
121,104,1878
008,012,1873
010,012,1864
007,035,1860
026,046,1854
046,026,1848
109,020,1836
015,006,1834
002,104,1808
037,004,1801
006,021,1799
021,006,1798
018,010,1782
004,037,1758
057,002,1757
050,041,1748
004,007,1746
010,018,1723
041,050,1722
002,057,1718
010,002,1705
012,008,1694
070,007,1690
002,010,1666
025,039,1665
039,025,1660
104,121,1633
041,006,1618
007,070,1617
039,122,1608
018,039,1599
007,004,1590
006,041,1578
037,057,1575
013,121,1562
007,013,1554
013,007,1540
039,018,1536
121,013,1520
122,039,1505
001,005,1480
038,003,1467
004,006,1460
058,006,1456
057,037,1445
048,039,1436
017,007,1425
005,001,1421
003,038,1412
007,012,1410
006,058,1410
006,004,1410
020,037,1405
027,030,1388
007,017,1387
030,027,1375
012,007,1373
106,076,1373
039,020,1372
013,057,1370
002,004,1366
037,020,1355
048,019,1351
039,048,1349
076,051,1345
114,041,1335
013,004,1327
021,039,1322
004,016,1320
007,005,1317
041,114,1312
020,033,1299
058,017,1293
005,007,1286
014,005,1285
019,048,1280
004,013,1275
016,004,1274
020,039,1271
076,106,1269
033,020,1260
004,002,1258
033,002,1250
121,024,1248
024,121,1240
083,048,1236
007,015,1234
057,013,1225
004,003,1224
048,083,1215
017,058,1214
039,021,1208
002,033,1194
003,004,1193
051,076,1184
005,014,1183
001,004,1177
011,005,1172
041,030,1171
051,106,1162
004,001,1143
118,106,1142
015,007,1136
005,011,1128
030,041,1124
018,048,1105
015,114,1099
048,018,1080
029,031,1079
033,032,1070
106,118,1069
006,031,1067
017,056,1061
031,029,1060
097,120,1058
032,033,1056
114,015,1056
097,101,1039
033,007,1036
007,033,1029
120,097,1029
056,017,1019
031,006,1017
101,097,1017
140,119,1014
106,051,989
002,008,988
119,140,979
039,031,977
060,013,972
031,039,972
018,006,944
012,011,931
013,003,926
041,034,925
011,012,925
009,003,921
005,010,921
010,005,921
006,018,917
054,076,903
033,010,902
013,060,901
034,041,899
007,020,897
098,070,888
058,070,886
025,031,884
070,058,872
003,013,871
008,002,870
020,007,862
114,140,861
031,025,859
005,008,859
003,009,856
004,019,855
003,041,848
140,114,847
010,033,846
050,101,844
066,063,839
032,028,837
189,102,834
101,050,821
044,068,820
068,044,820
109,104,817
041,003,817
070,098,815
102,189,808
051,062,803
008,005,802
008,007,801
062,051,797
063,066,794
028,032,793
104,109,792
121,095,792
065,087,783
087,065,777
048,108,777
017,014,776
010,013,769
019,004,769
095,121,759
011,001,758
025,006,757
108,048,756
010,015,752
001,011,745
007,018,745
013,010,740
122,025,736
015,010,735
120,020,735
011,013,734
014,017,732
020,120,731
013,005,730
007,039,728
088,053,723
008,011,723
021,031,720
076,054,716
087,039,715
011,008,715
005,013,715
042,018,712
031,021,712
002,007,709
007,002,708
018,042,708
039,070,705
011,006,705
039,087,702
007,008,701
039,007,700
013,011,699
006,025,699
018,007,693
035,017,693
025,122,692
070,097,688
001,039,688
006,011,687
070,039,684
028,039,684
122,007,681
031,070,677
108,109,677
070,031,676
021,041,673
007,009,662
017,035,657
018,008,656
008,018,654
041,021,653
019,002,652
053,088,647
024,109,644
025,022,644
087,106,644
017,016,643
097,070,640
022,025,638
109,108,638
390,067,637
005,003,635
009,007,633
005,016,633
140,041,632
106,087,627
114,058,624
039,001,623
033,031,621
006,030,619
058,104,617
041,140,617
058,114,617
109,033,615
039,028,614
106,039,614
003,002,612
017,033,612
030,006,611
122,104,610
067,390,608
033,017,607
010,006,606
002,003,605
033,015,605
031,033,602
007,122,601
012,014,598
016,017,597
001,028,596
016,012,592
014,032,592
002,019,592
012,016,590
033,114,590
104,058,586
028,001,586
109,024,583
006,010,583
033,109,578
114,033,575
011,024,573
122,011,572
011,122,571
005,043,571
004,008,571
037,016,570
007,010,565
013,033,564
016,005,564
028,018,561
003,005,561
385,067,561
016,037,559
058,012,558
081,104,556
015,033,556
011,028,554
043,005,551
039,106,550
017,012,548
032,014,543
018,028,540
114,156,539
033,013,538
002,001,538
156,114,537
012,058,537
121,005,537
104,122,533
008,003,532
008,004,531
029,011,530
030,039,525
067,385,519
114,007,519
010,007,518
007,031,518
037,032,514
011,029,514
104,081,512
002,006,512
031,007,512
005,121,510
003,015,509
032,037,507
