origen,destino,peso
120,039,46005
039,120,46001
016,015,36601
015,016,36458
012,003,35281
003,012,34713
014,010,34245
010,014,33889
010,016,28882
016,010,28607
019,039,26477
039,019,26406
015,014,24813
014,015,24377
004,010,23521
010,004,23372
010,008,22741
008,010,21868
119,114,20783
057,016,20633
016,057,20525
114,119,20330
006,017,19581
017,006,18378
007,006,18312
006,007,18153
014,003,17471
003,014,16790
017,005,16479
005,017,16102
039,046,15124
014,006,15084
003,010,14902
046,039,14829
010,003,14373
039,026,14359
026,039,14288
006,014,14222
012,013,13165
013,012,13159
039,098,12968
098,039,12951
005,104,12814
017,015,12798
104,005,12587
015,017,12191
057,104,12005
015,005,11990
016,014,11935
104,057,11759
005,015,11318
014,016,11260
106,054,10958
003,007,10935
054,106,10345
007,003,10173
048,051,9905
051,048,9843
046,021,9450
021,046,9417
007,011,9356
011,007,9265
013,104,9040
005,002,9034
104,013,9026
002,015,8704
012,010,8610
010,012,8607
015,002,8556
002,005,8553
019,048,8506
048,019,8470
109,121,8421
121,109,8292
002,016,7996
004,037,7979
028,035,7812
098,120,7734
037,004,7707
035,028,7696
014,011,7683
120,098,7638
011,014,7598
028,193,7373
193,028,7318
016,002,7310
016,004,7179
004,016,6860
037,057,6739
057,037,6548
046,006,6391
006,046,6286
007,014,6235
057,013,6133
013,057,6119
005,058,6057
038,009,6046
009,038,6014
014,007,5958
046,026,5873
015,006,5795
006,015,5767
026,046,5727
058,005,5710
008,012,5631
007,058,5488
058,007,5429
104,002,5319
140,119,5228
033,081,5043
081,033,5001
012,008,4872
002,104,4839
076,051,4813
119,140,4809
051,076,4424
121,104,4414
104,121,4330
039,016,4153
039,101,4095
033,104,4079
104,033,4037
101,039,4012
005,033,3993
026,006,3986
016,039,3984
033,005,3939
097,098,3894
098,097,3885
109,020,3854
006,026,3837
020,109,3834
006,005,3780
005,006,3776
058,033,3730
120,097,3697
050,013,3653
013,050,3642
007,070,3639
070,007,3628
056,017,3616
097,120,3608
005,001,3595
017,056,3572
001,005,3543
006,021,3496
033,058,3473
021,006,3468
026,031,3399
039,018,3365
062,051,3333
018,039,3328
031,026,3308
051,062,3288
002,057,3285
098,101,3240
114,140,3238
001,004,3233
010,002,3230
006,058,3214
004,001,3202
101,098,3200
105,028,3168
028,105,3159
002,010,3147
121,024,3140
057,002,3107
058,006,3073
024,121,3042
017,058,3022
058,017,2977
007,013,2969
004,005,2909
070,098,2906
041,034,2879
005,004,2875
013,007,2857
098,070,2821
140,114,2803
034,041,2771
005,011,2762
035,007,2734
051,106,2706
004,013,2682
007,035,2675
013,004,2664
011,005,2649
027,030,2593
039,025,2591
007,012,2591
044,068,2590
068,044,2587
030,027,2567
114,041,2562
025,039,2543
012,007,2515
041,114,2486
054,076,2451
050,041,2422
041,050,2401
121,013,2385
016,037,2375
037,016,2364
005,008,2355
008,005,2348
013,121,2348
033,020,2307
114,015,2305
020,033,2280
048,083,2255
083,048,2234
015,010,2223
048,039,2214
058,031,2211
015,114,2206
039,048,2188
014,005,2175
087,065,2162
021,039,2157
052,048,2152
106,051,2149
065,087,2129
011,012,2112
048,052,2112
005,014,2068
039,021,2066
031,058,2061
012,011,2038
106,118,2020
010,015,2016
062,004,2011
118,106,2001
048,018,1999
017,007,1991
004,062,1971
008,007,1962
076,054,1955
076,106,1945
018,048,1931
003,038,1926
121,095,1922
106,076,1921
033,002,1901
007,008,1900
095,121,1898
006,004,1885
038,003,1876
013,060,1875
097,070,1863
002,033,1862
004,006,1861
048,108,1847
108,048,1844
011,008,1814
060,013,1804
070,097,1793
390,067,1778
067,390,1768
007,015,1762
033,010,1745
013,003,1731
010,033,1720
015,007,1718
039,049,1686
049,039,1684
011,028,1676
008,011,1667
003,013,1665
028,011,1642
007,017,1622
039,006,1614
140,041,1598
041,140,1585
006,039,1582
005,007,1557
018,008,1556
007,005,1548
037,020,1535
020,037,1526
011,122,1488
104,109,1474
008,018,1472
122,039,1450
056,077,1444
010,018,1427
018,010,1399
122,011,1394
050,008,1391
008,050,1381
077,056,1381
109,104,1360
039,122,1350
053,088,1345
067,385,1341
385,067,1332
088,053,1331
003,015,1322
010,017,1309
108,109,1308
007,018,1303
007,122,1301
119,106,1281
029,031,1278
006,041,1272
109,108,1265
106,119,1263
015,003,1260
003,004,1251
005,050,1251
013,011,1231
039,097,1230
067,020,1224
025,022,1224
011,013,1223
005,016,1220
122,007,1217
004,003,1210
050,005,1208
007,039,1206
006,030,1202
020,067,1202
022,025,1202
017,010,1201
016,005,1199
014,017,1198
030,006,1176
039,007,1173
097,039,1173
041,006,1170
035,017,1168
012,016,1162
031,029,1153
018,007,1143
045,079,1131
016,012,1124
079,045,1118
017,035,1093
008,001,1092
017,014,1076
033,036,1070
001,008,1069
070,039,1059
005,043,1051
039,070,1048
036,033,1043
003,005,1042
009,007,1040
043,005,1029
032,033,1019
018,028,1012
050,101,1008
005,003,1006
033,032,994
039,028,979
016,017,975
007,009,973
006,018,968
101,050,967
018,006,957
028,018,952
037,015,943
024,108,935
020,108,935
039,050,934
020,007,932
050,039,931
058,070,930
070,058,927
108,020,918
024,109,918
017,016,917
028,039,910
012,009,906
015,037,901
027,017,900
002,004,896
017,027,893
008,003,890
007,020,889
108,024,889
035,108,882
118,085,881
004,002,879
085,118,877
015,033,876
109,024,873
017,008,869
157,067,867
021,041,867
054,055,866
108,035,865
010,013,861
041,021,859
067,157,857
031,070,850
016,007,848
033,015,847
008,017,841
055,054,837
013,010,829
122,025,826
025,031,822
031,025,813
003,008,809
007,016,808
025,122,807
030,004,803
006,012,800
004,030,792
012,014,787
016,071,783
003,002,780
002,003,762
009,003,759
031,039,759
071,016,757
039,014,756
003,009,754
122,070,748
029,006,745
057,015,744
012,006,744
029,011,743
024,091,742
001,011,736
039,031,733
009,012,732
011,029,727
011,001,726
053,033,716
033,053,716
074,132,715
070,031,713
039,108,713
026,087,712
014,012,711
099,029,709
091,024,707
087,038,706
006,029,702
070,122,700
008,004,699
039,067,699
108,039,697
102,052,697
018,027,696
087,026,695
052,102,694
039,030,690
018,021,689
007,010,687
015,057,685
106,067,684
067,039,684
014,039,683
038,087,680
058,015,678
017,039,675
132,074,673
067,106,673
002,006,673
010,005,671
010,007,670
029,033,668
034,136,666
012,025,665
015,058,664
029,099,662
021,018,653
027,018,649
021,045,648
039,017,645
016,104,645
004,019,643
030,039,642
004,008,642
104,015,638
068,118,637
031,020,636
005,010,636
033,029,634
025,012,634
017,033,634
019,004,630
045,021,629
056,010,626
