origen,destino,peso
039,120,5358
120,039,5347
098,039,4506
039,098,4502
007,006,3923
006,007,3913
011,007,3759
007,011,3677
104,005,3313
005,104,3308
006,014,3273
014,006,3264
105,028,2951
028,105,2944
017,015,2939
015,017,2926
035,028,2842
101,039,2817
039,101,2779
028,035,2763
006,017,2710
017,006,2686
015,016,2560
050,013,2544
016,015,2538
013,050,2506
012,003,2423
003,012,2419
014,015,2378
015,014,2362
010,014,2270
005,002,2237
014,010,2235
002,005,2233
011,014,2195
014,011,2193
017,005,2170
097,039,2148
039,097,2147
005,006,2115
005,017,2107
006,005,2099
007,058,2018
039,046,1983
058,007,1961
046,039,1956
010,008,1952
016,010,1936
010,016,1878
039,026,1847
026,039,1847
058,033,1846
033,058,1837
008,010,1836
005,058,1819
058,005,1788
098,097,1783
003,007,1762
005,015,1758
015,005,1743
016,057,1742
007,003,1740
114,119,1733
097,098,1726
014,003,1721
057,016,1701
003,014,1701
010,018,1689
119,114,1677
106,054,1669
104,013,1659
058,031,1646
018,010,1621
013,104,1614
031,058,1602
054,106,1595
098,120,1594
033,005,1571
120,098,1570
031,026,1569
005,033,1559
051,048,1537
026,031,1533
033,081,1527
006,046,1508
046,006,1506
081,033,1496
048,051,1492
101,098,1457
010,004,1453
038,009,1451
012,013,1451
009,038,1450
098,101,1450
007,035,1442
026,006,1441
006,026,1441
013,012,1434
004,010,1420
035,007,1412
039,122,1397
028,193,1386
122,039,1382
193,028,1356
025,039,1311
019,039,1310
007,014,1280
013,121,1280
121,013,1262
014,007,1260
039,019,1260
004,002,1242
021,039,1230
027,030,1226
109,020,1225
030,027,1223
002,004,1220
020,109,1206
046,021,1201
017,007,1195
039,025,1190
005,004,1172
001,004,1172
021,046,1165
004,001,1153
010,002,1135
002,104,1135
004,005,1134
002,016,1129
007,017,1125
026,046,1124
039,020,1119
041,050,1117
104,002,1116
020,039,1115
002,010,1111
046,026,1110
050,041,1106
039,006,1093
057,104,1090
039,021,1085
007,033,1083
006,039,1082
002,015,1074
005,001,1065
001,005,1064
016,002,1055
033,007,1053
109,121,1053
006,015,1049
015,002,1049
104,057,1042
016,014,1042
005,007,1032
003,010,1028
007,005,1026
121,109,1025
007,012,1023
013,007,1013
015,006,1010
012,007,1006
014,016,1000
010,003,995
007,013,983
033,104,974
003,004,965
037,020,963
017,056,947
039,048,947
104,033,941
018,039,940
056,017,938
007,070,938
011,012,930
007,015,930
006,041,928
033,002,926
021,006,926
039,018,922
070,007,920
006,021,919
012,010,918
048,039,915
012,011,913
002,033,913
004,003,910
058,017,902
010,012,902
097,101,896
020,037,892
015,007,890
041,006,876
014,005,871
058,006,871
006,058,863
121,104,856
101,097,854
020,033,843
017,058,826
033,020,822
114,041,819
104,121,818
008,012,817
041,114,817
005,014,807
013,004,803
121,024,802
041,030,800
083,048,790
012,008,787
004,013,786
088,053,785
005,050,779
024,121,777
048,083,777
120,097,775
097,120,774
037,004,774
038,003,770
053,088,767
030,041,765
004,037,762
003,038,761
004,006,755
011,001,743
048,019,740
001,011,738
002,057,733
050,005,732
006,004,727
032,033,724
007,039,720
019,048,720
114,015,718
031,029,717
057,013,715
029,031,706
057,002,699
007,020,699
020,007,696
015,114,693
013,057,685
106,118,680
011,005,677
033,032,675
039,007,666
037,057,664
118,106,657
005,013,651
070,058,650
057,037,647
058,070,646
051,106,646
005,011,646
013,005,646
039,031,635
065,087,632
010,005,631
122,025,628
013,060,626
120,020,626
018,006,621
031,039,619
005,010,617
017,035,616
048,018,614
025,122,614
106,051,607
087,065,606
006,018,606
004,009,605
018,048,600
009,003,595
009,004,592
035,017,590
070,039,590
003,009,587
002,006,583
002,008,577
060,013,568
008,002,567
008,005,565
003,013,562
039,070,561
020,120,560
019,004,560
005,008,559
013,011,545
011,013,544
004,019,544
114,033,544
104,109,542
009,007,541
030,006,541
006,011,539
005,003,539
017,004,536
033,031,535
013,010,534
033,114,534
013,003,533
006,031,533
109,104,532
010,013,532
070,098,531
114,058,530
007,009,529
031,033,528
011,006,524
039,106,521
003,005,520
031,025,520
006,030,517
058,114,517
012,035,516
031,006,513
004,017,509
098,070,506
101,050,506
012,017,506
101,120,504
050,101,502
035,012,500
025,031,498
106,039,498
070,031,497
120,101,492
006,002,491
114,140,488
008,004,487
004,008,481
031,070,480
025,022,478
001,035,477
033,017,475
010,015,474
017,014,471
025,114,471
140,114,470
016,004,470
003,033,470
017,012,468
012,016,467
003,002,465
003,001,464
001,028,463
114,025,462
033,109,459
044,068,459
068,044,454
028,001,454
035,001,453
108,048,453
109,033,452
033,010,451
002,003,451
002,001,450
031,020,450
048,108,449
005,016,448
001,002,448
002,013,447
015,010,447
033,003,446
121,095,445
007,122,444
032,028,443
156,114,443
033,015,441
010,033,441
016,012,441
007,010,440
001,003,440
013,041,440
017,016,439
013,033,439
022,025,439
014,017,438
122,007,437
017,033,437
016,017,434
114,156,434
067,390,432
004,016,429
097,070,428
005,121,427
012,014,427
095,121,426
114,007,424
020,031,424
140,119,422
007,114,422
390,067,421
028,032,421
041,034,420
033,013,418
034,041,418
121,005,417
015,033,414
070,097,414
006,010,412
002,007,412
008,007,411
037,032,411
041,021,411
042,033,408
016,005,408
087,106,407
004,007,407
076,051,406
119,140,406
025,006,406
007,031,405
013,002,403
002,011,403
109,108,402
021,028,401
014,012,400
051,076,398
032,037,397
098,020,395
010,006,395
008,011,393
010,007,392
007,008,390
108,109,390
025,029,389
010,021,389
020,098,387
031,021,387
097,082,386
011,008,385
011,002,382
029,025,382
021,010,382
106,005,378
007,104,378
001,007,378
017,008,376
007,004,375
104,007,375
031,007,375
021,031,374
106,076,373
028,021,373
006,025,373
018,019,372
007,002,372
021,041,372
004,014,371
106,087,371
015,058,371
014,004,370
019,018,370
067,020,370
020,108,370
033,042,369
007,018,368
007,001,367
039,053,366
041,013,366
015,003,366
058,015,365
008,017,365
058,013,364
005,106,364
020,067,363
011,122,361
053,039,360
076,106,359
018,007,359
016,001,359
001,010,359
007,016,358
016,007,357
031,005,356
108,020,355
013,058,355
082,097,355
024,109,353
011,029,351
033,012,350
081,058,350
005,031,348
015,011,347
109,024,346
058,081,346
010,001,345
101,020,345
058,003,344
029,007,341
010,017,340
005,020,339
003,058,339
013,016,338
002,019,337
003,008,337
012,033,337
008,003,337
012,006,334
029,011,333
017,061,332
056,077,332
385,067,329
006,012,329
122,011,329
011,015,327
007,029,327
020,101,327
003,015,326
017,010,323
008,001,321
019,002,320
066,030,319
001,008,319
033,014,318
008,020,318
048,031,317
103,025,317
043,005,317
005,043,314
012,058,314
077,056,313
001,014,312
008,006,311
018,028,311
067,385,310
020,008,310
016,013,309
005,012,307
104,015,307
010,039,307
011,024,306
027,101,305
020,005,305
014,033,304
028,018,304
049,002,302
054,076,302
