origen,destino,peso
012,003,13897
003,012,13746
015,016,13494
016,015,13448
014,010,12368
010,014,12366
007,006,11840
006,007,11738
006,017,11343
017,006,10897
039,120,10245
120,039,10131
014,015,9801
015,014,9782
010,016,9631
005,104,9557
016,010,9476
104,005,9255
016,057,8901
014,006,8831
057,016,8805
017,005,8584
006,014,8480
039,098,8336
005,017,8306
098,039,8162
119,114,7927
039,019,7825
011,007,7824
007,011,7806
010,008,7802
114,119,7797
019,039,7784
017,015,7650
015,017,7499
008,010,7441
014,003,7180
003,014,7033
039,046,7014
012,013,6980
013,012,6968
046,039,6742
035,028,6667
028,035,6547
015,005,6467
004,010,6382
010,004,6311
005,015,6172
026,039,6168
106,054,6164
039,026,6159
054,106,5870
005,002,5794
002,005,5724
003,007,5704
007,003,5510
057,104,5399
104,057,5272
003,010,5230
010,003,5066
016,014,5030
104,013,4948
109,121,4937
005,058,4926
121,109,4907
048,051,4874
013,104,4862
011,014,4851
051,048,4828
058,005,4826
014,011,4814
014,016,4591
050,013,4395
058,007,4393
013,050,4384
046,006,4383
007,058,4345
002,015,4328
015,002,4320
006,046,4279
046,021,4156
002,016,4134
021,046,4129
101,039,4019
039,101,4011
193,028,3889
081,033,3883
014,007,3882
007,014,3881
028,193,3872
033,081,3838
016,002,3768
012,010,3712
033,104,3660
038,009,3635
009,038,3618
104,033,3572
033,005,3559
010,012,3534
005,033,3489
006,005,3487
058,033,3482
033,058,3383
005,006,3380
104,002,3209
046,026,3171
015,006,3152
026,046,3111
104,121,3088
121,104,3087
008,012,3065
120,098,3064
098,120,3038
006,015,3037
004,037,3029
002,104,3001
037,004,2981
007,070,2929
070,007,2868
021,006,2844
098,101,2778
020,109,2771
109,020,2769
026,006,2749
101,098,2732
012,008,2732
006,021,2730
076,051,2716
031,026,2714
026,031,2695
006,026,2680
098,097,2644
097,098,2641
005,004,2594
057,037,2577
051,076,2574
013,057,2558
057,013,2557
004,005,2553
037,057,2549
058,031,2510
019,048,2501
048,019,2496
031,058,2492
013,007,2465
007,013,2464
035,007,2447
007,035,2430
016,004,2370
097,039,2336
039,097,2333
140,119,2292
005,001,2244
025,039,2234
002,057,2229
001,005,2227
028,105,2222
004,016,2206
105,028,2202
057,002,2169
010,002,2168
013,121,2166
119,140,2148
002,010,2142
039,025,2129
005,050,2122
006,058,2118
121,024,2112
050,005,2108
121,013,2100
024,121,2050
058,006,2000
122,039,1985
018,039,1960
039,122,1945
