origen,destino,peso
028,105,6627
105,028,6604
120,039,5239
039,120,5219
007,011,4760
011,007,4639
039,098,4578
098,039,4496
007,006,4177
006,007,4153
005,104,3647
104,005,3549
015,017,3389
017,015,3328
005,002,3207
002,005,3173
028,035,3151
035,028,3147
101,039,3087
014,006,3019
016,057,3007
003,007,2987
007,003,2983
039,101,2979
006,014,2947
057,016,2893
039,097,2584
006,017,2582
017,006,2573
097,039,2553
012,003,2497
003,012,2491
005,033,2484
006,005,2453
015,016,2450
005,058,2416
005,006,2414
016,015,2403
033,005,2388
058,005,2344
013,050,2311
050,013,2311
014,011,2238
002,004,2229
017,005,2226
011,014,2218
004,002,2199
014,010,2197
039,046,2165
046,039,2155
010,014,2151
018,010,2139
005,017,2115
010,018,2113
015,014,2103
014,015,2070
016,010,2020
058,007,2016
010,016,2007
007,058,1917
035,007,1854
010,008,1849
014,003,1844
033,081,1833
114,119,1822
007,035,1820
119,114,1817
005,004,1803
081,033,1799
097,098,1799
008,010,1783
006,046,1771
004,005,1744
098,097,1740
046,006,1738
003,014,1737
039,026,1733
037,005,1703
005,037,1689
026,039,1675
106,054,1659
015,005,1648
020,039,1638
039,020,1633
098,101,1626
054,106,1615
013,104,1612
104,002,1606
002,104,1601
101,098,1599
104,013,1594
005,015,1589
026,031,1573
120,098,1570
098,120,1556
031,026,1554
001,004,1545
004,001,1539
002,010,1535
012,013,1520
010,002,1497
007,012,1488
013,012,1481
005,007,1474
012,007,1471
007,005,1467
048,051,1456
009,038,1450
038,009,1443
033,058,1432
058,033,1432
051,048,1425
058,031,1402
031,058,1346
033,002,1323
007,013,1309
121,013,1305
003,004,1303
013,121,1302
010,004,1300
013,007,1294
050,041,1284
014,007,1278
002,033,1278
039,019,1277
004,010,1275
006,026,1275
026,006,1273
004,013,1272
019,039,1272
004,003,1263
008,012,1259
037,020,1247
041,050,1243
007,014,1236
020,037,1230
012,008,1230
122,039,1221
025,039,1214
013,004,1213
039,025,1199
006,039,1195
039,122,1174
005,001,1168
039,006,1165
104,033,1146
001,005,1145
002,016,1138
021,046,1137
039,021,1133
021,039,1123
046,021,1118
026,046,1116
097,101,1116
046,026,1115
016,002,1114
007,044,1114
033,104,1113
007,017,1113
004,019,1112
044,007,1102
193,028,1092
015,002,1088
101,097,1083
006,058,1083
058,006,1080
039,018,1078
018,039,1074
028,193,1074
002,057,1072
109,020,1068
002,015,1063
020,109,1058
005,014,1045
057,002,1039
101,050,1036
014,005,1030
027,030,1024
008,002,1024
002,008,1023
006,015,1020
017,007,1019
007,020,1013
015,006,1011
010,012,1010
050,101,1009
019,004,1007
030,027,1002
109,121,992
020,007,992
012,010,990
121,109,990
039,048,978
003,010,977
011,012,975
057,104,965
022,051,965
012,011,964
010,003,960
005,010,955
041,114,945
066,063,943
010,005,941
120,020,939
057,037,936
020,120,934
048,039,931
006,011,926
015,007,922
063,066,921
037,057,918
114,041,917
006,018,914
017,004,913
018,006,912
104,057,911
017,058,909
120,097,909
007,015,905
016,014,905
097,120,900
058,017,890
019,048,888
032,033,876
048,019,874
011,005,870
006,021,867
114,033,866
011,006,863
005,011,860
005,013,856
033,013,848
021,006,847
033,109,846
013,005,844
031,039,840
007,070,839
004,017,831
051,022,826
011,013,821
109,033,820
070,007,814
050,004,814
039,031,811
033,114,807
013,011,806
048,083,805
083,048,803
004,050,803
041,030,802
006,002,797
104,121,796
057,013,793
002,011,790
033,032,789
041,006,788
038,003,786
008,007,785
030,041,783
013,033,782
003,038,776
008,005,775
006,041,774
002,006,772
007,008,771
121,024,771
011,002,770
014,016,769
005,008,764
003,005,763
053,088,761
020,033,761
106,118,760
039,007,760
001,011,759
033,020,758
056,017,756
007,039,755
024,121,754
121,104,754
118,106,751
002,050,751
088,053,749
013,057,745
017,056,745
051,106,745
050,002,743
005,003,737
003,002,732
006,004,728
122,025,725
002,003,723
004,006,723
007,009,714
011,001,714
070,039,712
015,010,712
106,051,711
039,070,709
010,015,704
025,122,697
033,010,690
010,033,689
008,004,687
004,037,686
017,033,686
047,066,684
120,101,682
007,033,680
101,120,676
029,031,672
037,004,671
050,005,669
009,007,664
033,017,664
032,037,658
033,007,656
028,039,655
016,008,655
002,001,651
031,029,648
039,028,646
114,015,645
003,013,643
008,016,643
015,114,643
048,018,640
124,189,638
001,002,635
013,003,634
005,050,633
189,124,631
020,011,630
011,020,630
004,008,629
001,010,629
018,007,625
001,003,617
017,012,617
012,016,616
007,018,615
002,100,615
017,035,615
033,006,608
018,048,604
037,032,604
075,068,603
035,017,603
003,001,602
039,053,602
068,075,602
017,014,598
014,017,596
156,114,594
007,029,591
016,012,590
009,003,589
013,060,589
087,106,588
014,012,588
100,002,588
006,033,587
010,007,586
070,058,585
006,031,578
031,006,576
114,156,575
029,007,575
070,098,572
011,029,570
098,070,569
053,039,569
106,087,566
012,014,565
058,070,565
020,101,565
003,009,564
006,030,563
031,033,562
031,025,561
029,011,561
007,010,558
101,020,557
030,006,556
048,033,555
025,046,555
004,015,552
060,013,550
066,047,550
033,031,550
015,004,549
011,018,549
010,001,549
098,020,547
004,016,540
020,098,539
003,008,534
046,025,534
016,005,533
020,005,532
008,003,531
025,007,530
016,004,529
061,017,525
025,031,525
033,015,524
005,121,519
005,016,517
012,017,515
055,020,513
076,051,513
004,007,512
087,065,510
106,005,508
006,025,507
005,020,505
114,140,505
051,076,504
015,033,501
010,013,499
068,044,499
001,007,499
121,005,498
005,106,498
002,007,496
018,030,496
044,068,495
016,041,494
025,006,493
081,058,493
010,021,492
005,114,492
007,004,492
007,001,490
109,108,489
058,081,488
065,087,486
025,114,485
048,108,484
007,002,483
013,002,482
011,003,481
033,048,478
114,005,477
030,004,476
013,010,475
003,054,475
140,114,474
114,025,472
007,025,471
057,010,471
016,017,470
108,048,468
018,011,468
017,016,467
010,057,467
014,004,466
020,055,465
031,021,465
004,030,464
003,011,463
031,070,463
001,006,460
033,030,460
121,095,459
010,017,458
030,018,457
114,006,457
028,018,456
002,013,455
006,001,455
006,114,455
005,031,454
004,014,453
054,003,452
021,031,449
033,042,448
114,002,448
104,109,447
041,016,447
070,031,447
018,008,447
017,061,447
008,018,447
022,025,446
021,010,445
031,005,443
030,033,441
005,043,441
005,019,440
007,016,439
104,007,438
108,109,438
030,050,437
018,028,437
054,076,436
043,005,432
007,122,432
025,022,431
012,005,431
058,012,427
031,020,427
012,058,425
016,007,425
106,028,424
018,020,423
009,012,423
030,003,423
002,114,420
006,012,419
020,031,418
050,059,416
059,050,416
114,013,415
076,054,415
058,114,415
109,104,413
035,012,412
114,058,410
095,121,410
108,020,410
012,020,409
037,033,409
