origen,destino,peso
003,012,8613
012,003,8510
006,007,7799
007,006,7621
039,120,7376
120,039,7373
016,015,6985
015,016,6973
006,017,6764
017,006,6520
010,014,6058
005,104,6058
014,010,6049
014,015,6042
015,014,5993
039,098,5923
014,006,5831
098,039,5719
104,005,5646
017,005,5634
006,014,5449
017,015,5372
005,017,5337
015,017,5309
119,114,5260
114,119,5198
007,011,5087
011,007,4963
016,057,4860
014,003,4750
028,035,4732
012,013,4705
057,016,4635
013,012,4620
016,010,4618
010,016,4578
035,028,4564
039,019,4538
015,005,4438
019,039,4422
003,014,4357
039,026,4339
026,039,4236
106,054,4203
054,106,4091
005,015,4042
010,008,4023
039,046,3939
003,007,3808
046,039,3787
057,104,3709
008,010,3674
007,003,3543
010,004,3543
005,058,3508
048,051,3487
004,010,3486
104,013,3461
104,057,3420
013,104,3393
051,048,3331
058,005,3263
005,002,3194
002,005,3142
016,014,3095
014,011,3051
050,013,3031
033,081,3008
013,050,2993
011,014,2922
058,007,2858
003,010,2853
007,058,2851
014,016,2795
081,033,2788
005,033,2766
109,121,2707
046,021,2702
002,016,2695
121,109,2678
021,046,2666
010,003,2652
193,028,2540
046,006,2536
039,101,2497
033,005,2487
028,193,2485
006,046,2475
058,033,2452
007,014,2442
014,007,2439
015,002,2437
101,039,2431
016,002,2392
033,058,2367
002,015,2360
104,033,2348
009,038,2320
038,009,2296
109,020,2173
033,104,2122
020,109,2112
008,012,2046
104,002,2044
104,121,2040
120,098,2021
098,097,2018
026,006,2006
026,031,2004
098,120,1987
046,026,1977
006,026,1972
010,012,1963
002,104,1945
012,010,1925
097,098,1922
028,105,1919
121,104,1901
026,046,1899
105,028,1898
031,026,1872
007,070,1854
015,006,1844
021,006,1799
057,013,1789
013,057,1779
006,005,1770
006,021,1770
098,101,1767
004,005,1761
005,006,1761
039,025,1737
025,039,1730
006,015,1716
070,007,1707
005,004,1702
004,037,1694
037,004,1676
058,031,1671
012,008,1648
101,098,1630
006,058,1617
005,001,1613
017,058,1596
001,005,1591
031,058,1577
017,007,1547
037,057,1529
039,018,1517
013,007,1507
002,010,1506
058,017,1505
002,057,1504
007,013,1494
012,007,1490
010,002,1479
007,017,1477
007,012,1469
057,037,1466
121,024,1456
057,002,1453
058,006,1444
024,121,1437
140,119,1435
018,039,1435
050,041,1373
020,033,1364
033,020,1364
019,048,1355
050,005,1353
013,121,1337
106,118,1335
007,035,1335
048,039,1331
035,007,1329
119,140,1327
041,050,1325
114,015,1319
122,039,1317
016,004,1310
051,106,1300
033,002,1289
114,041,1288
121,013,1286
041,114,1281
120,097,1279
011,005,1270
013,060,1258
005,050,1249
004,016,1239
039,048,1233
048,019,1233
039,122,1218
021,039,1209
039,021,1207
060,013,1205
118,106,1196
097,120,1179
010,018,1171
076,051,1166
002,033,1166
018,010,1155
121,095,1143
006,039,1133
015,114,1130
114,140,1118
006,004,1113
056,017,1111
003,038,1107
027,030,1107
062,051,1101
098,070,1100
004,006,1099
051,076,1098
038,003,1096
017,056,1080
039,006,1072
106,051,1064
030,027,1061
005,007,1054
003,013,1052
004,013,1050
008,011,1041
013,004,1037
070,098,1034
140,114,1031
013,003,1030
007,005,1028
041,034,1027
006,041,1021
048,018,1015
041,006,1014
020,037,1005
039,097,1003
097,039,981
034,041,973
005,011,951
104,109,949
037,020,947
095,121,946
018,048,938
054,076,936
087,065,930
051,062,929
011,012,922
015,007,921
007,018,899
014,005,894
014,017,894
065,087,892
017,014,880
076,054,872
007,015,869
007,122,867
005,014,861
028,011,857
048,108,848
012,009,844
108,048,842
007,008,841
068,044,836
009,007,835
032,033,834
008,007,832
012,011,831
053,088,831
029,031,830
011,028,829
083,048,827
067,390,827
058,070,826
004,062,825
039,049,820
009,003,818
044,068,815
020,007,814
004,003,812
106,076,810
033,032,807
031,029,806
390,067,805
088,053,797
033,010,796
109,104,794
048,083,791
006,018,791
003,004,786
011,008,785
018,007,781
010,033,779
070,058,778
018,006,775
070,097,770
076,106,755
003,009,739
013,011,736
007,004,718
004,007,705
011,013,699
043,005,693
007,009,690
122,007,688
004,002,687
002,004,686
018,008,685
122,025,685
097,070,685
049,039,681
025,022,680
070,039,678
030,006,676
108,109,675
109,108,672
077,056,658
056,077,655
019,004,651
022,025,650
006,030,649
015,010,649
020,108,649
005,043,647
062,004,643
004,019,643
008,018,638
035,017,636
020,067,634
021,041,634
005,016,631
007,020,628
039,070,627
031,070,625
016,005,624
041,021,621
108,020,609
011,122,602
010,013,602
013,010,600
385,067,597
011,001,595
003,005,595
012,016,594
017,035,591
001,011,587
067,385,587
025,122,586
070,031,583
010,015,580
018,028,569
009,020,567
067,020,562
025,031,558
031,025,555
006,031,553
011,024,551
050,101,547
016,012,543
039,001,540
012,014,539
007,039,536
122,011,534
101,050,534
140,041,529
024,108,528
108,024,517
001,039,516
031,006,513
