origen,destino,peso
039,120,9362
120,039,9334
007,006,7265
012,003,7218
006,007,7198
003,012,7132
039,098,6705
028,105,6690
105,028,6680
098,039,6402
015,016,6201
016,015,6104
014,010,6052
017,006,5951
010,014,5943
006,017,5883
005,104,5851
104,005,5610
019,039,5369
039,019,5368
014,006,5332
007,011,5260
011,007,5242
010,016,5087
006,014,5070
016,010,5016
015,014,4985
119,114,4946
114,119,4882
014,015,4876
017,005,4582
039,046,4495
028,035,4468
005,017,4383
035,028,4374
039,026,4326
026,039,4297
016,057,4243
057,016,4234
046,039,4234
010,008,4177
012,013,4110
013,012,4032
008,010,3958
017,015,3769
015,017,3718
106,054,3704
054,106,3573
014,003,3500
004,010,3434
010,004,3398
015,005,3394
101,039,3343
104,013,3339
039,101,3325
003,014,3320
046,021,3308
048,051,3262
014,011,3259
013,104,3244
051,048,3235
005,015,3199
003,007,3178
011,014,3171
021,046,3168
005,058,3129
002,005,3087
005,002,3055
007,003,3026
058,005,2971
098,120,2918
120,098,2917
121,109,2852
109,121,2847
057,104,2805
038,009,2784
009,038,2784
006,046,2725
104,057,2716
046,006,2713
026,031,2709
003,010,2689
031,026,2642
010,003,2619
016,014,2583
007,058,2535
058,007,2512
006,005,2459
005,006,2440
193,028,2439
028,193,2394
033,081,2382
046,026,2377
002,015,2328
015,002,2326
026,046,2310
098,097,2285
014,016,2274
002,016,2267
081,033,2263
097,098,2260
013,050,2225
050,013,2203
016,002,2187
014,007,2185
006,026,2139
098,101,2129
026,006,2102
004,005,2086
005,004,2077
010,012,2061
012,010,2060
007,014,2054
005,033,2044
101,098,2042
004,037,2020
037,004,2017
033,005,2013
121,013,1921
001,005,1906
005,001,1893
104,033,1855
013,121,1854
058,033,1823
033,058,1765
057,013,1722
109,020,1721
020,109,1717
010,002,1710
033,104,1701
013,057,1692
002,010,1675
039,018,1673
008,012,1671
039,097,1666
104,002,1663
104,121,1648
097,039,1639
007,035,1636
035,007,1633
002,104,1623
006,021,1620
019,048,1607
021,006,1605
018,039,1602
120,097,1600
007,013,1591
097,120,1589
006,015,1588
121,104,1584
015,006,1568
048,019,1567
013,007,1546
007,070,1530
070,007,1473
037,057,1440
012,008,1438
057,037,1428
007,012,1403
012,007,1403
006,058,1402
013,004,1401
076,051,1399
058,031,1384
058,006,1370
140,119,1361
121,024,1350
005,007,1344
007,005,1342
004,013,1338
039,025,1335
031,058,1328
051,076,1324
025,039,1307
024,121,1302
119,140,1292
122,039,1269
098,070,1250
010,018,1250
033,002,1242
021,039,1240
002,033,1235
050,041,1231
016,004,1227
041,050,1222
002,057,1211
057,002,1204
070,098,1200
018,010,1179
114,015,1162
039,021,1160
004,016,1152
039,122,1138
041,114,1137
114,041,1122
001,004,1104
015,114,1101
106,118,1100
017,007,1079
004,001,1078
056,017,1074
118,106,1059
051,106,1056
039,006,1052
003,038,1051
044,068,1051
017,056,1046
068,044,1044
006,039,1044
038,003,1033
004,003,1033
033,020,1027
039,048,1027
037,020,1024
020,033,1016
083,048,1013
003,004,1009
048,018,1006
007,017,1001
048,083,992
048,039,980
