origen,destino,peso
039,120,4743
120,039,4741
039,098,4164
098,039,4093
007,011,3907
011,007,3877
006,007,3849
007,006,3787
104,005,3515
005,104,3504
006,014,3206
014,006,3186
028,035,2930
035,028,2879
015,017,2621
017,015,2592
101,039,2582
039,101,2573
006,017,2542
017,006,2465
015,014,2434
015,016,2406
014,015,2400
016,015,2400
011,014,2322
003,012,2306
012,003,2284
014,010,2272
010,014,2242
014,011,2222
005,002,2215
039,097,2204
002,005,2172
058,005,2170
097,039,2143
005,058,2128
039,046,2085
046,039,2083
013,050,1961
016,010,1958
050,013,1952
017,005,1949
058,007,1938
005,017,1927
010,016,1901
007,058,1901
015,005,1848
039,026,1842
026,039,1798
010,008,1784
006,005,1779
005,015,1749
058,033,1747
005,006,1744
016,057,1727
057,016,1717
008,010,1710
033,058,1679
003,007,1646
119,114,1643
114,119,1633
007,003,1630
005,033,1617
106,054,1597
048,051,1588
026,031,1583
010,018,1567
033,005,1551
031,026,1548
010,004,1544
054,106,1530
051,048,1527
098,097,1499
104,013,1496
014,003,1478
097,098,1467
006,046,1461
013,104,1451
120,098,1448
004,010,1447
031,058,1446
033,081,1433
081,033,1426
028,105,1417
046,006,1415
058,031,1415
105,028,1412
003,014,1409
098,120,1394
018,010,1393
039,025,1388
007,035,1374
038,009,1347
025,039,1341
012,013,1341
026,006,1338
009,038,1330
035,007,1322
006,026,1318
098,101,1289
013,012,1287
101,098,1284
003,004,1259
004,003,1247
193,028,1243
039,019,1235
019,039,1232
010,002,1232
028,193,1232
002,010,1230
007,014,1216
014,007,1204
121,013,1192
004,005,1192
005,004,1183
013,121,1180
046,021,1159
021,046,1152
002,004,1143
121,109,1128
109,121,1115
041,030,1112
004,002,1106
030,041,1099
122,039,1087
020,109,1082
109,020,1079
101,097,1073
039,122,1072
033,007,1057
002,016,1054
017,007,1046
026,046,1046
001,004,1045
046,026,1043
097,101,1028
004,001,1026
002,015,1026
050,005,1019
027,030,1019
015,002,1018
037,020,1010
039,021,1009
021,039,1007
030,027,1006
020,039,1003
016,014,997
007,033,995
007,017,987
050,041,983
041,050,981
039,020,975
020,037,974
015,006,973
016,002,971
005,050,970
007,005,967
104,002,960
001,005,953
007,012,949
006,015,947
002,104,947
005,001,946
012,007,945
005,007,932
003,010,931
057,104,928
006,041,921
010,003,920
104,057,911
048,083,909
006,039,903
083,048,902
039,006,892
104,033,890
014,016,888
007,013,886
011,001,880
041,006,880
033,104,871
013,007,862
020,007,856
012,010,852
007,070,847
104,121,845
007,015,843
007,020,840
010,012,835
070,007,830
037,004,824
014,005,820
058,017,818
002,033,815
121,104,815
004,037,815
017,058,812
002,057,808
114,041,806
041,114,806
008,012,805
018,039,802
039,048,797
001,011,795
039,018,788
005,014,788
006,058,783
006,004,778
033,002,773
017,056,772
015,007,772
012,008,770
057,002,767
056,017,765
021,006,763
002,008,761
008,002,757
020,033,748
004,013,747
058,006,743
033,020,742
006,021,738
048,039,734
003,001,732
014,017,731
017,014,728
010,005,725
114,015,724
001,003,713
121,024,703
015,114,699
024,121,697
118,106,696
005,010,694
051,106,685
003,005,682
120,097,679
013,004,678
048,019,676
097,120,672
038,003,672
106,118,671
031,039,667
039,007,666
006,018,665
007,039,660
005,011,656
003,038,653
032,033,652
106,051,652
005,003,651
050,101,648
019,048,644
011,005,643
005,008,643
004,006,635
039,031,633
033,032,633
101,050,632
088,053,629
053,088,627
020,120,627
008,005,626
011,012,625
002,006,619
018,006,617
031,029,616
006,002,612
070,058,612
007,009,609
012,011,605
029,031,601
057,037,595
058,070,593
033,031,586
037,057,585
017,012,584
031,033,584
013,057,583
009,007,582
120,020,581
005,013,577
012,017,576
013,060,575
013,005,571
025,022,569
