origen,destino,peso
098,039,3092
039,098,3083
120,039,3049
039,120,3032
007,011,2728
104,005,2720
005,104,2712
011,007,2703
006,007,2587
007,006,2555
035,028,2377
014,006,2374
006,014,2343
028,035,2301
039,101,2120
101,039,2120
097,039,1796
039,097,1758
006,005,1756
017,006,1716
006,017,1698
005,006,1696
033,005,1642
028,105,1634
017,005,1633
003,012,1627
005,017,1622
012,003,1618
105,028,1614
005,033,1606
017,015,1580
015,017,1564
010,014,1560
014,010,1540
006,021,1466
081,033,1447
033,081,1442
014,015,1424
058,005,1408
021,006,1403
005,002,1399
015,014,1393
002,005,1382
005,058,1370
014,011,1362
026,031,1348
050,013,1336
011,014,1330
031,026,1329
013,050,1329
007,058,1329
010,008,1312
016,015,1306
058,007,1299
015,016,1294
008,010,1267
098,101,1240
098,097,1239
013,012,1234
039,021,1233
097,098,1226
007,035,1225
012,013,1219
026,006,1210
006,026,1186
021,039,1185
035,007,1183
101,098,1181
013,104,1179
104,013,1168
006,046,1156
033,058,1154
058,033,1147
106,054,1144
119,114,1140
031,058,1138
058,031,1128
046,006,1125
054,106,1120
005,004,1113
026,039,1101
114,119,1100
015,005,1092
010,018,1086
002,004,1086
039,046,1085
039,026,1085
016,010,1080
010,016,1074
004,002,1069
005,015,1063
009,038,1048
003,007,1048
038,009,1039
046,039,1038
120,098,1038
007,003,1034
046,021,1027
039,122,1016
122,039,1005
004,005,998
018,010,987
098,120,976
021,046,976
012,007,970
003,004,969
007,012,959
010,004,939
057,016,936
007,005,933
037,020,933
016,057,932
025,039,929
002,010,923
001,004,922
050,041,920
048,051,909
005,007,907
010,002,904
004,003,902
039,025,900
004,001,895
041,050,895
051,048,894
015,006,891
014,003,886
020,037,884
004,010,857
121,013,849
013,121,847
003,014,834
013,004,826
020,039,821
004,013,816
006,015,813
015,002,809
002,033,807
002,015,806
033,002,801
018,039,800
020,109,796
014,007,790
039,020,779
109,020,779
007,014,776
039,018,772
002,008,768
001,005,767
033,104,765
005,001,759
104,033,756
046,026,751
004,037,744
037,004,742
019,039,741
006,039,734
097,101,730
088,053,727
053,088,725
026,046,725
008,002,722
101,097,721
193,028,718
039,019,717
007,015,717
005,010,716
013,011,707
039,006,706
013,007,703
033,109,697
028,193,695
007,013,693
015,007,692
007,017,689
109,033,686
011,013,682
114,015,680
002,016,679
006,041,676
057,104,674
010,005,672
017,007,670
083,048,668
104,057,665
048,083,662
015,114,662
109,121,659
121,109,654
007,070,653
016,002,651
104,002,650
041,006,649
005,014,649
018,006,648
006,018,636
008,012,635
014,005,628
070,007,623
012,008,621
006,058,617
011,001,606
058,006,605
002,104,598
017,056,593
012,010,589
056,017,588
001,011,583
010,012,580
003,010,579
039,048,578
114,041,578
048,039,571
010,003,570
029,031,568
016,014,566
097,120,564
033,020,561
041,114,559
025,122,554
006,002,551
122,025,545
120,097,543
032,030,541
031,029,540
030,032,539
063,066,539
002,057,533
003,038,532
002,006,530
020,033,527
031,070,525
070,058,522
013,005,519
007,020,519
007,039,517
033,007,516
038,003,515
057,002,515
058,070,514
007,033,512
013,057,512
070,031,511
039,007,509
057,013,494
121,024,493
118,106,488
070,051,488
002,011,487
020,007,485
005,013,483
005,008,482
020,120,480
032,033,480
014,016,476
011,002,473
058,017,472
004,006,472
002,003,469
024,121,469
106,118,466
017,058,466
121,005,465
120,020,464
031,006,463
060,013,460
012,016,458
