origen,destino,peso
105,028,6338
028,105,6334
007,006,4782
039,120,4667
120,039,4630
006,007,4586
039,098,4202
098,039,4132
007,011,3578
011,007,3527
005,104,3472
104,005,3471
006,014,2829
014,006,2822
028,035,2686
035,028,2664
101,039,2619
039,101,2592
006,005,2582
005,006,2576
050,013,2471
013,050,2449
017,015,2421
015,017,2397
006,017,2365
012,003,2327
003,012,2325
017,006,2268
104,013,2230
013,104,2157
015,016,2139
016,015,2081
031,026,2067
014,011,2013
011,014,2006
121,013,2005
015,014,2005
017,005,2000
026,031,1999
005,017,1950
014,015,1935
005,002,1891
097,039,1883
014,010,1883
010,014,1880
002,005,1862
013,121,1838
039,097,1814
033,005,1785
039,046,1781
007,014,1767
016,010,1741
005,058,1740
058,005,1738
039,026,1736
026,039,1734
005,033,1731
046,039,1731
010,016,1730
003,007,1730
005,004,1714
014,007,1693
097,098,1681
098,097,1648
004,005,1647
010,008,1643
007,003,1625
008,010,1621
014,003,1589
015,005,1581
007,035,1573
035,007,1567
005,015,1540
098,101,1538
101,098,1532
003,014,1532
007,058,1518
058,007,1513
057,016,1488
001,005,1482
114,119,1472
038,009,1472
005,001,1467
098,120,1462
119,114,1460
016,057,1449
009,038,1447
010,002,1428
120,098,1428
002,010,1424
081,033,1414
010,018,1414
106,054,1397
018,010,1396
033,081,1380
054,106,1379
004,001,1372
051,048,1361
001,004,1361
006,046,1348
046,006,1332
048,051,1330
006,026,1300
013,012,1295
021,039,1291
012,013,1285
026,006,1273
039,021,1242
058,033,1214
033,058,1204
011,006,1196
058,031,1193
021,046,1153
002,016,1138
031,058,1133
004,010,1131
005,007,1129
010,004,1118
002,004,1116
030,032,1113
007,005,1112
039,122,1108
046,021,1107
006,011,1107
122,039,1098
007,012,1083
057,013,1082
016,002,1071
032,030,1068
039,006,1058
012,007,1054
006,039,1052
193,028,1051
018,039,1045
028,193,1040
039,019,1038
004,002,1037
019,039,1023
013,057,1022
037,020,1008
015,002,1000
003,010,995
020,109,989
039,018,988
002,015,985
104,002,984
109,020,978
039,048,976
004,013,975
013,004,974
058,006,970
002,104,969
020,037,964
048,039,958
004,037,950
006,058,950
039,020,946
