origen,destino,peso
120,039,8242
039,120,8241
028,105,6861
105,028,6857
007,006,6446
006,007,6322
039,098,5825
012,003,5821
098,039,5716
003,012,5695
014,006,4935
015,016,4863
006,014,4811
016,015,4723
014,010,4686
010,014,4633
039,019,4544
019,039,4541
005,104,4455
119,114,4414
114,119,4383
006,017,4358
104,005,4337
017,006,4279
011,007,4276
007,011,4208
014,015,4034
015,014,4005
035,028,3979
028,035,3978
039,026,3879
026,039,3848
039,046,3630
017,005,3629
046,039,3528
005,017,3483
010,016,3483
012,013,3428
016,010,3426
013,012,3381
010,008,3360
015,017,3343
017,015,3340
016,057,3286
057,016,3221
039,101,3206
106,054,3198
014,003,3198
101,039,3185
008,010,3163
054,106,3144
104,013,3140
013,104,3105
003,014,3073
010,004,3027
004,010,3017
014,011,3014
011,014,2979
048,051,2917
051,048,2886
015,005,2791
046,021,2756
021,046,2751
031,026,2722
005,058,2706
003,007,2702
026,031,2681
058,005,2680
005,015,2669
057,104,2594
007,003,2522
098,097,2492
104,057,2488
009,038,2482
097,098,2476
038,009,2422
046,006,2419
005,002,2375
120,098,2360
058,007,2329
098,120,2324
006,046,2313
007,058,2297
006,005,2293
002,005,2280
003,010,2243
005,006,2239
010,003,2185
098,101,2165
016,014,2164
046,026,2155
028,193,2152
193,028,2151
033,081,2131
081,033,2113
101,098,2084
026,046,2071
050,013,2041
013,050,2037
006,026,2012
026,006,1991
005,004,1977
004,005,1966
007,014,1944
014,007,1934
001,005,1926
002,016,1897
121,109,1892
005,001,1887
109,121,1887
014,016,1878
005,033,1874
033,005,1798
058,033,1789
037,004,1774
057,013,1774
004,037,1758
033,058,1757
109,020,1740
013,057,1714
008,012,1701
020,109,1695
016,002,1691
015,002,1679
006,021,1672
002,015,1635
035,007,1628
039,018,1622
010,012,1596
012,010,1594
018,039,1590
007,035,1585
097,039,1578
021,006,1578
039,097,1576
010,002,1576
058,031,1543
019,048,1535
120,097,1533
002,010,1520
048,019,1517
097,120,1511
121,013,1496
012,008,1490
104,033,1488
031,058,1463
033,104,1463
007,012,1458
104,002,1452
012,007,1432
013,121,1428
002,104,1408
039,025,1378
037,057,1344
104,121,1337
025,039,1334
007,013,1332
039,049,1309
006,058,1304
013,007,1300
121,104,1299
140,119,1289
006,015,1289
015,006,1287
057,037,1280
122,039,1268
018,010,1256
058,006,1231
119,140,1226
049,039,1212
114,041,1209
041,114,1203
070,007,1201
007,070,1201
039,122,1189
010,018,1180
002,057,1169
057,002,1147
004,013,1124
050,041,1121
005,007,1121
021,039,1118
033,002,1118
013,004,1111
017,007,1107
007,017,1107
039,021,1104
007,005,1102
020,033,1099
041,050,1096
033,020,1093
114,015,1089
048,039,1061
121,024,1060
039,048,1056
058,017,1051
015,114,1050
002,033,1049
024,121,1038
020,037,1037
106,118,1031
017,058,1007
001,004,1006
037,020,1005
076,051,999
118,106,995
006,041,969
004,001,967
003,038,963
098,070,961
016,004,959
011,006,951
041,006,942
013,060,942
051,106,940
114,140,938
004,016,933
083,048,932
038,003,932
068,044,920
048,083,918
056,017,915
006,039,913
070,098,907
044,068,901
051,076,901
060,013,897
014,005,893
039,006,882
041,034,879
017,056,878
006,011,875
003,004,870
005,014,865
048,018,861
034,041,858
004,003,856
006,004,838
004,006,831
013,003,829
033,010,827
010,033,822
003,013,818
140,114,817
039,020,811
004,002,809
032,030,799
018,048,795
029,031,790
062,051,787
030,027,787
106,051,786
027,030,784
002,004,773
008,007,772
011,005,770
053,088,761
031,029,760
020,039,754
011,012,753
030,032,751
009,003,742
054,076,741
007,015,740
003,009,739
010,005,734
015,007,733
006,030,729
088,053,727
048,108,726
108,048,725
005,011,722
030,006,720
006,018,715
007,008,715
013,010,713
051,062,712
020,007,706
005,010,705
087,065,705
010,013,701
065,087,692
390,067,690
121,095,690
067,390,687
018,006,685
076,054,685
007,020,680
012,011,678
033,032,676
013,011,672
101,097,665
004,019,664
095,121,663
001,011,660
007,018,653
097,101,653
019,004,651
028,011,646
011,001,645
009,007,638
011,029,626
011,013,624
035,017,622
032,033,621
011,028,607
021,041,604
070,097,604
122,025,603
012,016,599
056,077,597
018,011,590
007,122,589
106,076,589
016,012,589
077,056,588
008,004,586
041,021,585
025,022,579
109,108,573
003,005,572
108,109,571
029,011,570
101,050,569
015,010,569
014,017,569
