origen,destino,peso
039,120,43419
120,039,43306
012,003,34465
003,012,34453
015,016,30991
016,015,30856
014,010,30036
010,014,29732
019,039,25929
039,019,25792
015,014,24255
014,015,23753
010,016,23431
016,010,23297
006,017,21796
010,008,20814
119,114,20444
017,006,20320
114,119,20102
008,010,20035
006,007,18920
007,006,18867
014,003,17579
016,057,17508
057,016,17289
004,010,17123
010,004,17090
017,005,16998
005,104,16974
003,014,16786
104,005,16320
005,017,16161
014,006,16122
006,014,15689
026,039,15470
012,013,15358
039,026,15318
013,012,15287
039,098,14896
098,039,14552
039,046,14244
046,039,14188
003,010,13599
010,003,13200
017,015,13104
015,017,12292
007,011,11840
015,005,11764
011,007,11538
057,104,11283
005,015,11207
003,007,11110
028,035,11105
016,014,11075
106,054,11068
035,028,11021
104,057,10896
014,016,10769
007,003,10687
054,106,10531
021,046,10341
046,021,10209
048,051,9597
051,048,9487
104,013,9164
013,104,9110
005,002,9091
014,011,9046
011,014,9009
002,015,8932
015,002,8931
012,010,8791
010,012,8752
002,005,8443
005,058,7931
006,046,7673
058,005,7666
046,006,7632
109,121,7592
121,109,7580
120,098,7411
098,120,7331
193,028,7287
002,016,7249
028,193,7244
004,037,7186
037,004,7083
033,081,6896
050,013,6833
013,050,6823
033,005,6722
005,033,6683
016,002,6658
081,033,6622
038,009,6606
046,026,6602
009,038,6594
006,015,6480
007,058,6434
019,048,6413
048,019,6369
058,007,6358
026,046,6347
007,014,6336
015,006,6239
057,013,6198
008,012,6132
037,057,6125
013,057,6122
058,033,6045
140,119,6040
014,007,6036
006,005,5927
057,037,5912
033,058,5875
119,140,5775
005,006,5767
101,039,5767
039,101,5697
004,005,5633
016,004,5630
026,006,5304
005,004,5272
006,026,5251
012,008,5205
004,016,5175
104,121,4919
005,001,4772
098,097,4712
001,005,4690
026,031,4681
097,098,4665
121,104,4603
031,026,4602
104,033,4588
104,002,4580
039,025,4334
005,008,4323
008,005,4312
002,104,4286
120,097,4261
033,104,4222
025,039,4190
122,039,4167
018,039,4157
039,018,4116
006,058,4111
006,021,4111
007,070,4078
098,101,4077
109,020,4072
097,120,4068
058,006,4030
013,121,4023
021,006,4021
020,109,4008
121,013,3998
101,098,3940
035,108,3921
002,010,3898
076,051,3852
070,007,3829
004,001,3811
002,057,3805
010,002,3801
007,035,3798
017,056,3796
039,122,3773
001,004,3749
056,017,3741
035,007,3727
062,051,3694
108,035,3674
051,076,3562
057,002,3542
058,031,3522
039,049,3490
031,058,3487
007,013,3374
051,062,3346
013,007,3338
027,030,3321
039,097,3317
013,004,3306
097,039,3247
114,140,3239
004,013,3231
005,011,3215
028,105,3200
105,028,3176
004,003,3169
041,034,3127
011,005,3117
030,027,3115
003,004,3095
049,039,3087
014,005,3036
034,041,3005
051,106,2984
017,058,2951
033,002,2937
058,017,2931
114,015,2897
005,014,2880
121,024,2859
050,041,2836
140,114,2836
041,050,2820
106,118,2812
068,044,2766
114,041,2763
044,068,2761
098,070,2749
041,114,2748
020,033,2720
002,033,2700
033,020,2694
005,007,2680
002,004,2679
012,007,2674
018,010,2667
010,018,2666
024,121,2661
015,114,2657
007,012,2640
118,106,2636
070,098,2616
017,007,2599
004,002,2595
048,039,2581
007,005,2569
004,062,2569
121,095,2550
021,039,2511
013,003,2504
106,051,2474
048,083,2456
039,048,2445
003,013,2428
083,048,2403
012,011,2354
039,021,2353
011,012,2351
048,018,2333
054,076,2314
006,039,2295
004,006,2249
006,004,2249
007,008,2235
007,015,2228
018,048,2225
015,010,2225
008,007,2219
095,121,2215
039,006,2212
062,004,2202
020,007,2195
007,017,2193
012,009,2188
087,065,2159
011,008,2153
010,033,2151
037,020,2141
015,007,2127
009,007,2124
065,087,2122
020,037,2114
005,050,2110
010,015,2089
033,010,2078
003,038,2077
088,053,2066
070,097,2041
013,060,2041
038,003,2027
008,011,2025
053,088,2023
060,013,2007
041,006,2003
006,041,1981
007,009,1978
076,106,1976
050,005,1975
029,031,1956
106,076,1944
018,008,1931
076,054,1900
008,018,1894
031,029,1891
001,028,1890
007,018,1879
012,016,1875
007,020,1874
011,028,1870
028,011,1865
016,012,1854
097,070,1845
028,001,1804
007,108,1800
001,011,1791
140,041,1781
018,028,1775
020,039,1766
018,006,1753
011,001,1732
006,018,1722
119,106,1712
016,037,1697
044,118,1683
017,014,1675
109,108,1674
067,390,1672
039,020,1666
008,004,1662
009,020,1658
056,077,1656
002,008,1643
108,007,1642
014,017,1638
041,140,1637
390,067,1633
079,045,1613
013,010,1610
007,122,1610
118,044,1604
008,002,1603
108,048,1601
025,022,1593
001,008,1591
108,109,1588
037,016,1588
030,006,1585
077,056,1584
008,001,1584
006,030,1582
005,010,1573
031,006,1573
048,108,1571
106,119,1556
035,017,1552
039,028,1551
004,008,1547
012,004,1532
018,007,1531
045,079,1530
020,067,1528
011,122,1526
067,020,1521
010,005,1518
004,012,1515
010,013,1514
050,101,1503
028,018,1503
006,031,1503
002,003,1501
070,058,1481
032,033,1475
114,058,1475
004,019,1473
101,050,1465
019,004,1453
028,039,1451
058,070,1451
013,011,1448
033,032,1434
003,002,1428
017,035,1426
122,025,1422
011,013,1419
058,114,1416
009,003,1410
031,070,1394
122,011,1392
039,070,1391
122,007,1380
029,006,1377
070,039,1374
025,122,1372
005,003,1362
106,005,1360
009,012,1353
070,031,1335
022,025,1332
008,003,1329
006,029,1327
007,039,1304
003,008,1304
003,005,1295
005,121,1290
121,005,1289
020,120,1288
104,109,1282
007,033,1281
010,017,1271
003,009,1260
033,031,1240
003,015,1239
156,114,1239
108,020,1231
014,004,1229
120,020,1229
048,052,1210
033,114,1209
054,055,1207
024,108,1207
020,108,1205
011,006,1199
033,007,1199
025,031,1194
114,156,1189
004,014,1189
017,010,1187
101,097,1185
031,012,1184
043,005,1183
030,041,1177
114,033,1177
032,028,1176
006,012,1175
033,036,1170
014,012,1166
003,001,1165
028,032,1160
026,028,1160
036,033,1159
031,025,1157
031,020,1155
020,031,1150
012,031,1148
010,001,1147
015,003,1147
031,033,1145
039,007,1144
029,033,1139
012,014,1138
028,026,1137
097,101,1136
109,104,1133
005,043,1133
067,385,1131
006,011,1131
041,021,1129
385,067,1128
002,006,1124
052,048,1122
012,006,1115
021,041,1108
004,017,1108
005,106,1105
041,030,1105
108,024,1104
029,007,1100
033,029,1099
055,054,1098
011,029,1096
007,029,1092
085,118,1089
057,015,1081
001,003,1080
037,015,1077
005,031,1074
071,016,1072
011,024,1069
029,011,1065
001,010,1063
015,037,1060
027,025,1058
025,027,1056
020,009,1055
053,033,1053
118,085,1048
051,022,1045
033,053,1044
006,002,1040
021,028,1036
070,122,1029
033,006,1025
067,106,1016
015,057,1016
019,002,1014
017,004,1008
031,005,1005
017,012,1003
002,019,1003
024,011,1001
018,027,1001
004,007,1001
028,021,997
002,001,992
016,017,991
007,004,989
006,033,984
030,004,972
006,028,970
033,017,969
031,039,968
031,021,963
005,013,962
013,005,957
033,030,948
017,008,948
120,009,947
005,016,947
039,031,946
016,071,941
001,002,937
114,007,934
017,033,933
095,023,933
006,016,930
028,006,929
097,044,925
013,033,920
021,031,919
087,038,917
002,092,913
004,030,911
033,015,909
033,013,902
122,070,899
067,005,896
008,017,896
038,087,888
016,005,886
193,105,886
022,051,885
005,067,884
031,009,883
030,033,878
037,032,877
105,193,876
027,018,875
027,017,873
114,006,873
104,015,872
157,067,872
067,157,872
106,067,872
045,021,870
012,025,870
049,004,869
015,033,869
016,006,868
058,099,864
012,017,864
074,132,863
032,037,862
008,014,861
021,018,860
132,074,857
009,120,856
014,008,853
109,010,852
007,114,851
052,102,848
017,027,843
021,045,843
016,193,843
003,006,842
035,012,842
017,016,842
015,104,839
015,001,835
002,055,834
010,056,834
193,016,834
114,025,831
018,021,829
057,010,828
005,114,827
010,109,817
012,035,814
