municipio,num_dispositivos
02_004,45116
19_039,43659
09_005,36996
21_114,30684
09_007,28897
09_014,26852
08_037,26650
14_120,24939
15_033,24261
14_039,22637
02_002,21136
09_015,19909
11_020,19079
22_014,19052
09_010,18670
26_030,18361
15_057,18314
09_003,18279
09_016,17679
28_032,17656
15_106,16811
09_012,15644
23_005,15509
15_058,15442
24_028,14891
31_050,14571
15_104,14506
08_019,14196
09_017,13394
19_006,13375
15_013,12252
16_053,11895
05_030,11568
25_006,11526
15_121,11236
01_001,10845
19_026,10822
19_046,10267
09_002,10225
17_007,10038
28_022,9460
28_027,9323
09_006,9265
05_035,9242
19_031,8980
19_019,8805
09_008,8592
14_098,8376
27_004,8338
15_109,8058
15_037,7963
13_048,7907
07_101,7807
14_097,7661
30_193,7364
30_087,7077
10_005,7073
02_001,6954
09_004,6929
11_007,6860
09_013,6852
12_001,6667
15_081,6531
23_008,6467
03_008,6349
15_031,6093
19_021,6031
25_012,6028
15_039,6009
11_017,5937
19_048,5903
28_041,5819
09_011,5685
15_020,5661
18_017,5648
15_054,5621
26_018,5489
14_101,5463
14_067,5121
28_038,4674
03_003,4340
15_060,4243
21_119,4174
20_067,4068
15_099,3879
16_102,3848
22_006,3832
19_018,3761
15_025,3741
26_043,3733
17_011,3653
13_051,3602
15_122,3535
30_039,3337
24_035,3308
25_001,3183
05_025,3160
15_024,3117
26_055,3107
28_009,3066
22_016,3063
22_011,3046
12_029,3036
05_018,3019
28_003,2951
04_002,2932
04_003,2907
15_070,2849
08_021,2739
30_028,2711
21_156,2695
11_027,2653
10_007,2620
17_006,2479
25_018,2478
21_140,2432
06_002,2369
32_056,2346
30_131,2334
32_017,2333
18_020,2328
07_089,2317
11_015,2295
08_054,2267
02_003,2246
02_005,2229
23_004,2227
30_118,2215
08_017,2184
30_044,2183
15_108,2175
28_033,2148
13_077,2084
06_007,2062
15_051,2057
15_120,2035
26_029,2030
11_003,2028
29_033,2001
15_029,1946
21_041,1939
06_010,1889
16_108,1796
30_189,1721
07_078,1692
32_010,1671
14_070,1668
15_118,1660
21_019,1651
14_093,1635
16_052,1618
26_048,1583
05_002,1583
17_018,1574
05_027,1517
13_076,1510
24_013,1426
26_042,1417
23_001,1413
12_035,1407
30_108,1390
15_002,1385
25_011,1370
19_009,1366
15_076,1357
09_009,1347
21_132,1322
13_069,1319
26_002,1304
17_029,1271
11_037,1249
27_007,1228
15_035,1215
14_053,1212
01_005,1209
19_049,1205
17_008,1202
15_095,1192
14_023,1187
11_031,1147
29_005,1086
12_038,1086
08_002,1073
29_018,1043
23_009,1041
27_002,1020
07_019,1015
08_032,1004
10_012,1000
19_041,996
14_083,970
31_041,956
15_018,952
14_124,949
15_110,945
20_184,942
27_005,926
28_021,918
23_011,917
24_020,915
30_011,914
12_055,914
26_017,907
16_069,900
23_003,893
11_014,891
14_063,887
05_028,880
30_102,879
16_112,874
21_015,870
19_033,849
19_038,822
16_006,820
15_091,807
15_014,805
30_038,800
11_005,795
11_011,791
11_002,789
21_071,782
27_014,781
15_005,780
21_174,777
20_079,774
30_124,774
20_385,765
30_065,755
27_013,748
30_105,744
11_023,741
30_046,740
14_073,737
21_074,737
19_025,737
15_062,735
24_024,733
16_088,733
18_008,725
11_032,725
29_010,723
30_048,716
17_028,711
16_034,710
13_030,709
11_033,708
14_030,707
17_004,702
13_061,698
16_076,697
11_042,695
19_045,691
15_042,681
25_015,676
15_092,674
19_004,672
08_050,672
13_083,666
27_008,661
05_022,659
13_063,657
31_059,642
06_009,640
15_059,637
11_028,636
30_068,634
20_039,630
18_004,626
05_010,620
14_015,616
27_012,611
16_066,594
15_053,585
29_013,579
22_017,576
21_106,575
15_088,572
14_008,567
28_025,564
17_012,558
19_044,555
16_107,553
19_010,553
30_141,553
17_020,551
14_018,548
13_028,546
32_020,541
13_013,539
16_075,536
20_390,536
23_006,532
26_019,532
21_085,527
15_090,525
11_021,524
30_174,524
07_108,522
