municipio,num_dispositivos
02_004,83765
09_007,78372
21_114,72712
14_039,68614
15_033,61671
11_020,60418
08_037,57959
19_039,57840
14_120,53666
09_005,52991
15_058,47651
22_014,45942
31_050,38086
15_057,37685
02_002,37054
09_010,36929
23_005,34867
09_015,34834
28_032,33639
24_028,33385
08_019,33201
15_106,32755
05_030,31887
09_012,31022
09_003,30459
19_026,30178
19_006,30133
26_030,29351
01_001,29325
15_104,29166
16_053,28760
14_097,28329
14_098,26768
09_014,26212
09_016,26176
25_006,25409
05_035,24816
15_013,24200
09_017,22820
14_101,22411
27_004,22236
30_193,22196
28_022,21834
15_031,21679
15_121,21425
19_046,20788
09_002,20045
15_109,19669
09_006,19346
12_001,19346
19_021,18771
19_031,17865
17_007,17818
15_039,17414
28_027,17316
02_001,17263
15_081,17005
30_087,16720
09_013,16635
11_007,16134
10_005,15261
13_048,15148
19_018,15007
23_008,14495
09_011,14303
11_017,14216
07_101,14173
19_048,13853
28_041,13472
15_122,12677
28_038,12650
03_008,12250
15_025,11643
15_037,11614
09_004,11540
15_020,11076
25_012,11010
19_019,10946
24_035,10783
14_067,10672
09_008,10586
15_054,10456
26_018,10238
18_017,9429
04_002,9317
15_070,9261
15_060,9254
10_007,9228
13_051,9157
25_001,9144
28_003,8913
20_067,8881
17_011,8835
05_018,8455
22_011,8286
22_006,8259
28_009,8115
30_039,7987
32_010,7979
03_003,7863
12_029,7719
22_016,7710
23_004,7687
21_156,7597
16_102,7547
05_025,7441
15_099,7280
15_024,7190
30_044,7135
21_119,6751
07_089,6596
26_043,6568
17_006,6502
30_028,6462
04_003,6283
15_029,6130
11_037,5893
11_027,5874
26_055,5831
13_077,5756
14_093,5637
32_056,5480
19_041,5467
14_070,5432
15_051,5348
08_017,5343
15_108,5258
30_131,5155
32_017,5148
05_027,5024
28_033,5003
18_020,4910
16_052,4841
06_007,4837
25_011,4810
15_120,4775
30_118,4731
11_015,4685
21_041,4590
21_140,4588
26_029,4546
19_025,4540
26_048,4500
30_189,4460
11_003,4388
26_017,4327
15_118,4326
14_053,4311
27_002,4302
15_002,4294
06_002,4206
16_108,4157
26_042,4083
17_018,4028
30_108,4023
13_069,3941
02_003,3913
31_041,3904
29_033,3871
06_010,3791
08_021,3753
21_019,3723
17_008,3640
21_132,3628
09_009,3624
11_031,3621
07_078,3564
11_042,3563
27_008,3542
02_005,3519
10_012,3501
08_032,3465
12_035,3346
27_013,3343
19_009,3230
15_076,3227
20_184,3211
14_023,3198
15_042,3171
29_005,3148
23_001,3147
19_010,3131
27_005,3091
11_014,3081
14_083,3075
24_013,3045
05_010,3043
13_076,3031
11_005,2975
01_005,2970
17_029,2891
24_024,2885
30_048,2864
14_063,2846
24_020,2843
19_033,2835
19_045,2783
30_124,2772
20_385,2698
21_015,2692
15_035,2671
14_044,2593
11_032,2527
15_005,2495
07_019,2476
27_012,2466
16_088,2449
07_059,2419
15_110,2401
14_018,2401
30_102,2381
29_010,2376
16_006,2374
08_050,2344
31_059,2341
31_102,2310
13_030,2302
30_174,2302
16_075,2298
12_038,2288
21_074,2279
15_018,2272
15_014,2258
16_112,2257
15_095,2248
14_124,2247
30_105,2241
05_017,2238
19_012,2232
06_009,2222
19_038,2209
11_033,2198
23_009,2196
14_073,2194
26_002,2159
17_028,2128
16_069,2123
05_028,2105
28_021,2097
29_013,2083
21_174,2078
27_006,2070
23_002,2033
14_008,2032
11_011,2005
27_014,1998
14_013,1973
15_092,1968
30_065,1965
11_023,1964
30_068,1915
31_101,1912
25_018,1897
05_033,1895
21_071,1895
15_053,1886
13_063,1861
16_082,1850
16_066,1843
22_005,1823
14_085,1813
13_028,1802
19_049,1799
32_020,1789
12_055,1787
15_011,1785
15_087,1784
30_038,1784
07_065,1775
14_015,1769
13_003,1762
15_062,1745
05_020,1744
15_101,1730
11_002,1725
23_011,1708
05_002,1704
07_097,1690
11_028,1689
13_013,1676
16_076,1671
15_045,1670
15_091,1666
07_061,1666
30_141,1644
30_011,1643
15_067,1640
13_083,1640
10_032,1635
14_094,1634
15_090,1628
05_032,1624
01_003,1620
01_002,1617
11_041,1613
16_034,1594
22_017,1581
17_004,1555
30_083,1552
20_039,1546
11_025,1542
15_088,1540
16_107,1539
21_154,1531
27_010,1527
15_048,1524
25_015,1509
20_079,1508
11_004,1506
07_034,1487
07_027,1486
14_030,1483
15_115,1480
16_071,1478
13_061,1476
30_085,1476
27_003,1474
22_012,1471
21_164,1466
30_123,1464
01_011,1462
11_021,1461
11_044,1458
32_026,1429
11_001,1429
07_052,1417
30_175,1410
18_004,1409
20_413,1406
30_109,1398
22_004,1396
23_003,1395
29_025,1385
11_030,1385
14_050,1385
28_040,1383
16_050,1382
04_004,1374
20_390,1362
26_025,1346
21_208,1322
15_059,1320
08_011,1310
14_082,1309
03_002,1304
24_037,1303
14_091,1297
11_026,1296
15_074,1289
15_009,1276
31_096,1273
11_009,1271
11_035,1267
20_043,1266
20_318,1266
12_066,1265
03_001,1249
13_016,1249
15_082,1242
19_004,1240
30_183,1234
13_084,1232
13_052,1231
27_017,1221
14_066,1212
30_133,1206
26_033,1205
29_043,1204
18_015,1202
07_108,1201
01_007,1200
19_044,1197
17_012,1190
32_039,1181
21_053,1179
16_043,1179
30_181,1178
29_044,1178
15_100,1175
21_034,1172
21_085,1169
18_008,1165
32_042,1162
15_085,1152
08_036,1149
01_006,1146
30_003,1142
17_020,1140
