cve_mun_full,num_dispositivos
02004,89898
09007,88716
21114,74992
14039,70790
15033,70224
19039,66809
08037,65924
11020,65077
09005,62393
14120,57980
15058,53704
22014,48817
15057,40005
31050,39808
09010,38393
08019,37237
02002,36870
15106,36476
05030,35947
23005,35267
24028,35200
09015,34905
28032,34154
09012,33544
19006,32683
26030,32622
15104,32061
01001,31736
19026,31038
09003,30722
14097,29607
14098,29212
16053,29133
25006,28301
15013,26441
05035,26241
15031,26205
09014,25221
14101,24497
15121,23742
27004,23352
09017,22798
28022,22760
30193,22656
09016,22498
19031,21884
15109,21693
19046,21671
12001,21328
09002,21317
09006,20749
15081,20550
15039,20159
09013,19298
19021,18754
17007,18664
28027,18433
02001,18278
11007,17458
19018,16528
10005,16218
09011,16182
30087,15864
13048,15324
07101,15248
15122,15178
11017,15146
19048,14259
09008,13907
28041,13678
23008,13423
28038,13368
15020,12910
15025,12579
24035,11972
15037,11800
03008,11765
25012,11644
10007,10864
15060,10819
28003,10654
15070,10579
09004,10496
26018,10422
25001,10335
15054,10311
18017,10193
05018,10099
13051,9951
14067,9706
30039,9454
20067,9398
21156,9394
04002,9363
32010,9306
22006,9238
17011,9202
22011,9015
03003,8921
12029,8676
22016,8351
16102,8338
28009,8323
23004,7911
15099,7701
19019,7683
05025,7455
17006,7448
15029,7403
15024,7025
04003,6999
07089,6912
30044,6892
26043,6667
19041,6434
21119,6391
11027,6336
30028,6305
13077,6180
26055,6128
15108,6072
08017,5986
15051,5941
27002,5926
32017,5870
14093,5820
11037,5603
15118,5536
06007,5423
30131,5420
11015,5344
15120,5309
14070,5282
08021,5174
21140,5154
13069,5097
32056,5059
25011,5021
05027,4995
26029,4989
21041,4926
30118,4916
18020,4915
19025,4904
30189,4863
15002,4831
14053,4794
16052,4564
17018,4550
16108,4545
11003,4519
10012,4503
28033,4502
09009,4490
30108,4482
11042,4373
21132,4297
26042,4215
07078,4205
06002,4168
02003,4095
08032,4091
27013,4074
26048,4056
31041,3994
21019,3948
26017,3920
29033,3872
06010,3870
15076,3802
27005,3722
17008,3715
19010,3692
29005,3684
13076,3646
17029,3610
14063,3571
15042,3527
14023,3493
21015,3473
11005,3457
30124,3449
02005,3441
01005,3402
19009,3380
20184,3367
12035,3300
15005,3300
27008,3249
11014,3220
24024,3200
19033,3170
19045,3108
24020,3104
24013,3101
30048,3056
11031,3048
14083,3048
05010,3007
23001,2952
11033,2950
05017,2886
30174,2885
15035,2862
21074,2816
15095,2796
25018,2795
30105,2792
15014,2790
15110,2782
16006,2781
14124,2762
07059,2761
29010,2760
13030,2743
07019,2738
08050,2734
19038,2731
27012,2730
11032,2692
05033,2652
27014,2599
30102,2579
16112,2579
14073,2538
12038,2536
19012,2519
14044,2488
15091,2480
20385,2472
14018,2437
22012,2427
