municipio,num_dispositivos
16_043,1299
26_025,1299
11_035,1297
13_052,1290
30_128,1270
03_001,1269
21_001,1267
32_026,1266
01_007,1264
07_057,1255
04_009,1255
28_040,1254
13_056,1252
14_082,1244
01_006,1241
25_010,1238
18_008,1237
12_075,1235
30_003,1233
12_066,1231
24_011,1228
30_133,1221
21_106,1212
13_067,1210
31_096,1206
19_044,1199
26_033,1197
05_022,1196
24_021,1186
11_008,1183
29_018,1177
14_108,1175
13_054,1174
14_051,1174
18_015,1174
30_061,1173
13_023,1158
30_014,1157
30_030,1155
30_138,1153
16_012,1152
08_045,1149
11_043,1139
14_119,1138
32_038,1136
27_015,1136
21_180,1135
17_002,1131
17_030,1131
05_009,1130
15_114,1122
32_005,1119
20_401,1117
07_099,1104
31_089,1103
15_086,1102
14_046,1098
13_010,1094
23_007,1080
10_008,1079
12_011,1077
21_034,1068
10_038,1065
14_035,1060
21_003,1060
22_007,1059
20_397,1057
32_024,1055
20_399,1051
17_024,1050
14_121,1050
20_002,1047
08_005,1046
11_013,1044
07_020,1041
20_551,1041
26_004,1024
13_012,1021
14_022,1021
15_065,1014
32_036,1014
08_036,1014
16_110,1011
07_012,1007
30_045,1007
16_083,1003
15_001,999
30_004,999
12_057,996
16_010,994
30_009,986
29_031,982
30_115,980
30_015,980
15_019,979
21_177,973
16_055,971
27_009,970
15_103,969
07_068,969
16_073,962
20_515,961
21_186,955
10_023,955
17_031,953
31_079,951
25_017,950
30_040,944
29_028,941
30_155,939
21_010,933
07_052,930
14_118,929
26_019,927
29_038,924
30_144,918
22_008,918
30_016,917
28_025,916
21_110,913
08_004,913
28_035,913
31_038,912
08_052,909
05_003,909
32_051,907
29_006,905
16_113,905
15_124,902
11_029,901
16_009,899
11_039,895
16_015,893
22_003,885
12_058,882
15_023,882
14_105,880
20_059,879
16_020,879
16_045,878
21_045,873
21_207,863
14_043,851
29_036,851
05_004,843
21_004,841
30_191,840
28_012,838
15_075,835
21_115,830
29_023,830
32_055,828
22_001,824
20_565,823
15_113,820
30_010,808
25_009,808
06_005,807
07_069,807
30_101,805
13_037,804
23_006,797
30_126,796
07_051,794
08_002,793
21_189,792
27_001,785
30_070,784
13_022,778
20_482,777
13_081,776
14_086,776
22_013,776
30_158,774
15_084,774
17_025,770
16_038,768
29_015,765
30_201,765
30_058,765
05_024,764
16_106,764
31_052,764
14_064,764
13_050,763
16_097,761
30_071,759
30_206,755
07_040,754
32_040,752
16_035,752
10_037,751
20_014,746
06_003,744
26_036,743
14_096,735
15_096,734
13_082,728
11_019,728
32_034,727
08_031,726
30_094,725
30_021,725
17_017,723
10_004,719
13_074,718
30_026,717
05_006,715
14_009,715
07_074,714
13_021,713
10_034,708
16_089,702
28_007,701
21_142,699
15_036,698
29_041,695
32_053,693
25_013,693
16_068,691
05_031,690
14_078,690
21_169,684
30_207,683
15_112,680
29_019,679
07_030,678
14_002,674
21_083,668
04_005,667
17_003,665
12_061,663
14_113,661
13_015,661
14_024,661
18_012,659
30_100,659
19_005,657
14_033,654
20_073,653
14_055,652
08_062,652
20_324,652
12_048,651
07_106,650
25_004,649
30_032,649
24_032,648
30_023,647
20_360,647
30_006,647
25_002,646
07_009,646
10_022,645
12_023,643
25_014,643
20_057,642
29_034,641
29_024,640
14_029,639
16_090,638
20_044,637
07_079,637
12_050,637
10_039,634
04_006,632
30_204,630
15_043,624
13_014,623
14_059,623
32_035,622
30_077,620
30_066,616
30_086,615
21_161,613
31_056,612
14_111,611
16_098,608
07_002,605
21_035,603
30_049,602
21_094,602
16_064,602
30_188,600
13_001,600
20_469,597
08_001,597
14_077,596
15_063,593
16_078,592
26_041,591
24_036,591
07_080,590
05_038,588
14_049,587
07_015,587
31_040,585
14_116,585
12_021,583
21_043,582
07_023,581
07_014,580
14_047,580
24_050,580
04_011,577
21_195,577
27_007,576
14_045,576
30_034,575
24_010,574
15_016,573
11_040,571
26_026,571
07_013,571
07_041,570
30_089,569
11_018,568
21_143,568
32_037,568
13_059,567
28_015,567
30_173,566
13_035,565
30_125,565
30_024,565
01_010,564
31_066,563
32_029,560
12_041,559
15_022,558
24_016,558
30_069,557
12_032,555
15_044,555
07_049,554
14_100,553
24_043,552
14_037,552
20_227,551
21_051,550
08_027,546
19_047,546
15_072,546
15_056,545
30_211,545
11_016,545
14_114,545
17_019,544
12_034,544
32_048,543
16_022,540
16_025,540
16_087,540
12_022,535
15_030,535
21_172,533
21_090,533
15_093,532
20_334,532
07_102,531
08_010,531
14_025,530
21_194,529
29_002,528
22_009,528
07_100,526
32_019,526
31_093,525
30_025,523
15_027,523
24_055,523
13_055,521
24_025,521
30_148,520
13_024,520
15_052,518
14_065,517
07_032,516
21_199,516
12_046,514
30_112,513
21_048,512
30_143,509
20_108,508
07_031,507
07_092,507
13_046,506
32_009,505
26_070,503
07_046,500
28_043,500
14_001,499
29_026,497
30_047,495
13_005,492
16_057,491
24_008,491
15_078,491
06_001,488
32_052,488
24_049,485
21_076,484
12_007,484
21_108,484
07_048,483
16_077,483
20_041,481
08_040,481
16_080,481
10_001,481
20_107,481
21_209,480
15_003,480
30_092,479
25_003,478
21_179,476
07_107,475
08_048,475
29_039,473
20_157,473
25_008,472
30_081,472
28_029,471
20_210,470
24_054,469
21_205,468
08_055,466
14_125,465
21_013,465
13_073,465
16_016,465
32_016,462
20_235,459
30_192,458
30_205,458
13_053,458
11_006,455
10_010,455
31_013,454
12_033,454
15_079,452
14_110,450
15_064,450
32_014,449
22_018,449
24_040,448
05_023,448
08_059,447
14_027,447
16_085,446
16_019,445
14_021,443
21_153,443
16_065,441
12_012,440
20_248,439
19_017,439
14_014,439
21_170,438
14_109,434
14_099,434
16_046,433
13_075,433
12_053,433
30_210,432
12_002,430
30_117,429
14_036,429
20_207,428
20_068,428
18_006,426
20_364,426
01_004,425
12_059,425
20_338,425
30_130,424
13_040,424
16_029,423
07_001,423
07_006,423
20_439,422
13_039,422
15_046,421
21_136,421
15_015,421
21_104,421
16_008,419
15_097,418
18_018,417
07_094,416
26_012,416
07_086,414
13_057,414
08_029,414
31_001,414
31_048,414
15_006,413
06_004,413
12_069,411
29_008,410
30_053,409
21_047,409
13_002,409
20_028,408
21_054,407
30_208,407
08_009,407
24_003,407
21_098,406
21_149,406
13_006,405
05_036,404
15_004,403
16_011,403
24_038,402
30_013,402
12_003,399
30_134,399
07_083,398
16_033,398
16_014,397
28_002,397
30_097,397
20_350,396
16_018,396
32_054,396
31_075,396
03_009,395
20_150,394
14_048,392
30_043,391
20_166,391
20_137,391
27_011,390
21_116,389
13_018,389
16_002,388
30_091,388
05_007,387
15_050,387
16_042,387
28_037,386
07_077,385
16_040,385
22_015,384
10_026,384
21_069,383
14_123,383
21_118,382
20_293,382
16_051,381
26_058,381
22_010,381
31_067,380
31_091,378
21_058,377
22_002,376
12_056,375
14_003,373
30_142,372
07_104,372
20_023,371
30_095,370
14_087,370
12_027,370
07_060,369
30_033,369
07_067,368
31_003,367
29_048,366
15_098,366
32_007,365
15_007,365
10_013,365
17_035,365
21_134,364
20_526,364
17_009,364
21_214,364
15_028,364
32_032,362
30_027,361
16_103,361
15_055,361
18_010,360
13_058,360
12_051,360
13_070,360
14_058,359
16_036,359
10_016,358
15_068,358
31_019,358
11_045,357
13_007,356
21_129,355
18_001,353
14_068,353
16_054,352
16_062,351
21_072,350
20_417,349
12_067,349
07_062,349
20_006,349
21_099,348
14_088,348
16_026,346
29_014,346
29_032,346
16_058,346
29_007,345
31_080,345
13_038,345
17_026,344
24_007,344
28_019,344
21_044,343
20_198,341
24_005,341
13_060,341
15_102,340
20_135,339
21_063,337
21_086,337
19_013,337
30_111,336
18_011,335
14_095,334
18_014,334
15_008,334
16_017,333
16_111,332
29_021,332
25_016,331
31_002,330
20_102,328
30_080,328
14_084,328
21_117,328
15_125,327
16_105,327
16_047,327
24_041,327
32_049,326
05_019,326
20_470,326
24_058,324
20_278,324
20_088,323
15_083,322
15_021,321
30_157,321
24_047,320
07_008,320
15_049,319
07_003,319
30_147,318
07_005,318
21_213,317
20_115,316
30_046,316
30_114,316
20_498,316
30_022,315
20_205,314
15_123,314
20_500,314
07_103,313
14_079,313
14_005,313
29_042,312
20_031,311
15_010,310
16_093,310
30_132,309
30_196,306
21_064,306
16_032,305
14_074,304
15_105,304
16_063,303
20_005,303
31_033,303
18_016,302
32_044,301
30_031,301
07_037,301
13_066,300
20_570,299
11_022,297
28_013,297
32_023,297
32_022,296
30_072,296
30_093,296
29_050,295
13_009,293
14_017,293
30_120,293
19_022,293
16_086,292
07_096,291
30_200,290
15_089,290
32_047,289
12_068,288
29_001,288
16_059,287
19_034,287
24_019,287
20_489,286
21_191,285
24_001,285
04_010,284
28_016,284
24_012,283
19_020,283
20_559,282
15_107,282
20_418,281
16_031,281
08_060,281
07_066,280
17_015,280
13_047,279
20_406,279
12_052,279
24_022,279
30_164,277
15_017,277
26_035,276
29_029,276
29_058,276
21_124,276
21_046,275
20_386,275
15_111,274
20_409,273
13_042,273
21_012,273
17_010,273
15_077,270
16_003,269
24_053,269
19_014,268
21_008,267
21_061,267
14_020,266
30_020,266
20_550,265
29_027,265
06_008,264
30_073,263
30_029,262
15_012,262
21_211,261
08_003,259
20_557,259
21_192,259
20_190,258
30_182,257
30_052,256
31_027,255
28_030,255
24_039,255
12_004,254
21_125,254
30_199,253
07_044,253
26_071,253
20_139,253
12_030,253
13_027,253
13_031,253
14_011,252
20_375,252
17_022,252
19_029,252
11_038,251
16_056,251
30_090,251
21_040,250
21_183,249
16_095,249
30_162,248
21_128,247
16_070,246
07_109,246
16_084,246
20_042,245
21_065,244
10_020,244
32_025,243
20_545,242
07_091,242
16_091,242
30_161,242
07_058,242
25_007,242
18_002,242
20_171,241
13_072,241
21_176,240
12_014,239
17_013,239
12_016,239
13_019,239
10_036,238
30_209,238
21_017,238
30_177,238
16_023,238
12_073,237
12_054,237
24_015,237
14_103,236
24_018,236
12_024,236
31_063,236
21_144,236
29_054,236
20_026,235
13_004,235
21_081,235
20_010,234
07_070,234
07_073,234
15_080,233
07_021,233
15_094,233
14_041,233
15_032,232
13_080,232
20_377,231
24_033,230
07_026,230
30_075,229
21_126,229
19_042,228
15_117,227
29_059,227
26_061,226
07_124,226
21_091,226
12_045,226
24_051,225
31_069,225
15_061,224
05_034,223
21_026,223
16_049,223
32_018,223
17_027,223
07_039,222
21_111,222
20_136,222
21_163,222
08_008,221
10_035,221
16_004,221
20_295,220
18_019,220
20_202,219
20_553,219
26_047,219
21_175,219
31_076,218
29_030,218
07_087,217
30_167,217
20_467,215
07_064,215
07_043,215
31_085,215
30_151,215
21_212,214
20_063,214
16_072,214
21_171,214
07_011,214
08_039,213
20_333,213
32_013,213
21_039,212
15_026,212
07_025,212
20_447,212
20_503,211
29_012,210
30_194,210
30_051,210
20_483,209
30_197,209
16_030,208
17_014,208
08_065,208
10_027,208
21_038,207
21_067,207
14_031,207
20_505,206
20_083,206
30_135,206
26_022,206
14_042,206
12_010,206
31_004,205
24_027,205
14_106,204
13_065,204
20_158,204
13_044,203
30_172,203
20_045,203
24_052,203
18_009,202
32_057,202
11_024,202
17_033,201
30_074,201
20_424,200
31_006,200
21_057,200
24_006,200
20_188,200
18_003,199
30_178,198
10_002,198
20_177,196
20_272,196
12_076,195
30_169,195
30_082,195
29_049,194
16_104,194
30_166,194
16_041,193
20_021,193
07_105,193
20_403,193
19_011,193
13_045,192
12_039,192
17_023,192
30_154,191
31_018,191
20_421,191
14_092,190
16_100,189
30_062,189
31_058,187
32_006,187
21_137,186
20_123,186
20_427,185
24_057,185
30_050,185
30_202,185
08_044,184
10_019,183
12_064,183
12_031,183
16_067,182
20_145,182
21_022,182
30_180,181
28_039,181
31_062,180
31_098,180
05_011,180
31_007,180
08_054,179
14_072,179
20_103,176
07_123,176
15_071,176
12_017,176
14_104,175
21_193,175
31_036,174
29_040,174
20_539,174
32_001,174
30_145,173
20_105,173
20_277,172
21_206,172
16_096,172
16_044,171
21_151,171
21_089,171
20_052,170
12_040,170
10_024,170
12_043,169
14_080,169
20_509,169
32_021,169
31_047,169
24_031,168
24_023,168
08_046,168
19_032,167
21_087,167
31_095,167
32_050,167
21_139,167
32_015,167
07_071,166
17_016,165
30_099,165
20_393,164
20_327,164
30_054,164
30_059,163
24_017,163
12_049,163
14_004,163
17_001,162
14_112,162
20_310,162
15_038,161
13_062,161
29_052,161
26_003,161
26_066,161
12_042,160
16_099,160
21_147,160
31_032,160
13_043,160
21_217,160
14_054,159
28_001,159
07_081,159
12_015,159
14_090,158
12_013,158
07_075,157
21_102,157
28_017,156
18_007,156
10_028,156
14_102,155
31_090,155
07_010,155
29_056,154
07_111,154
30_186,154
15_069,153
20_030,153
21_120,153
13_034,153
20_475,153
32_031,152
21_166,152
14_012,152
25_005,152
07_054,151
29_020,151
12_019,151
14_010,151
32_045,151
16_037,150
10_015,150
21_109,150
16_001,149
07_035,149
31_029,148
21_202,148
17_034,148
16_024,148
08_035,147
29_051,147
21_190,147
32_002,147
30_017,147
07_116,146
30_079,146
19_037,146
31_084,146
30_116,145
21_079,145
21_078,145
20_449,145
29_060,145
30_149,145
14_007,145
07_016,144
30_168,144
30_035,144
21_050,142
05_037,142
31_051,142
20_015,141
31_025,141
31_100,141
20_025,141
20_143,141
26_039,141
13_064,140
24_029,140
26_027,139
30_055,138
21_060,138
08_023,138
32_030,138
20_441,138
13_025,138
20_530,138
30_042,137
01_008,137
13_011,137
16_013,137
07_038,137
31_057,137
31_026,137
32_011,137
30_129,136
30_104,135
30_165,135
13_049,135
29_017,135
20_279,135
15_119,134
21_138,134
08_064,134
32_008,134
21_145,134
31_053,134
31_021,133
29_016,133
21_122,132
30_060,132
31_044,132
24_046,131
20_294,131
08_007,130
12_062,130
10_033,130
31_105,130
30_088,130
29_009,129
12_018,128
30_184,128
07_114,127
20_560,127
20_197,126
20_513,126
20_325,126
30_037,126
20_072,125
30_012,124
31_039,124
29_004,124
24_056,124
29_022,124
20_407,123
20_040,123
21_157,123
20_200,122
05_021,122
05_016,121
31_097,121
16_060,121
12_063,121
21_100,121
15_034,120
21_178,120
12_079,120
31_042,120
10_014,119
29_053,119
14_019,119
30_103,118
21_073,118
17_032,118
13_036,118
16_074,117
29_057,117
30_136,116
30_212,116
24_009,116
20_549,116
20_519,116
21_020,116
04_008,116
08_030,115
28_018,115
19_008,115
20_533,115
20_317,115
20_133,114
20_305,114
28_024,114
24_004,113
24_045,113
28_028,113
30_121,113
14_040,113
30_156,113
08_051,112
30_106,112
32_028,112
20_217,111
20_264,111
20_091,111
07_112,111
30_057,111
24_048,110
20_492,110
10_009,109
20_525,109
26_072,109
31_009,109
32_012,109
30_098,109
30_170,108
08_028,108
20_548,108
14_107,108
13_032,108
06_006,107
13_017,107
20_273,107
20_076,107
24_014,107
12_025,106
26_038,106
28_004,106
20_178,106
18_013,106
20_466,105
08_034,105
26_056,105
28_014,105
12_026,105
20_013,105
21_148,105
08_006,105
30_036,105
21_113,105
21_187,105
21_167,104
20_124,104
21_185,104
24_042,104
05_014,103
12_077,103
26_023,103
12_020,102
20_429,102
30_185,102
30_152,102
24_044,101
20_260,101
20_446,101
21_173,101
20_170,101
15_116,101
20_084,101
21_002,100
20_543,99
21_103,99
17_021,99
17_005,99
30_203,99
20_459,98
31_023,98
20_125,98
20_298,98
20_265,98
21_155,98
20_244,98
21_188,98
08_033,97
21_112,97
21_092,97
29_045,97
31_087,97
20_185,97
20_540,97
20_174,97
07_076,97
20_033,97
16_092,97
07_115,96
07_093,96
31_020,96
16_061,95
07_047,95
21_082,95
12_074,95
20_494,95
21_152,94
32_033,94
20_077,94
20_414,93
20_085,93
14_122,93
07_004,93
07_072,93
29_037,92
20_153,92
07_122,92
08_038,92
29_047,92
12_005,92
24_026,92
24_002,91
19_007,91
20_555,91
20_369,91
21_025,91
14_069,90
16_005,90
31_073,90
20_349,90
14_026,90
12_060,89
20_546,89
10_021,89
11_034,88
20_269,88
30_001,88
31_104,88
20_433,88
20_219,88
21_127,87
20_152,87
19_051,87
20_058,87
11_010,87
20_468,87
07_045,86
16_094,85
07_117,85
11_036,85
20_175,85
12_006,85
21_181,84
05_008,84
31_012,84
10_018,84
07_036,83
28_011,83
30_007,83
20_517,83
08_025,83
16_048,82
14_057,82
29_011,82
21_016,81
26_052,81
20_156,81
20_554,80
20_082,80
08_058,80
12_072,80
20_162,79
20_351,79
20_285,78
20_508,78
07_042,78
20_348,77
14_115,77
12_044,77
14_089,77
30_119,77
20_131,77
20_134,76
20_384,76
12_071,76
30_150,76
30_019,75
30_056,75
19_002,75
20_342,74
30_067,74
26_016,74
31_054,74
30_076,74
08_024,73
29_035,73
07_121,73
05_012,72
21_210,72
28_005,72
14_052,71
30_198,71
20_496,71
20_155,70
20_255,70
20_347,69
31_077,69
20_024,69
20_410,69
24_034,69
20_087,68
08_012,68
08_053,68
30_005,68
20_001,68
20_415,68
12_036,67
20_232,67
20_450,67
21_203,67
20_016,67
07_053,67
16_028,67
20_161,67
21_204,67
12_080,66
05_026,66
20_247,66
31_046,65
20_472,65
20_070,65
20_462,65
16_039,65
19_027,65
31_035,64
30_159,64
30_063,64
20_036,64
16_101,64
26_020,63
30_122,63
21_158,63
20_320,63
08_022,63
12_008,63
07_085,62
12_078,62
14_075,62
21_027,62
19_016,62
21_184,62
10_017,61
07_055,61
18_005,61
26_006,61
20_179,61
32_046,60
20_382,60
21_168,60
20_490,60
13_079,60
21_097,60
20_379,59
21_201,59
20_037,59
31_005,59
30_107,59
21_042,59
20_460,59
31_055,58
14_060,58
08_016,58
30_163,58
20_307,58
20_566,57
21_006,57
10_031,57
21_182,56
21_150,56
16_081,56
20_243,56
07_018,56
30_127,56
20_148,55
04_007,55
20_146,55
20_141,55
20_354,54
31_072,54
20_104,54
32_004,54
26_051,54
20_516,53
12_070,53
13_068,53
28_006,53
21_036,53
16_027,52
30_008,52
20_286,52
07_084,52
20_531,52
14_061,52
14_038,52
07_120,52
12_037,52
20_289,52
07_056,51
20_064,51
21_146,51
12_065,51
20_302,50
20_020,50
31_103,50
08_026,50
29_003,50
19_001,49
20_275,49
20_094,49
19_023,49
20_426,49
29_046,49
20_225,49
08_018,49
26_060,48
31_011,48
20_192,48
21_049,48
30_041,48
21_055,48
16_021,47
20_251,47
14_076,47
14_081,47
21_075,47
20_183,47
14_032,47
31_028,47
21_160,46
20_206,46
26_068,46
20_261,46
21_023,46
20_050,46
14_062,46
32_027,46
21_059,46
31_083,45
16_109,45
20_392,45
32_003,45
20_299,45
20_398,45
26_059,45
13_071,45
21_093,44
20_266,44
05_015,44
20_066,44
16_007,44
20_339,43
31_015,43
14_117,43
21_215,43
21_062,43
20_502,42
14_056,42
28_042,42
30_064,42
30_139,42
30_078,42
31_068,41
20_118,41
20_189,41
31_065,41
20_009,41
20_112,41
20_337,41
30_187,41
07_090,40
32_041,40
20_387,40
21_066,40
20_394,40
31_017,40
21_096,40
19_024,40
08_067,40
26_014,39
20_274,39
20_529,39
20_029,39
29_055,39
31_045,39
31_092,39
08_049,39
30_113,39
20_012,38
20_055,38
20_326,38
31_014,38
20_071,37
08_063,37
20_249,37
13_026,37
30_171,37
20_309,37
12_009,36
20_345,36
28_023,36
31_061,36
26_045,35
20_220,35
13_078,35
15_066,35
21_105,35
20_358,35
20_017,35
20_229,34
20_259,34
20_237,34
21_029,34
12_081,34
26_057,34
08_014,34
20_456,34
05_001,34
20_563,33
31_070,33
26_069,33
08_020,33
20_537,33
20_434,32
07_029,32
10_006,32
19_030,32
31_074,32
31_082,32
08_061,32
21_014,32
21_162,32
20_346,32
20_437,32
20_374,31
21_021,31
19_028,31
21_080,31
20_457,31
20_280,31
30_176,31
26_013,31
20_491,31
30_084,31
20_520,31
20_193,31
13_033,31
20_544,30
07_118,30
20_240,30
20_226,30
24_030,30
20_448,30
31_086,30
30_002,30
07_088,30
20_090,30
21_107,29
20_368,29
20_343,29
20_474,29
20_089,29
20_300,29
20_486,29
05_005,29
20_214,29
20_159,28
21_088,28
20_356,28
20_246,28
21_198,28
20_405,28
21_068,28
20_312,28
07_007,27
20_461,27
20_371,27
20_242,27
21_200,27
20_527,27
20_211,27
20_169,27
31_034,27
20_484,27
20_308,27
20_452,26
20_176,26
20_432,26
20_499,26
20_111,26
21_159,26
31_037,26
31_106,26
32_043,25
19_043,25
21_037,25
20_297,25
20_130,25
20_149,25
30_140,24
07_110,24
19_050,24
26_037,24
20_330,24
20_254,24
26_050,23
32_058,23
26_015,23
20_561,23
08_057,23
21_018,23
20_126,23
20_372,23
20_532,23
21_032,23
20_428,23
08_047,23
14_028,23
28_031,22
21_196,22
20_567,22
20_208,21
20_098,21
20_391,21
26_032,21
07_063,21
31_022,21
20_003,21
10_003,20
28_020,20
19_003,20
20_568,20
20_268,20
30_146,20
10_011,20
20_306,20
20_547,20
19_040,20
21_009,20
21_084,19
31_030,19
28_034,19
26_001,19
20_562,19
20_323,19
07_028,19
20_051,19
07_050,19
30_179,19
20_497,19
05_013,19
30_190,19
21_007,18
21_070,18
31_024,18
08_015,18
20_113,18
20_075,18
19_015,18
31_016,18
20_522,18
28_010,18
20_284,18
20_263,18
20_412,18
20_455,18
20_378,18
20_352,17
14_071,17
20_116,17
08_042,17
20_160,17
20_431,17
26_024,17
20_234,17
20_019,17
21_095,17
19_036,17
20_507,17
20_213,17
20_473,17
20_203,17
20_004,17
31_049,17
20_128,17
20_078,17
07_033,17
21_216,17
20_363,17
31_094,16
20_425,16
26_034,16
26_049,16
07_119,16
07_098,16
26_021,16
26_031,16
20_180,16
30_153,16
20_097,16
20_411,16
28_008,16
21_077,15
31_008,15
20_053,15
19_035,15
31_043,15
26_011,15
26_065,15
20_038,15
28_026,15
20_476,15
30_195,15
31_031,15
20_528,15
14_034,15
20_481,15
20_362,15
21_033,15
20_291,14
20_092,14
30_096,14
20_035,14
20_080,14
08_043,14
21_101,14
20_212,14
26_064,14
20_253,13
20_195,13
31_078,13
20_199,13
20_523,13
21_130,13
20_109,13
20_435,13
20_182,13
07_024,13
31_064,13
20_271,12
20_328,12
15_041,12
05_029,12
08_066,12
20_117,12
20_301,12
20_366,12
10_029,12
21_031,12
20_315,11
20_062,11
31_099,11
21_141,11
21_011,11
31_081,11
20_336,11
20_402,11
20_007,11
20_216,10
08_056,10
20_086,10
20_353,10
31_088,10
21_028,10
20_292,10
