cve_mun_full,num_dispositivos
19039,47937
02004,46722
09005,35393
21114,32768
09007,30829
08037,29549
14120,27681
14039,26887
15033,24890
09015,24307
11020,22569
09014,22473
02002,22264
22014,20590
28032,18651
31050,18648
26030,18605
09010,18377
09003,18298
15106,18137
15057,18111
09016,17799
08019,17492
24028,16881
23005,16379
15058,16378
09012,16222
15104,14871
19006,14723
25006,13919
16053,13251
05030,13199
01001,12774
15013,12403
19026,11808
09017,11760
15121,11527
17007,11343
19046,11255
09002,10601
28022,10287
05035,10166
28027,9774
09006,9735
14098,9616
27004,9395
07101,9190
09008,9179
14097,8994
10005,8407
30193,8387
13048,8355
15109,7991
02001,7965
12001,7952
15037,7830
11007,7754
30087,7747
09013,7200
11017,7154
15081,7113
25012,7027
09004,6902
19019,6874
03008,6810
15031,6723
19021,6711
23008,6673
19048,6540
28041,6520
14101,6396
15039,6335
09011,6212
18017,6081
26018,6058
15054,5787
19031,5776
14067,5608
15020,5560
28038,5353
20067,4937
03003,4845
15060,4755
16102,4434
15099,4359
19018,4227
26043,4227
15025,4184
26055,4170
21119,4149
22006,4118
13051,3931
17011,3917
25001,3884
30039,3881
24035,3743
15122,3683
05018,3559
12029,3558
28003,3468
04003,3418
22016,3406
05025,3381
28009,3376
04002,3360
22011,3289
11027,3205
10007,3157
15024,3143
08021,3136
21156,3019
15070,2998
30028,2935
07089,2914
25018,2876
32017,2792
30131,2757
32056,2745
17006,2728
15029,2695
11015,2621
23004,2602
18020,2589
08017,2550
06002,2545
21140,2518
30044,2494
30189,2470
02005,2441
30118,2402
06007,2389
02003,2367
15108,2329
13077,2327
11003,2298
28033,2262
15120,2252
16108,2237
15051,2220
06010,2218
29033,2164
26029,2125
07078,2115
21041,2108
32010,2103
16052,1974
14070,1916
14093,1880
21019,1867
15118,1824
17018,1799
25011,1752
12035,1752
05002,1745
05027,1715
24013,1698
26042,1692
23001,1626
19009,1573
30108,1564
17029,1544
11037,1537
15002,1532
21132,1531
26048,1519
09009,1502
15076,1498
14053,1496
13076,1490
26002,1441
27007,1440
14023,1425
13069,1412
01005,1382
12038,1376
17008,1352
08002,1342
27002,1313
15035,1302
15095,1286
19049,1255
10012,1250
07019,1230
11031,1224
08032,1200
19041,1173
29005,1168
20184,1166
14083,1152
31041,1148
15110,1147
27005,1136
16069,1110
14063,1106
23009,1098
26017,1096
28021,1088
16112,1080
15018,1067
12055,1062
29018,1053
30102,1052
11014,1045
14124,1025
24020,1021
05028,1014
21015,1014
16006,983
19033,971
27014,970
11002,969
30011,965
15014,959
19038,944
27013,935
30038,932
21071,931
20079,925
11033,917
15005,913
14073,904
21174,903
19025,902
30124,902
11005,900
11011,885
27008,880
15042,878
11042,863
30048,863
11023,862
20385,852
11032,850
05022,849
19045,849
13030,846
23003,844
16034,839
16076,837
30065,835
23011,834
25015,833
29010,830
21074,825
24024,824
15091,811
16088,808
15062,803
30105,801
30046,800
17004,795
14030,795
18004,790
13061,786
31059,784
13063,784
11028,783
17028,779
05010,765
30068,763
27012,761
07108,757
20039,753
15092,750
06009,748
18008,747
08050,739
29013,730
15059,728
13083,727
19004,727
16066,716
16075,710
14008,704
15088,697
13028,695
13041,687
17012,683
13013,679
22017,678
30128,674
17020,673
30141,672
14015,672
32020,671
05017,669
23006,658
16107,655
11021,655
26019,649
05032,643
11041,641
30174,636
05020,630
19010,627
14018,627
27006,627
21085,626
21208,621
20390,617
28025,608
13003,601
15090,598
20043,597
21083,596
14013,594
28040,588
15053,587
21106,583
30175,582
15011,581
19044,581
15045,579
07097,578
21164,572
30085,572
11035,572
31102,569
14094,566
15101,565
03002,562
16043,562
16082,548
15067,547
21034,546
15115,543
05033,543
22012,538
30123,537
17031,536
08011,536
07065,530
21197,526
20413,523
26036,521
11030,521
24037,514
21154,500
11004,498
31101,498
14066,497
25002,497
07027,493
30003,492
15082,492
32042,492
03001,487
17002,486
11009,485
13008,484
18015,483
14006,482
14044,479
30160,474
11025,474
19012,472
16071,466
01011,464
25009,464
30040,462
16050,456
17024,454
29025,453
29044,453
01003,451
27003,451
15100,450
17017,449
14051,449
20318,448
16045,447
04004,446
30109,437
07059,437
10032,437
15048,430
11001,430
08052,427
29043,427
21053,425
24011,423
10008,421
15009,419
30045,417
13052,413
15087,410
13016,410
11046,408
15074,407
30183,406
12066,406
08054,404
32039,403
26025,403
15019,403
11044,402
29006,401
13056,401
14035,400
15023,399
23002,386
13029,385
15103,383
30030,378
17030,377
14085,376
20515,375
15073,375
26033,373
30061,372
07017,370
28035,370
27010,369
14078,368
14022,366
08036,363
21045,362
32005,361
30138,361
12028,357
14050,356
31096,354
14114,354
04009,354
07012,352
25010,346
12057,346
26058,344
08045,342
08062,340
13010,340
07061,338
12050,335
30204,334
01007,334
15040,333
14016,331
30016,329
28007,327
22005,325
15030,325
22004,324
15085,323
30155,321
16068,318
30133,316
05009,316
13023,315
07040,315
32024,314
14091,314
27016,313
20399,312
22007,311
24050,309
30034,308
12075,307
32051,306
05024,306
22008,305
11026,304
15047,300
13054,300
12046,299
29031,298
20014,295
15113,294
13084,294
13067,293
15114,293
13050,293
30026,293
30014,290
27017,287
32034,284
16038,284
15065,284
15093,284
15084,284
15001,283
12048,283
30206,282
25014,282
14046,281
01006,281
30071,280
14121,280
10004,280
03009,279
29041,277
05004,277
16110,275
13074,273
20482,271
12058,270
12061,270
21001,270
21180,269
14113,268
16009,268
24021,268
14082,268
07034,264
08005,264
15044,264
21186,264
13081,262
14108,261
20397,260
20059,259
30010,258
25008,258
14119,257
13082,256
29034,254
30013,253
14037,252
08031,252
19005,252
21004,252
15096,251
31089,251
30115,250
21207,249
14024,249
16055,248
15075,248
29036,248
29015,247
05003,247
19017,247
15055,245
01002,245
24032,244
16012,243
06005,243
28043,243
07074,243
20057,242
17003,242
25017,240
20324,240
11018,240
27001,236
04001,235
16106,234
11039,233
23010,233
17009,233
18006,232
08048,232
30077,230
21143,229
14047,229
12011,229
17025,229
32019,229
32038,227
12021,226
14116,225
16083,224
12007,223
18012,222
07009,221
28012,221
30191,221
15028,221
14001,220
31013,220
32055,219
32048,219
30207,219
30004,218
10023,218
19013,217
24040,217
11008,216
21094,214
14077,214
16079,214
24016,211
05006,211
14043,210
14009,209
16111,209
23007,208
32036,208
21003,206
30032,205
21051,204
30101,204
20551,203
29024,203
30211,203
26041,203
15125,202
07106,202
10038,202
15016,201
20401,201
28015,201
30049,200
15036,200
14025,200
16103,198
18018,198
16105,198
22001,198
21090,197
29028,196
18001,196
16085,194
30089,194
14002,193
14059,193
20157,193
30053,193
30181,193
26026,191
19014,190
20565,190
15068,189
30047,188
20350,188
07069,187
11012,187
15010,187
30092,187
13075,186
20107,186
15052,183
07099,181
26070,181
13059,180
15112,180
14033,180
14105,180
05031,179
17026,179
07052,179
15046,178
31052,178
16095,177
08010,176
11019,176
24008,176
16065,176
15043,176
21177,176
16062,175
21115,175
15124,174
16019,174
31038,173
31079,173
18016,172
14100,172
20044,171
11029,171
15083,170
16073,169
21110,169
15050,169
13002,169
21104,168
12034,168
29002,167
16035,167
20002,166
15072,166
13012,165
15003,165
06003,165
17015,165
14045,165
14003,164
07109,163
29023,163
24025,162
30126,162
22009,162
07057,161
32029,161
25013,161
21010,160
30094,160
28002,159
20334,158
16020,158
15015,157
14096,157
31056,157
14087,156
19022,156
14118,156
20293,155
32022,155
14036,155
14021,154
27009,154
13039,154
30069,153
14048,153
16051,153
13070,153
18010,153
10022,153
21199,153
08040,152
20227,152
12053,152
32026,152
30143,152
14058,152
32049,152
29019,152
15064,152
30158,152
15012,152
15022,151
13022,151
14074,151
21118,150
18014,150
08009,150
07107,150
21149,149
21161,149
30081,149
27015,148
10001,148
08004,148
29026,147
14055,146
29039,146
13021,145
10016,145
17035,145
30058,144
19047,144
21047,144
08001,144
16086,143
14086,143
30134,142
13072,142
15063,142
08055,141
06001,141
13024,140
07051,140
10039,139
13032,139
29038,139
30097,139
21108,139
30086,139
07015,139
17019,138
01009,137
16025,137
14064,137
19011,136
20068,136
21136,136
15021,136
05038,135
07094,135
07020,135
11013,135
26022,134
24049,134
21091,134
07068,133
20553,133
19020,133
15027,133
14110,133
12012,133
21134,133
12067,132
31040,132
07087,132
25016,132
12068,131
30208,131
21125,131
24007,130
16098,130
24053,129
30112,128
21189,128
32023,127
29042,126
29048,126
26035,126
16097,126
21069,126
30015,125
30164,125
30192,124
16113,124
17023,124
29021,124
30144,124
16089,123
19042,123
30009,123
14088,122
21142,122
15107,122
07102,122
06004,122
28037,121
13015,121
21043,120
16016,120
04006,120
17014,119
20006,119
21054,119
16058,118
30130,118
20073,118
21172,117
07023,117
15111,117
07079,117
16064,116
04005,115
15006,115
14125,115
30100,115
05019,115
20010,115
14123,114
32007,114
15089,114
14065,114
26012,114
15094,114
13037,114
18011,114
16010,113
10035,113
12022,113
20005,113
14017,113
20115,112
17010,112
13001,112
30125,112
10013,112
13055,111
30093,111
21128,111
13046,111
24036,111
08027,110
15079,110
32016,110
30073,110
20409,110
21194,110
13066,109
15017,109
16014,109
13073,109
24005,109
31093,109
21169,108
32032,108
17013,108
07046,108
14109,108
15069,108
16003,108
16091,108
21048,108
14112,107
30161,107
12059,106
30023,106
16070,106
24015,106
25004,106
26039,106
16090,106
14005,105
30135,105
08029,105
30205,104
20338,104
13007,104
26004,104
16087,104
21211,103
16084,103
15056,103
24017,103
21179,102
32040,102
30173,102
16077,102
16022,102
15086,102
20469,101
14079,101
30021,101
20375,101
16017,101
15071,101
20439,100
13009,100
28029,100
30132,100
13005,100
13057,100
29012,99
15032,99
24055,98
12017,98
20023,98
29029,97
05007,97
24054,97
16030,97
13019,96
29001,96
19034,96
30121,95
16033,95
08008,95
12003,95
16093,95
14084,95
28016,95
15008,94
16104,94
21076,94
21117,94
20568,94
12023,94
30148,94
21035,93
26071,93
21170,93
25007,93
26047,93
11016,93
11022,93
14095,93
26003,93
24058,93
16060,92
15105,92
16042,92
30182,92
28039,91
20570,91
21144,91
07086,91
08060,91
31019,90
30022,90
13042,90
07013,90
10036,90
07111,89
21017,89
13006,89
12039,89
20557,87
16067,87
04010,87
11043,87
18002,87
24023,87
15097,86
16015,86
21124,86
15102,86
16056,86
08035,86
30196,86
07037,86
07124,86
21166,86
22010,85
14029,85
29014,84
13058,84
12030,84
12056,84
16047,84
28030,84
30129,84
04011,84
29032,83
30116,83
01004,83
31058,83
07054,83
32025,82
01010,82
21013,82
32057,82
17001,82
20028,81
30142,81
30082,81
15004,81
31048,81
30201,81
12014,80
07003,80
15123,80
07031,80
11024,80
08051,80
20030,79
30099,79
24010,79
29007,79
10020,79
13044,79
17016,79
16023,78
30091,78
32014,78
20083,78
30059,78
30066,77
21205,77
21175,77
30151,77
12052,77
13038,76
30178,76
21063,76
16002,76
26016,75
16078,75
15007,75
29059,75
31067,75
16080,74
24056,74
15080,74
12027,74
07008,74
30149,74
16024,74
32050,73
18003,73
30075,73
32044,73
29027,73
28011,73
11038,73
29051,72
22018,72
21214,72
08013,72
07032,72
07081,71
13035,71
24003,71
07030,71
21153,71
20091,71
28013,71
21026,71
08065,71
24042,70
30111,70
16049,70
21044,70
17022,70
07048,70
29050,70
05036,70
30145,69
20041,69
21008,69
10021,69
28019,69
14014,69
30074,69
30080,69
13018,69
17021,69
16100,68
18007,68
29020,68
29040,67
17033,67
05023,67
20025,67
31002,67
19029,67
21067,67
24046,67
21082,66
25003,66
12018,66
21038,66
14092,66
15061,66
30157,65
20295,65
24022,65
12033,64
20364,64
30169,64
13031,64
15026,64
32052,64
20545,64
28017,64
16011,64
16072,63
07075,63
16041,63
07080,63
14111,63
26027,62
07071,62
20427,62
31091,61
12051,61
08025,61
20198,61
27011,61
28014,61
06008,61
16001,61
14068,61
25005,61
30051,61
07004,61
29060,61
12077,61
20042,60
30114,60
21099,60
30083,60
10018,60
14020,60
20021,60
18013,60
28024,60
16036,60
30033,60
11040,60
20539,60
15049,60
21191,59
07077,59
16074,59
32053,59
30150,59
31033,58
05034,58
29058,58
21163,58
16061,58
14099,58
13065,58
10024,57
15117,57
30070,57
07096,57
16032,57
13060,57
14107,57
20298,57
12045,56
20403,56
30117,56
07021,56
16063,56
29004,56
24057,56
32035,56
29008,56
32009,56
29017,56
17034,55
22003,55
07062,55
12042,55
20418,55
31053,55
24051,55
29049,55
10033,55
16008,54
30060,54
30031,54
14007,54
16040,54
21065,54
16046,54
26056,54
17032,54
26066,54
20190,54
20467,54
10009,53
24018,53
16018,53
32047,53
26038,53
16099,53
24001,53
21151,52
12040,52
32054,52
05011,52
30006,52
30136,52
14103,52
10034,52
17027,52
15038,52
30188,52
21152,52
07103,52
22015,52
12073,52
07044,51
29030,51
15119,51
13043,51
10028,51
20559,51
14049,51
16031,51
20441,51
11036,51
31076,51
24027,51
24034,51
13062,51
14090,50
26072,50
21157,50
20278,50
14054,50
24012,50
07083,50
12049,50
21122,50
07049,50
32037,49
12015,49
32045,49
13064,49
07104,49
08003,49
19032,49
16028,49
30194,49
24045,48
07002,48
21148,48
20045,48
20271,48
31027,48
05037,48
10015,48
20178,47
08053,47
20124,47
21138,47
20084,47
28004,47
19037,46
