cve_mun_full,num_dispositivos
02004,91085
09007,81501
21114,79538
15033,69820
08037,69506
14039,68809
11020,67207
19039,60609
09005,56420
14120,52990
15058,52523
22014,46355
02002,40373
15057,39306
31050,38203
23005,37613
28032,35822
16053,35818
08019,35551
24028,35451
09010,35242
15106,34928
05030,34491
19026,32920
09015,32188
19006,31689
01001,31554
26030,31207
09012,30789
15104,30291
09003,28894
14097,28852
05035,28776
25006,28524
14098,28002
15013,27354
15031,25465
09017,24394
15121,24052
09014,23718
12001,23705
27004,23696
28022,23524
09016,23312
30193,23072
14101,22979
15109,21719
19046,21306
17007,21209
02001,20671
09006,20658
19031,20420
15039,20384
09002,19922
19021,19596
15081,18747
28027,18430
30087,18394
09013,17875
19018,17053
10005,16936
09011,16538
11007,16349
23008,15842
11017,15375
15122,15224
13048,14897
19048,14854
28041,13959
07101,13956
03008,13914
28038,12983
15025,12678
25012,12427
15020,11938
14067,11641
24035,11586
09008,11283
17011,10983
10007,10946
15060,10914
19019,10891
15037,10836
15054,10753
15070,10611
09004,10464
25001,10163
26018,10023
28003,9974
18017,9908
04002,9884
03003,9757
20067,9601
05018,9499
21156,9346
13051,9252
15099,8755
22006,8612
05025,8610
28009,8542
22011,8523
30039,8324
12029,8230
32010,8081
16102,7953
30044,7950
22016,7943
17006,7840
23004,7831
15024,7830
30028,7215
04003,6799
21119,6760
11027,6716
26043,6689
07089,6535
15029,6371
19041,6329
32056,6185
15051,6005
08017,5985
13077,5931
11037,5855
15108,5841
26055,5795
18020,5770
30118,5724
32017,5555
14093,5494
15120,5458
30189,5440
26029,5424
30131,5323
14070,5286
06007,5245
11003,5150
26048,5141
25011,5129
11015,5101
02003,5010
16052,4983
28033,4956
13069,4879
06002,4857
27002,4852
30108,4806
21041,4786
05027,4723
15118,4721
15002,4708
17018,4576
14053,4575
21140,4557
21132,4541
19025,4511
17008,4422
08021,4401
10012,4320
16108,4256
26042,4254
29033,4248
02005,4095
11014,4043
09009,4025
07078,4011
27013,3994
27008,3984
17029,3965
26017,3958
21019,3940
08032,3937
31041,3913
15110,3855
12035,3839
27005,3817
24024,3717
11042,3670
14083,3659
11031,3657
30124,3633
19009,3585
06010,3556
15042,3499
15076,3492
27012,3492
13076,3485
14063,3415
29005,3372
23001,3362
15005,3319
05010,3312
19010,3306
24013,3281
20385,3272
16088,3263
14023,3224
01005,3187
24020,3154
11005,3144
12038,3094
30048,3082
20184,3029
14044,2981
30102,2967
21015,2962
07019,2931
19045,2930
17028,2871
19033,2866
11032,2852
16006,2832
30105,2802
15035,2760
16112,2744
31102,2743
14018,2679
13030,2664
30174,2661
05017,2644
19038,2644
16066,2638
29010,2636
07059,2617
05033,2606
14013,2565
14073,2555
05028,2530
31059,2516
15014,2499
14124,2498
21071,2498
11030,2476
22012,2456
27014,2434
11011,2420
23009,2418
15095,2412
07061,2400
11033,2399
30068,2398
29013,2386
15062,2379
27006,2375
23002,2370
25018,2369
14008,2366
26002,2351
21074,2309
15018,2309
08050,2303
21174,2265
15087,2262
30065,2254
15090,2252
16082,2232
15053,2222
05020,2206
13083,2203
22017,2200
16069,2194
07097,2180
11002,2175
13063,2174
19049,2163
16076,2158
01003,2157
14015,2157
11023,2153
15067,2149
28021,2142
11025,2138
06009,2121
01002,2117
19012,2111
15088,2106
13084,2097
07065,2081
23011,2076
16071,2053
15092,2044
16034,2028
15059,2017
32020,2007
16075,1998
10032,1993
15011,1981
12055,1979
15101,1950
11028,1948
31101,1906
14030,1898
13013,1898
11044,1895
15045,1894
27003,1893
30038,1892
13041,1883
15115,1877
15048,1861
05002,1849
11001,1843
30141,1841
21208,1832
16050,1826
17004,1813
18004,1806
30109,1800
30085,1794
15091,1780
11012,1778
21164,1774
04004,1762
21154,1756
30123,1752
11004,1747
27010,1726
16107,1718
20039,1717
20079,1716
13016,1712
14085,1712
13003,1711
21053,1711
13028,1710
20413,1701
25015,1692
15074,1688
05032,1686
17020,1682
20043,1678
27017,1673
13061,1650
22005,1650
14091,1620
15082,1617
22004,1602
30011,1572
29025,1565
15100,1565
01011,1564
14094,1563
30083,1562
11041,1554
17012,1541
23003,1537
30175,1521
11021,1505
23010,1503
21197,1499
32039,1498
19004,1490
07017,1479
14050,1474
21085,1473
08011,1466
11046,1464
29044,1461
15009,1461
14066,1459
12028,1450
07027,1431
27016,1428
20390,1420
30181,1408
30160,1404
04001,1397
15085,1394
07034,1393
14016,1389
14006,1384
16079,1381
15047,1376
13008,1370
29043,1360
08013,1357
15073,1357
15040,1349
13029,1338
07108,1331
01009,1330
03002,1327
20318,1325
11026,1323
32042,1321
11009,1313
30183,1308
24037,1300
26025,1299
16043,1299
11035,1297
13052,1290
30128,1270
03001,1269
21001,1267
32026,1266
01007,1264
07057,1255
04009,1255
28040,1254
13056,1252
14082,1244
01006,1241
25010,1238
18008,1237
12075,1235
30003,1233
12066,1231
24011,1228
30133,1221
21106,1212
13067,1210
31096,1206
19044,1199
26033,1197
05022,1196
24021,1186
11008,1183
29018,1177
14108,1175
13054,1174
18015,1174
14051,1174
30061,1173
13023,1158
30014,1157
30030,1155
30138,1153
16012,1152
08045,1149
11043,1139
14119,1138
27015,1136
32038,1136
21180,1135
17030,1131
17002,1131
05009,1130
15114,1122
32005,1119
20401,1117
07099,1104
31089,1103
15086,1102
14046,1098
13010,1094
23007,1080
10008,1079
12011,1077
21034,1068
10038,1065
21003,1060
