municipio,num_dispositivos
02_004,88040
09_007,83693
21_114,76351
14_039,68444
15_033,67633
08_037,64906
11_020,62951
19_039,57569
09_005,55434
14_120,55061
15_058,52373
22_014,46529
02_002,38698
15_057,38663
31_050,38261
09_010,37241
23_005,36396
08_019,35373
24_028,34779
28_032,34523
15_106,34266
05_030,33983
16_053,33600
09_012,31986
19_026,31936
09_015,31838
01_001,31084
19_006,30712
26_030,30001
15_104,29950
09_003,29428
14_097,28901
14_098,27647
05_035,27484
25_006,26241
15_013,25743
15_031,24603
09_014,24071
14_101,23431
09_016,23183
28_022,22643
30_193,22636
09_017,22455
27_004,22448
15_121,22424
12_001,22332
15_109,21334
09_006,20618
19_046,20554
19_031,20241
15_039,19925
09_002,19847
17_007,19500
19_021,19170
02_001,18685
15_081,18685
09_013,18059
30_087,17310
28_027,16930
19_018,16325
11_007,16252
10_005,16098
09_011,15573
13_048,15479
23_008,14930
07_101,14491
15_122,14427
11_017,14359
28_041,14246
19_048,14209
15_025,13595
03_008,13208
28_038,12714
15_020,12316
24_035,11896
25_012,11758
15_037,11659
14_067,11252
09_008,10932
15_060,10916
15_054,10873
09_004,10751
10_007,10442
26_018,10328
15_070,10121
19_019,10079
25_001,9936
18_017,9895
13_051,9776
17_011,9694
28_003,9440
20_067,9235
05_018,8919
04_002,8895
22_006,8737
03_003,8575
22_011,8433
30_039,8363
21_156,8331
28_009,8291
15_099,8285
22_016,8248
32_010,8214
12_029,8212
16_102,7768
23_004,7766
05_025,7634
30_044,7616
15_024,7553
17_006,7174
26_043,7031
30_028,6747
15_029,6687
21_119,6573
07_089,6558
13_077,6322
04_003,6314
11_027,6176
15_051,6135
19_041,6002
08_017,5897
32_056,5864
14_093,5827
26_055,5809
15_108,5709
14_070,5682
11_037,5550
32_017,5496
15_120,5312
30_131,5309
18_020,5301
25_011,5250
28_033,5193
26_048,5086
30_189,5030
06_007,4979
15_002,4946
16_052,4938
26_029,4903
21_140,4839
11_003,4807
30_118,4767
15_118,4718
05_027,4691
27_002,4655
11_015,4654
19_025,4609
17_018,4594
21_041,4488
08_021,4434
13_069,4420
16_108,4356
14_053,4303
17_008,4299
21_132,4225
30_108,4208
02_003,4164
06_002,4162
26_017,4128
27_013,4086
26_042,4078
29_033,4067
21_019,4025
07_078,4024
08_032,3974
09_009,3950
10_012,3881
31_041,3863
27_008,3772
02_005,3737
15_110,3653
12_035,3587
17_029,3578
11_042,3541
15_076,3505
19_009,3479
27_005,3472
23_001,3452
19_010,3451
06_010,3448
14_063,3355
14_023,3352
15_042,3352
14_083,3320
30_124,3285
11_031,3267
24_024,3237
11_005,3223
29_005,3215
13_076,3199
16_088,3191
11_014,3189
24_013,3180
19_033,3091
20_385,3062
05_010,3040
15_005,3037
01_005,3035
24_020,3031
30_048,3028
19_045,3006
20_184,2976
15_035,2940
12_038,2936
21_015,2926
07_019,2792
27_012,2709
08_050,2701
30_105,2671
16_006,2603
14_044,2575
29_010,2572
19_038,2550
17_028,2549
13_030,2541
14_018,2532
05_017,2497
16_075,2496
05_033,2492
30_102,2467
15_014,2465
14_124,2460
16_112,2445
30_174,2404
16_066,2397
25_018,2381
15_095,2378
23_009,2369
21_074,2356
27_014,2347
31_059,2347
14_073,2341
11_033,2333
31_102,2310
05_028,2298
11_032,2275
15_018,2271
23_002,2268
19_012,2245
26_002,2245
27_003,2234
14_013,2234
16_069,2230
13_063,2226
06_009,2222
21_174,2199
14_008,2197
21_071,2186
27_006,2182
22_017,2180
15_092,2171
15_062,2170
15_011,2144
11_023,2135
19_049,2130
11_028,2117
30_065,2117
07_065,2112
16_076,2104
05_020,2097
31_101,2082
28_021,2078
29_013,2077
22_012,2064
15_090,2063
16_071,2050
11_011,2049
30_068,2040
13_083,2030
15_087,2024
16_082,1979
15_088,1969
01_003,1953
30_038,1947
07_097,1944
11_025,1942
22_005,1909
15_067,1892
32_020,1889
13_003,1880
11_001,1879
11_002,1875
01_002,1863
13_013,1847
15_101,1845
07_059,1844
05_002,1829
15_091,1827
30_141,1818
14_015,1817
12_055,1812
23_011,1809
15_053,1805
15_115,1797
14_066,1782
15_045,1779
17_004,1778
14_085,1774
18_004,1769
20_413,1746
16_034,1729
11_004,1713
05_032,1712
01_011,1711
25_015,1684
21_164,1684
10_032,1683
30_085,1676
04_004,1667
11_030,1663
13_061,1661
11_044,1660
07_061,1656
13_028,1646
30_011,1641
07_027,1634
13_084,1630
20_039,1623
14_030,1622
15_100,1620
14_050,1596
16_107,1592
16_050,1590
11_009,1587
20_079,1576
15_048,1570
21_208,1563
30_123,1561
30_175,1539
17_020,1538
08_011,1518
21_154,1510
15_082,1509
32_042,1504
11_041,1502
20_043,1496
11_021,1488
29_025,1486
14_091,1481
27_010,1481
23_003,1447
20_390,1443
30_133,1438
13_041,1437
22_004,1436
20_318,1435
14_082,1414
15_059,1413
14_094,1410
28_040,1409
23_010,1400
17_012,1396
30_109,1392
11_012,1387
15_085,1384
30_083,1380
21_053,1370
03_001,1360
07_017,1353
15_009,1353
03_002,1352
13_016,1350
08_036,1348
19_004,1348
26_025,1346
07_108,1329
12_075,1319
21_197,1317
15_074,1315
11_035,1311
13_023,1307
30_160,1300
07_034,1289
04_001,1289
18_008,1289
27_017,1287
31_096,1284
18_015,1277
26_033,1275
21_085,1264
16_043,1258
29_043,1258
01_009,1257
13_008,1257
14_006,1252
24_037,1251
29_044,1245
19_044,1241
12_066,1239
30_128,1237
08_004,1226
25_010,1216
13_056,1210
13_052,1209
32_039,1208
13_029,1201
30_181,1196
30_003,1194
11_046,1189
04_009,1183
12_028,1177
01_006,1176
29_018,1173
14_051,1165
32_026,1162
11_026,1159
14_035,1154
15_040,1152
30_138,1148
30_045,1148
08_045,1148
30_183,1146
07_052,1144
05_022,1141
16_079,1134
05_009,1132
21_034,1131
27_016,1126
21_106,1126
01_007,1124
30_030,1108
30_061,1105
17_002,1103
10_008,1093
14_022,1088
13_012,1085
14_121,1076
32_038,1075
17_030,1069
24_021,1045
13_054,1039
21_001,1039
15_073,1035
10_038,1029
15_047,1028
13_067,1022
17_024,1021
07_057,1015
30_009,1014
24_011,1013
15_124,1009
08_005,1009
21_180,1001
30_040,1000
14_016,998
21_045,996
15_114,995
31_089,989
20_399,987
22_007,984
32_005,980
12_011,978
28_025,976
14_046,976
14_108,975
15_019,974
30_014,968
14_118,961
14_119,952
14_078,946
23_007,945
14_105,944
22_008,942
21_010,940
28_035,939
07_099,933
07_012,932
16_010,931
29_038,929
15_023,927
26_036,922
26_019,920
16_038,911
27_009,910
32_024,910
11_008,909
32_036,907
20_551,907
14_002,906
30_016,894
11_043,894
20_059,888
30_015,881
08_052,871
16_097,871
15_113,869
25_017,869
10_023,868
15_065,866
29_036,864
29_031,862
18_012,853
30_004,852
12_057,850
07_020,849
20_515,846
21_003,844
20_401,842
26_004,839
30_191,838
13_037,838
25_013,837
30_206,836
29_006,833
05_003,832
07_051,830
05_006,830
05_004,829
31_038,827
17_003,825
16_055,824
13_081,823
16_012,811
13_050,811
16_009,810
14_009,807
15_103,803
11_029,802
10_039,801
12_050,799
11_039,797
14_033,795
30_010,792
16_110,791
23_006,791
15_001,790
27_015,785
29_023,785
25_009,780
30_115,779
14_043,778
28_012,774
15_084,773
13_010,772
05_024,767
21_186,766
14_086,765
14_116,762
21_177,761
07_040,760
