cve_mun_full,num_dispositivos
02004,24502
19039,20084
09007,15121
21114,14484
09005,13705
14120,13324
02002,13225
08037,11483
15033,11155
09014,10646
14039,10572
09010,10497
09003,9943
22014,9876
15057,9543
28032,9416
09012,9083
23005,8811
09016,8044
11020,7893
15058,7877
09015,7585
08019,7374
24028,7358
31050,7209
15104,7026
15106,6960
15013,6662
26030,6557
19026,6543
19006,6332
05030,6129
19046,5593
09017,5468
15121,5375
19019,5355
16053,5245
09002,5126
25006,5110
05035,5081
17007,4896
01001,4873
28027,4831
15037,4756
09006,4556
28022,4246
13048,4133
14098,3991
09004,3927
09013,3916
14097,3808
27004,3806
02001,3766
03008,3742
30193,3655
30087,3618
23008,3598
15109,3558
19021,3474
15081,3442
12001,3324
19048,3320
09008,3135
11007,3069
25012,3066
07101,3039
15054,3039
10005,2897
09011,2829
15039,2809
19031,2800
28038,2757
21119,2743
28041,2722
14101,2674
14067,2659
15031,2608
15020,2572
11017,2328
22006,2319
18017,2288
26018,2274
13051,2181
19018,2115
15060,2011
03003,1952
28009,1849
24035,1758
17011,1716
20067,1716
30039,1691
15025,1678
16102,1674
05018,1624
30028,1615
15099,1587
25001,1582
22011,1526
15122,1503
22016,1424
05025,1400
26055,1377
15024,1354
15070,1350
21140,1343
02005,1340
12029,1321
04003,1304
21156,1300
30131,1296
26043,1281
10007,1265
04002,1233
11027,1203
28003,1177
08017,1140
17006,1138
15108,1110
02003,1108
32017,1067
23004,1059
30044,1043
06002,1041
06007,1028
18020,1019
28033,1012
15029,986
13077,982
32056,981
21041,976
08021,937
11015,932
15051,909
06010,906
30118,904
07089,896
15120,867
15118,849
19049,824
26029,816
11003,797
26048,796
30189,782
29033,769
16108,748
19009,741
05027,735
23001,715
17008,713
14070,713
21019,708
32010,690
05002,686
16052,664
09009,649
07078,647
21132,640
17018,639
14093,639
15002,627
13069,618
30108,617
15076,613
24013,603
30011,599
01005,588
13076,586
12035,571
25011,565
14023,556
26042,551
17029,548
23003,542
19033,523
23011,520
12038,518
15095,502
14053,498
15110,495
23009,494
10012,492
15018,492
15035,486
25018,485
19041,478
08032,469
11037,468
26002,449
24020,444
19038,442
19004,440
20184,439
08054,436
05028,432
29005,432
30038,423
30105,421
28021,418
21015,411
30102,406
30065,403
21174,395
31041,395
16069,395
11014,388
07019,385
30124,384
13083,380
27013,377
27002,373
21106,370
14063,367
11031,364
27005,364
19044,359
14030,356
20385,356
19025,354
21074,352
17028,351
11005,348
13061,344
16088,340
15014,337
30068,337
26017,334
14083,330
24024,326
15062,325
15005,325
21071,323
18008,322
11011,321
16076,317
11032,317
15091,315
18004,315
13030,314
29010,313
16112,309
30048,307
06009,307
19010,301
14124,300
19045,298
27014,297
20079,296
31059,296
28025,296
20390,295
16006,295
05010,295
12055,295
17004,294
11002,294
11042,287
11023,287
14015,285
17020,283
08050,283
28040,279
22017,278
16034,277
11028,274
14094,272
20039,271
14073,269
29018,269
13063,267
05020,266
30141,266
14008,265
15092,264
11033,259
13003,258
15053,252
17012,250
21034,245
29013,244
15011,244
14018,242
17002,240
15042,239
08002,237
16107,236
16075,233
05032,232
27012,231
32020,231
16066,230
03002,229
13028,226
30085,224
13013,224
05017,220
15059,217
15090,217
25015,216
14013,215
21085,214
27008,213
30174,211
30123,208
11021,208
15101,207
15088,205
21208,205
08011,203
13052,203
30040,201
29043,200
26019,199
31102,199
17031,197
30128,196
16043,195
30138,193
21197,190
30175,189
13008,188
